Year,UNIT_MEASURE,Spol,Godine,Value
1991,Broj,Muškarci,45,16415
1991,Broj,Muškarci,46,15996
1991,Broj,Muškarci,47,16545
1991,Broj,Muškarci,48,17336
1991,Broj,Muškarci,49,20005
1991,Broj,Muškarci,50,22366
1991,Broj,Muškarci,51,22985
1991,Broj,Muškarci,52,22073
1991,Broj,Muškarci,53,23390
1991,Broj,Muškarci,54,23260
1991,Broj,Muškarci,55,23457
1991,Broj,Muškarci,56,23161
1991,Broj,Muškarci,57,22409
1991,Broj,Muškarci,58,21197
1991,Broj,Muškarci,59,20574
1991,Broj,Muškarci,60,21178
1991,Broj,Muškarci,61,20078
1991,Broj,Muškarci,62,19542
1991,Broj,Muškarci,63,16668
1991,Broj,Muškarci,64,13925
1991,Broj,Muškarci,65,11854
1991,Broj,Muškarci,66,10384
1991,Broj,Muškarci,67,9513
1991,Broj,Muškarci,68,8489
1991,Broj,Muškarci,69,7556
1991,Broj,Muškarci,70,7330
1991,Broj,Muškarci,71,6868
1991,Broj,Muškarci,72,3278
1991,Broj,Muškarci,73,2779
1991,Broj,Muškarci,74,2530
1991,Broj,Muškarci,75,3042
1991,Broj,Muškarci,76,4594
1991,Broj,Muškarci,77,4065
1991,Broj,Muškarci,78,3921
1991,Broj,Muškarci,79,3454
1991,Broj,Muškarci,80,3395
1991,Broj,Muškarci,81,3035
1991,Broj,Muškarci,82,2295
1991,Broj,Muškarci,83,2148
1991,Broj,Muškarci,84,1741
1991,Broj,Muškarci,85,1384
1991,Broj,Muškarci,86,1126
1991,Broj,Muškarci,87,777
1991,Broj,Muškarci,88,655
1991,Broj,Muškarci,89,425
1991,Broj,Muškarci,90,430
1991,Broj,Muškarci,91,239
1991,Broj,Muškarci,92,122
1991,Broj,Muškarci,93,84
1991,Broj,Muškarci,94,52
1991,Broj,Muškarci,95,35
1991,Broj,Muškarci,96,29
1991,Broj,Muškarci,97,11
1991,Broj,Muškarci,98,22
1991,Broj,Muškarci,99,9
1991,Broj,Muškarci,100,4
1991,Broj,Muškarci,101,5
1991,Broj,Muškarci,102,1
1991,Broj,Muškarci,103,3
1991,Broj,Muškarci,104,1
1991,Broj,Muškarci,105,2
1991,Broj,Muškarci,106,0
1991,Broj,Muškarci,107,2
1991,Broj,Muškarci,108,2
1991,Broj,Muškarci,109,1
1991,Broj,Muškarci,110,0
1991,Broj,Muškarci,111,1
1991,Broj,Muškarci,112,1
1991,Broj,Muškarci,113,2
1991,Broj,Muškarci,114,0
1991,Broj,Muškarci,115,1
1991,Broj,Muškarci,116,1
1991,Broj,Muškarci,117,0
1991,Broj,Muškarci,118,0
1991,Broj,Muškarci,119,0
1991,Broj,Muškarci,120,0
1991,Broj,Muškarci,Unknown,33305
1991,Broj,Muškarci,Total,2040777
2013,Broj,Muškarci,0,16903
2013,Broj,Muškarci,1,17554
2013,Broj,Muškarci,2,17702
2013,Broj,Muškarci,3,18414
2013,Broj,Muškarci,4,18869
2013,Broj,Muškarci,5,18628
2013,Broj,Muškarci,6,17919
2013,Broj,Muškarci,7,17840
2013,Broj,Muškarci,8,18233
2013,Broj,Muškarci,9,18261
2013,Broj,Muškarci,10,18852
2013,Broj,Muškarci,11,18927
2013,Broj,Muškarci,12,19792
2013,Broj,Muškarci,13,20142
2013,Broj,Muškarci,14,20940
2013,Broj,Muškarci,15,23451
2013,Broj,Muškarci,16,26860
2013,Broj,Muškarci,17,26386
2013,Broj,Muškarci,18,25720
2013,Broj,Muškarci,19,22483
2013,Broj,Muškarci,20,20046
2013,Broj,Muškarci,21,22471
2013,Broj,Muškarci,22,24919
2013,Broj,Muškarci,23,24879
2013,Broj,Muškarci,24,24568
2013,Broj,Muškarci,25,25613
2013,Broj,Muškarci,26,25705
2013,Broj,Muškarci,27,25385
2013,Broj,Muškarci,28,25978
2013,Broj,Muškarci,29,26567
2013,Broj,Muškarci,30,25918
2013,Broj,Muškarci,31,26042
2013,Broj,Muškarci,32,25977
2013,Broj,Muškarci,33,25484
2013,Broj,Muškarci,34,25172
2013,Broj,Muškarci,35,25311
2013,Broj,Muškarci,36,25257
2013,Broj,Muškarci,37,25960
2013,Broj,Muškarci,38,25048
2013,Broj,Muškarci,39,24569
2013,Broj,Muškarci,40,24243
2013,Broj,Muškarci,41,25114
2013,Broj,Muškarci,42,24288
2013,Broj,Muškarci,43,23137
2013,Broj,Muškarci,44,24813
2013,Broj,Muškarci,45,24860
2013,Broj,Muškarci,46,25923
2013,Broj,Muškarci,47,26306
2013,Broj,Muškarci,48,26622
2013,Broj,Muškarci,49,26376
2013,Broj,Muškarci,50,26608
2013,Broj,Muškarci,51,27608
2013,Broj,Muškarci,52,27483
2013,Broj,Muškarci,53,26932
2013,Broj,Muškarci,54,27522
2013,Broj,Muškarci,55,25408
2013,Broj,Muškarci,56,24635
2013,Broj,Muškarci,57,25307
2013,Broj,Muškarci,58,25459
2013,Broj,Muškarci,59,24767
2013,Broj,Muškarci,60,24264
2013,Broj,Muškarci,61,22001
2013,Broj,Muškarci,62,19976
2013,Broj,Muškarci,63,19791
2013,Broj,Muškarci,64,18938
2013,Broj,Muškarci,65,16093
2013,Broj,Muškarci,66,17233
2013,Broj,Muškarci,67,13168
2013,Broj,Muškarci,68,11390
2013,Broj,Muškarci,69,11182
2013,Broj,Muškarci,70,10708
2013,Broj,Muškarci,71,11682
2013,Broj,Muškarci,72,12526
2013,Broj,Muškarci,73,13023
2013,Broj,Muškarci,74,11915
2013,Broj,Muškarci,75,11246
2013,Broj,Muškarci,76,10531
2013,Broj,Muškarci,77,9642
2013,Broj,Muškarci,78,8361
2013,Broj,Muškarci,79,7623
2013,Broj,Muškarci,80,6198
2013,Broj,Muškarci,81,5674
2013,Broj,Muškarci,82,4618
2013,Broj,Muškarci,83,4065
2013,Broj,Muškarci,84,3214
2013,Broj,Muškarci,85,2842
2013,Broj,Muškarci,86,1811
2013,Broj,Muškarci,87,1307
2013,Broj,Muškarci,88,902
2013,Broj,Muškarci,89,693
2013,Broj,Muškarci,90,477
2013,Broj,Muškarci,91,338
2013,Broj,Muškarci,92,232
2013,Broj,Muškarci,93,173
2013,Broj,Muškarci,94,91
2013,Broj,Muškarci,95,31
2013,Broj,Muškarci,96,26
2013,Broj,Muškarci,97,15
2013,Broj,Muškarci,98,19
2013,Broj,Muškarci,99,17
2013,Broj,Muškarci,100,8
2013,Broj,Muškarci,101,4
2013,Broj,Muškarci,102,8
2013,Broj,Muškarci,103,4
2013,Broj,Muškarci,104,5
2013,Broj,Muškarci,105,3
2013,Broj,Muškarci,106,4
2013,Broj,Muškarci,107,5
2013,Broj,Muškarci,108,2
2013,Broj,Muškarci,109,3
2013,Broj,Muškarci,110,3
2013,Broj,Muškarci,111,2
2013,Broj,Muškarci,112,11
2013,Broj,Muškarci,113,16
2013,Broj,Muškarci,114,0
2013,Broj,Muškarci,115,0
2013,Broj,Muškarci,116,0
2013,Broj,Muškarci,117,0
2013,Broj,Muškarci,118,0
2013,Broj,Muškarci,119,0
2013,Broj,Muškarci,120,0
2013,Broj,Muškarci,Unknown,0
2013,Broj,Muškarci,Total,1732270
1971,Broj,Žene,0,38333
1971,Broj,Žene,1,38296
1971,Broj,Žene,2,38840
1971,Broj,Žene,3,40730
1971,Broj,Žene,4,42177
1971,Broj,Žene,5,42916
1971,Broj,Žene,6,43197
1971,Broj,Žene,7,43242
1971,Broj,Žene,8,43635
1971,Broj,Žene,9,43949
1971,Broj,Žene,10,45073
1971,Broj,Žene,11,43500
1971,Broj,Žene,12,44865
1971,Broj,Žene,13,41522
1971,Broj,Žene,14,42173
1971,Broj,Žene,15,42277
1971,Broj,Žene,16,44465
1971,Broj,Žene,17,40366
1971,Broj,Žene,18,43071
1971,Broj,Žene,19,31993
1971,Broj,Žene,20,34938
1971,Broj,Žene,21,34050
1971,Broj,Žene,22,30806
1971,Broj,Žene,23,28458
1971,Broj,Žene,24,28992
1971,Broj,Žene,25,22036
1971,Broj,Žene,26,21800
1971,Broj,Žene,27,22022
1971,Broj,Žene,28,23587
1971,Broj,Žene,29,26558
1971,Broj,Žene,30,28718
1971,Broj,Žene,31,30492
1971,Broj,Žene,32,29326
1971,Broj,Žene,33,30031
1971,Broj,Žene,34,30291
1971,Broj,Žene,35,30125
1971,Broj,Žene,36,29644
1971,Broj,Žene,37,29124
1971,Broj,Žene,38,27977
1971,Broj,Žene,39,24577
1971,Broj,Žene,40,26502
1971,Broj,Žene,41,25610
1971,Broj,Žene,42,25976
1971,Broj,Žene,43,23389
1971,Broj,Žene,44,22758
1971,Broj,Žene,45,21832
1971,Broj,Žene,46,19948
1971,Broj,Žene,47,18754
1971,Broj,Žene,48,19609
1971,Broj,Žene,49,16081
1971,Broj,Žene,50,18945
1971,Broj,Žene,51,15778
1971,Broj,Žene,52,10112
1971,Broj,Žene,53,8337
1971,Broj,Žene,54,7599
1971,Broj,Žene,55,10145
1971,Broj,Žene,56,15395
1971,Broj,Žene,57,13164
1971,Broj,Žene,58,14739
1971,Broj,Žene,59,12358
1971,Broj,Žene,60,15815
1971,Broj,Žene,61,12020
1971,Broj,Žene,62,10405
1971,Broj,Žene,63,10981
1971,Broj,Žene,64,10419
1971,Broj,Žene,65,10817
1971,Broj,Žene,66,9282
1971,Broj,Žene,67,7931
1971,Broj,Žene,68,7302
1971,Broj,Žene,69,6886
1971,Broj,Žene,70,12749
1971,Broj,Žene,71,6088
1971,Broj,Žene,72,4344
1971,Broj,Žene,73,3632
1971,Broj,Žene,74,3600
1971,Broj,Žene,75,3888
1971,Broj,Žene,76,2871
1971,Broj,Žene,77,2345
1971,Broj,Žene,78,2555
1971,Broj,Žene,79,1889
1971,Broj,Žene,80,2540
1971,Broj,Žene,81,1540
1971,Broj,Žene,82,1703
1971,Broj,Žene,83,1083
1971,Broj,Žene,84,986
1971,Broj,Žene,85,1171
1971,Broj,Žene,86,801
1971,Broj,Žene,87,530
1971,Broj,Žene,88,531
1971,Broj,Žene,89,443
1971,Broj,Žene,90,612
1971,Broj,Žene,91,288
1971,Broj,Žene,92,210
1971,Broj,Žene,93,122
1971,Broj,Žene,94,151
1971,Broj,Žene,95,206
1971,Broj,Žene,96,119
1971,Broj,Žene,97,95
1971,Broj,Žene,98,72
1971,Broj,Žene,99,22
1971,Broj,Žene,100,47
1971,Broj,Žene,101,0
1971,Broj,Žene,102,0
1971,Broj,Žene,103,0
1971,Broj,Žene,104,0
1971,Broj,Žene,105,0
1971,Broj,Žene,106,0
1971,Broj,Žene,107,0
1971,Broj,Žene,108,0
1971,Broj,Žene,109,0
1971,Broj,Žene,110,0
1971,Broj,Žene,111,0
1971,Broj,Žene,112,0
1971,Broj,Žene,113,0
1971,Broj,Žene,114,0
1971,Broj,Žene,115,0
1971,Broj,Žene,116,0
1971,Broj,Žene,117,0
1971,Broj,Žene,118,0
1971,Broj,Žene,119,0
1971,Broj,Žene,120,0
1971,Broj,Žene,Unknown,7217
1971,Broj,Žene,Total,1911511
1981,Broj,Žene,0,35280
1981,Broj,Žene,1,34234
1981,Broj,Žene,2,32792
1981,Broj,Žene,3,33582
1981,Broj,Žene,4,34802
1981,Broj,Žene,5,35169
1981,Broj,Žene,6,34771
1981,Broj,Žene,7,34792
1981,Broj,Žene,8,35760
1981,Broj,Žene,9,36638
1981,Broj,Žene,10,35353
1981,Broj,Žene,11,36282
1981,Broj,Žene,12,37662
1981,Broj,Žene,13,39115
1981,Broj,Žene,14,40735
1981,Broj,Žene,15,41716
1981,Broj,Žene,16,41590
1981,Broj,Žene,17,41548
1981,Broj,Žene,18,41752
1981,Broj,Žene,19,41290
1981,Broj,Žene,20,40895
1981,Broj,Žene,21,37939
1981,Broj,Žene,22,38315
1981,Broj,Žene,23,34847
1981,Broj,Žene,24,34695
1981,Broj,Žene,25,33446
1981,Broj,Žene,26,34986
1981,Broj,Žene,27,31309
1981,Broj,Žene,28,34275
1981,Broj,Žene,29,25682
1981,Broj,Žene,30,28730
1981,Broj,Žene,31,28400
1981,Broj,Žene,32,26255
1981,Broj,Žene,33,24336
1981,Broj,Žene,34,25751
1981,Broj,Žene,35,19329
1981,Broj,Žene,36,19371
1981,Broj,Žene,37,19916
1981,Broj,Žene,38,21443
1981,Broj,Žene,39,24338
1981,Broj,Žene,40,26233
1981,Broj,Žene,41,28079
1981,Broj,Žene,42,26954
1981,Broj,Žene,43,27857
1981,Broj,Žene,44,28234
1981,Broj,Žene,45,27891
1981,Broj,Žene,46,27520
1981,Broj,Žene,47,27077
1981,Broj,Žene,48,26034
1981,Broj,Žene,49,23094
1981,Broj,Žene,50,24885
1981,Broj,Žene,51,23880
1981,Broj,Žene,52,24474
1981,Broj,Žene,53,22276
1981,Broj,Žene,54,21420
1981,Broj,Žene,55,20730
1981,Broj,Žene,56,18844
1981,Broj,Žene,57,17578
1981,Broj,Žene,58,18421
1981,Broj,Žene,59,14521
1981,Broj,Žene,60,17654
1981,Broj,Žene,61,14416
1981,Broj,Žene,62,8790
1981,Broj,Žene,63,7275
1981,Broj,Žene,64,6488
1981,Broj,Žene,65,8550
1981,Broj,Žene,66,13000
1981,Broj,Žene,67,11043
1981,Broj,Žene,68,12293
1981,Broj,Žene,69,9381
1981,Broj,Žene,70,12131
1981,Broj,Žene,71,8613
1981,Broj,Žene,72,7417
1981,Broj,Žene,73,7605
1981,Broj,Žene,74,7026
1981,Broj,Žene,75,7144
1981,Broj,Žene,76,5749
1981,Broj,Žene,77,4825
1981,Broj,Žene,78,4213
1981,Broj,Žene,79,3216
1981,Broj,Žene,80,6952
1981,Broj,Žene,81,2451
1981,Broj,Žene,82,1818
1981,Broj,Žene,83,1531
1981,Broj,Žene,84,1371
1981,Broj,Žene,85,1316
1981,Broj,Žene,86,953
1981,Broj,Žene,87,732
1981,Broj,Žene,88,956
1981,Broj,Žene,89,489
1981,Broj,Žene,90,654
1981,Broj,Žene,91,335
1981,Broj,Žene,92,352
1981,Broj,Žene,93,206
1981,Broj,Žene,94,251
1981,Broj,Žene,95,201
1981,Broj,Žene,96,145
1981,Broj,Žene,97,123
1981,Broj,Žene,98,130
1981,Broj,Žene,99,81
1981,Broj,Žene,100,81
1981,Broj,Žene,101,0
1981,Broj,Žene,102,0
1981,Broj,Žene,103,0
1981,Broj,Žene,104,0
1981,Broj,Žene,105,0
1981,Broj,Žene,106,0
1981,Broj,Žene,107,0
1981,Broj,Žene,108,0
1981,Broj,Žene,109,0
1981,Broj,Žene,110,0
1981,Broj,Žene,111,0
1981,Broj,Žene,112,0
1981,Broj,Žene,113,0
1981,Broj,Žene,114,0
1981,Broj,Žene,115,0
1981,Broj,Žene,116,0
1981,Broj,Žene,117,0
1981,Broj,Žene,118,0
1981,Broj,Žene,119,0
1981,Broj,Žene,120,0
1981,Broj,Žene,Unknown,2743
1981,Broj,Žene,Total,2005823
1991,Broj,Žene,0,30570
1991,Broj,Žene,1,31014
1991,Broj,Žene,2,31395
1991,Broj,Žene,3,32377
1991,Broj,Žene,4,31752
1991,Broj,Žene,5,32780
1991,Broj,Žene,6,32878
1991,Broj,Žene,7,32968
1991,Broj,Žene,8,33044
1991,Broj,Žene,9,32855
1991,Broj,Žene,10,32752
1991,Broj,Žene,11,32705
1991,Broj,Žene,12,31952
1991,Broj,Žene,13,32544
1991,Broj,Žene,14,33459
1991,Broj,Žene,15,33514
1991,Broj,Žene,16,32846
1991,Broj,Žene,17,32628
1991,Broj,Žene,18,33084
1991,Broj,Žene,19,33558
1991,Broj,Žene,20,31155
1991,Broj,Žene,21,31925
1991,Broj,Žene,22,31936
1991,Broj,Žene,23,33108
1991,Broj,Žene,24,33970
1991,Broj,Žene,25,34102
1991,Broj,Žene,26,33667
1991,Broj,Žene,27,33601
1991,Broj,Žene,28,34204
1991,Broj,Žene,29,35045
1991,Broj,Žene,30,35249
1991,Broj,Žene,31,33814
1991,Broj,Žene,32,34831
1991,Broj,Žene,33,32191
1991,Broj,Žene,34,32225
1991,Broj,Žene,35,31697
1991,Broj,Žene,36,33419
1991,Broj,Žene,37,29459
1991,Broj,Žene,38,33023
1991,Broj,Žene,39,25135
1991,Broj,Žene,40,27801
1991,Broj,Žene,41,27723
1991,Broj,Žene,42,24943
1991,Broj,Žene,43,23359
1991,Broj,Žene,44,24989
1991,Broj,Žene,45,18151
1991,Broj,Žene,46,18334
1991,Broj,Žene,47,18770
1991,Broj,Žene,48,19808
1991,Broj,Žene,49,22961
1991,Broj,Žene,50,25130
1991,Broj,Žene,51,26253
1991,Broj,Žene,52,25199
1991,Broj,Žene,53,26238
1991,Broj,Žene,54,25889
1991,Broj,Žene,55,26045
1991,Broj,Žene,56,25776
1991,Broj,Žene,57,24901
1991,Broj,Žene,58,23545
1991,Broj,Žene,59,21983
1991,Broj,Žene,60,22979
1991,Broj,Žene,61,21923
1991,Broj,Žene,62,21311
1991,Broj,Žene,63,19962
1991,Broj,Žene,64,18953
1991,Broj,Žene,65,17885
1991,Broj,Žene,66,16141
1991,Broj,Žene,67,15015
1991,Broj,Žene,68,14736
1991,Broj,Žene,69,12601
1991,Broj,Žene,70,13274
1991,Broj,Žene,71,11169
1991,Broj,Žene,72,6092
1991,Broj,Žene,73,5054
1991,Broj,Žene,74,4325
1991,Broj,Žene,75,5338
1991,Broj,Žene,76,7905
1991,Broj,Žene,77,6570
1991,Broj,Žene,78,6657
1991,Broj,Žene,79,5123
1991,Broj,Žene,80,5510
1991,Broj,Žene,81,4055
1991,Broj,Žene,82,3142
1991,Broj,Žene,83,2976
1991,Broj,Žene,84,2462
1991,Broj,Žene,85,2215
1991,Broj,Žene,86,1794
1991,Broj,Žene,87,1359
1991,Broj,Žene,88,1046
1991,Broj,Žene,89,743
1991,Broj,Žene,90,965
1991,Broj,Žene,91,417
1991,Broj,Žene,92,263
1991,Broj,Žene,93,187
1991,Broj,Žene,94,127
1991,Broj,Žene,95,114
1991,Broj,Žene,96,76
1991,Broj,Žene,97,65
1991,Broj,Žene,98,45
1991,Broj,Žene,99,29
1991,Broj,Žene,100,37
1991,Broj,Žene,101,19
1991,Broj,Žene,102,10
1991,Broj,Žene,103,14
1991,Broj,Žene,104,5
1991,Broj,Žene,105,5
1991,Broj,Žene,106,3
1991,Broj,Žene,107,2
1991,Broj,Žene,108,1
1991,Broj,Žene,109,1
1991,Broj,Žene,110,3
1991,Broj,Žene,111,2
1991,Broj,Žene,112,1
1991,Broj,Žene,113,1
1991,Broj,Žene,114,2
1991,Broj,Žene,115,2
1991,Broj,Žene,116,0
1991,Broj,Žene,117,0
1991,Broj,Žene,118,0
1991,Broj,Žene,119,0
1991,Broj,Žene,120,0
1991,Broj,Žene,Unknown,36922
1991,Broj,Žene,Total,2099862
2013,Broj,Žene,0,16083
2013,Broj,Žene,1,16740
2013,Broj,Žene,2,16687
2013,Broj,Žene,3,17460
2013,Broj,Žene,4,17652
2013,Broj,Žene,5,17538
2013,Broj,Žene,6,17000
2013,Broj,Žene,7,17103
2013,Broj,Žene,8,17218
2013,Broj,Žene,9,17240
2013,Broj,Žene,10,17601
2013,Broj,Žene,11,17848
2013,Broj,Žene,12,18804
2013,Broj,Žene,13,19314
2013,Broj,Žene,14,20455
2013,Broj,Žene,15,22113
2013,Broj,Žene,16,25155
2013,Broj,Žene,17,25017
2013,Broj,Žene,18,24591
2013,Broj,Žene,19,20966
2013,Broj,Žene,20,18779
2013,Broj,Žene,21,21883
2013,Broj,Žene,22,23484
2013,Broj,Žene,23,23317
2013,Broj,Žene,24,23710
2013,Broj,Žene,25,24520
2013,Broj,Žene,26,23973
2013,Broj,Žene,27,24410
2013,Broj,Žene,28,24468
2013,Broj,Žene,29,25699
2013,Broj,Žene,30,24816
2013,Broj,Žene,31,24869
2013,Broj,Žene,32,25000
2013,Broj,Žene,33,24849
2013,Broj,Žene,34,24506
2013,Broj,Žene,35,24477
2013,Broj,Žene,36,24662
2013,Broj,Žene,37,25367
2013,Broj,Žene,38,24448
2013,Broj,Žene,39,24167
2013,Broj,Žene,40,23975
2013,Broj,Žene,41,24626
2013,Broj,Žene,42,23848
2013,Broj,Žene,43,22878
2013,Broj,Žene,44,24216
2013,Broj,Žene,45,24811
2013,Broj,Žene,46,25750
2013,Broj,Žene,47,26464
2013,Broj,Žene,48,27078
2013,Broj,Žene,49,26738
2013,Broj,Žene,50,27178
2013,Broj,Žene,51,28521
2013,Broj,Žene,52,28105
2013,Broj,Žene,53,28144
2013,Broj,Žene,54,28474
2013,Broj,Žene,55,27181
2013,Broj,Žene,56,25712
2013,Broj,Žene,57,26625
2013,Broj,Žene,58,27287
2013,Broj,Žene,59,26156
2013,Broj,Žene,60,26573
2013,Broj,Žene,61,24676
2013,Broj,Žene,62,22355
2013,Broj,Žene,63,22779
2013,Broj,Žene,64,21898
2013,Broj,Žene,65,19700
2013,Broj,Žene,66,20555
2013,Broj,Žene,67,16012
2013,Broj,Žene,68,14354
2013,Broj,Žene,69,13882
2013,Broj,Žene,70,14350
2013,Broj,Žene,71,15308
2013,Broj,Žene,72,16801
2013,Broj,Žene,73,17753
2013,Broj,Žene,74,16389
2013,Broj,Žene,75,16063
2013,Broj,Žene,76,14882
2013,Broj,Žene,77,14308
2013,Broj,Žene,78,12871
2013,Broj,Žene,79,11740
2013,Broj,Žene,80,10033
2013,Broj,Žene,81,9067
2013,Broj,Žene,82,7441
2013,Broj,Žene,83,6934
2013,Broj,Žene,84,5392
2013,Broj,Žene,85,4758
2013,Broj,Žene,86,3547
2013,Broj,Žene,87,2852
2013,Broj,Žene,88,2153
2013,Broj,Žene,89,1657
2013,Broj,Žene,90,1268
2013,Broj,Žene,91,892
2013,Broj,Žene,92,593
2013,Broj,Žene,93,551
2013,Broj,Žene,94,247
2013,Broj,Žene,95,118
2013,Broj,Žene,96,93
2013,Broj,Žene,97,51
2013,Broj,Žene,98,73
2013,Broj,Žene,99,41
2013,Broj,Žene,100,30
2013,Broj,Žene,101,20
2013,Broj,Žene,102,20
2013,Broj,Žene,103,2.37%
2013,Broj,Žene,104,1
2013,Broj,Žene,105,6
2013,Broj,Žene,106,5
2013,Broj,Žene,107,3
2013,Broj,Žene,108,2
2013,Broj,Žene,109,1
2013,Broj,Žene,110,2
2013,Broj,Žene,111,1
2013,Broj,Žene,112,9
2013,Broj,Žene,113,15
2013,Broj,Žene,114,0
2013,Broj,Žene,115,0
2013,Broj,Žene,116,0
2013,Broj,Žene,117,0
2013,Broj,Žene,118,0
2013,Broj,Žene,119,0
2013,Broj,Žene,120,0
2013,Broj,Žene,Unknown,0
2013,Broj,Žene,Total,1798889
1971,_%,Oba spola,0,2.09
1971,_%,Oba spola,1,2.09
1971,_%,Oba spola,2,2.11
1971,_%,Oba spola,3,2.22
1971,_%,Oba spola,4,2.31
1971,_%,Oba spola,5,2.34
1971,_%,Oba spola,6,2.34
1971,_%,Oba spola,7,2.37
1971,_%,Oba spola,8,2.37
1971,_%,Oba spola,9,2.40
1971,_%,Oba spola,10,2.45
1971,_%,Oba spola,11,2.36
1971,_%,Oba spola,12,2.44
1971,_%,Oba spola,13,2.26
1971,_%,Oba spola,14,2.29
1971,_%,Oba spola,15,2.30
1971,_%,Oba spola,16,2.42
1971,_%,Oba spola,17,2.18
1971,_%,Oba spola,18,2.31
1971,_%,Oba spola,19,1.77
1971,_%,Oba spola,20,1.94
1971,_%,Oba spola,21,1.85
1971,_%,Oba spola,22,1.65
1971,_%,Oba spola,23,1.53
1971,_%,Oba spola,24,1.55
1971,_%,Oba spola,25,1.16
1971,_%,Oba spola,26,1.14
1971,_%,Oba spola,27,1.14
1971,_%,Oba spola,28,1.21
1971,_%,Oba spola,29,1.38
1971,_%,Oba spola,30,1.49
1971,_%,Oba spola,31,1.57
1971,_%,Oba spola,32,1.51
1971,_%,Oba spola,33,1.58
1971,_%,Oba spola,34,1.58
1971,_%,Oba spola,35,1.59
1971,_%,Oba spola,36,1.56
1971,_%,Oba spola,37,1.53
1971,_%,Oba spola,38,1.47
1971,_%,Oba spola,39,1.35
1971,_%,Oba spola,40,1.42
1971,_%,Oba spola,41,1.37
1971,_%,Oba spola,42,1.38
1971,_%,Oba spola,43,1.20
1971,_%,Oba spola,44,1.11
1971,_%,Oba spola,45,1.03
1971,_%,Oba spola,46,0.93
1971,_%,Oba spola,47,0.87
1971,_%,Oba spola,48,0.87
1971,_%,Oba spola,49,0.74
1971,_%,Oba spola,50,0.84
1971,_%,Oba spola,51,0.74
1971,_%,Oba spola,52,0.43
1971,_%,Oba spola,53,0.37
1971,_%,Oba spola,54,0.34
1971,_%,Oba spola,55,0.45
1971,_%,Oba spola,56,0.69
1971,_%,Oba spola,57,0.63
1971,_%,Oba spola,58,0.69
1971,_%,Oba spola,59,0.59
1971,_%,Oba spola,60,0.73
1971,_%,Oba spola,61,0.62
1971,_%,Oba spola,62,0.54
1971,_%,Oba spola,63,0.58
1971,_%,Oba spola,64,0.54
1971,_%,Oba spola,65,0.53
1971,_%,Oba spola,66,0.48
1971,_%,Oba spola,67,0.41
1971,_%,Oba spola,68,0.38
1971,_%,Oba spola,69,0.33
1971,_%,Oba spola,70,0.56
1971,_%,Oba spola,71,0.30
1971,_%,Oba spola,72,0.21
1971,_%,Oba spola,73,0.19
1971,_%,Oba spola,74,0.17
1971,_%,Oba spola,75,0.17
1971,_%,Oba spola,76,0.13
1971,_%,Oba spola,77,0.11
1971,_%,Oba spola,78,0.12
1971,_%,Oba spola,79,0.08
1971,_%,Oba spola,80,0.10
1971,_%,Oba spola,81,0.06
1971,_%,Oba spola,82,0.07
1971,_%,Oba spola,83,0.05
1971,_%,Oba spola,84,0.04
1971,_%,Oba spola,85,0.04
1971,_%,Oba spola,86,0.03
1971,_%,Oba spola,87,0.02
1971,_%,Oba spola,88,0.02
1971,_%,Oba spola,89,0.02
1971,_%,Oba spola,90,0.02
1971,_%,Oba spola,91,0.01
1971,_%,Oba spola,92,0.01
1971,_%,Oba spola,93,0.01
1971,_%,Oba spola,94,0.01
1971,_%,Oba spola,95,0.01
1971,_%,Oba spola,96,0.00
1971,_%,Oba spola,97,0.00
1971,_%,Oba spola,98,0.00
1971,_%,Oba spola,99,0.00
1971,_%,Oba spola,100,0.00
1971,_%,Oba spola,101,0.00
1971,_%,Oba spola,102,0.00
1971,_%,Oba spola,103,0.00
1971,_%,Oba spola,104,0.00
1971,_%,Oba spola,105,0.00
1971,_%,Oba spola,106,0.00
1971,_%,Oba spola,107,0.00
1971,_%,Oba spola,108,0.00
1971,_%,Oba spola,109,0.00
1971,_%,Oba spola,110,0.00
1971,_%,Oba spola,111,0.00
1971,_%,Oba spola,112,0.00
1971,_%,Oba spola,113,0.00
1971,_%,Oba spola,114,0.00
1971,_%,Oba spola,115,0.00
1971,_%,Oba spola,116,0.00
1971,_%,Oba spola,117,0.00
1971,_%,Oba spola,118,0.00
1971,_%,Oba spola,119,0.00
1971,_%,Oba spola,120,0.00
1971,_%,Oba spola,Unknown,0.38
1971,_%,Oba spola,Total,100.00
1981,_%,Oba spola,0,1.82
1981,_%,Oba spola,1,1.78
1981,_%,Oba spola,2,1.71
1981,_%,Oba spola,3,1.74
1981,_%,Oba spola,4,1.80
1981,_%,Oba spola,5,1.83
1981,_%,Oba spola,6,1.81
1981,_%,Oba spola,7,1.81
1981,_%,Oba spola,8,1.87
1981,_%,Oba spola,9,1.90
1981,_%,Oba spola,10,1.83
1981,_%,Oba spola,11,1.90
1981,_%,Oba spola,12,1.96
1981,_%,Oba spola,13,2.03
1981,_%,Oba spola,14,2.12
1981,_%,Oba spola,15,2.17
1981,_%,Oba spola,16,2.15
1981,_%,Oba spola,17,2.18
1981,_%,Oba spola,18,2.18
1981,_%,Oba spola,19,2.19
1981,_%,Oba spola,20,2.19
1981,_%,Oba spola,21,2.03
1981,_%,Oba spola,22,2.04
1981,_%,Oba spola,23,1.85
