Year,UNIT_MEASURE,AGE,SEX,Value
2055,NUMBER,120+,_T,0.00
2055,_%,Total,_T,100.00
2055,_%,0,_T,0.63
2055,_%,1,_T,0.64
2055,_%,2,_T,0.64
2055,_%,3,_T,0.65
2055,_%,4,_T,0.66
2055,_%,5,_T,0.67
2055,_%,6,_T,0.68
2055,_%,7,_T,0.69
2055,_%,8,_T,0.71
2055,_%,9,_T,0.72
2055,_%,10,_T,0.73
2055,_%,11,_T,0.74
2055,_%,12,_T,0.75
2055,_%,13,_T,0.77
2055,_%,14,_T,0.78
2055,_%,15,_T,0.79
2055,_%,16,_T,0.80
2055,_%,17,_T,0.81
2055,_%,18,_T,0.81
2055,_%,19,_T,0.81
2055,_%,20,_T,0.81
2055,_%,21,_T,0.81
2055,_%,22,_T,0.80
2055,_%,23,_T,0.80
2055,_%,24,_T,0.80
2055,_%,25,_T,0.80
2055,_%,26,_T,0.80
2055,_%,27,_T,0.80
2055,_%,28,_T,0.80
2055,_%,29,_T,0.81
2055,_%,30,_T,0.81
2055,_%,31,_T,0.82
2055,_%,32,_T,0.83
2055,_%,33,_T,0.84
2055,_%,34,_T,0.85
2055,_%,35,_T,0.85
2055,_%,36,_T,0.87
2055,_%,37,_T,0.84
2055,_%,38,_T,0.87
2055,_%,39,_T,0.87
2055,_%,40,_T,0.86
2055,_%,41,_T,0.88
2055,_%,42,_T,0.87
2055,_%,43,_T,0.99
2055,_%,44,_T,0.96
2055,_%,45,_T,1.00
2055,_%,46,_T,1.02
2055,_%,47,_T,1.02
2055,_%,48,_T,0.98
2055,_%,49,_T,0.99
2055,_%,50,_T,1.01
2055,_%,51,_T,1.01
2055,_%,52,_T,1.03
2055,_%,53,_T,1.05
2055,_%,54,_T,1.09
2055,_%,55,_T,1.13
2055,_%,56,_T,1.16
2055,_%,57,_T,1.28
2055,_%,58,_T,1.43
2055,_%,59,_T,1.53
2055,_%,60,_T,1.58
2055,_%,61,_T,1.41
2055,_%,62,_T,1.23
2055,_%,63,_T,1.45
2055,_%,64,_T,1.63
2055,_%,65,_T,1.62
2055,_%,66,_T,1.63
2055,_%,67,_T,1.72
2055,_%,68,_T,1.72
2055,_%,69,_T,1.71
2055,_%,70,_T,1.75
2055,_%,71,_T,1.78
2055,_%,72,_T,1.74
2055,_%,73,_T,1.75
2055,_%,74,_T,1.71
2055,_%,75,_T,1.68
2055,_%,76,_T,1.63
2055,_%,77,_T,1.59
2055,_%,78,_T,1.55
2055,_%,79,_T,1.56
2055,_%,80,_T,1.46
2055,_%,81,_T,1.38
2055,_%,82,_T,1.30
2055,_%,83,_T,1.26
2055,_%,84,_T,1.18
2055,_%,85,_T,1.02
2055,_%,86,_T,1.02
2055,_%,87,_T,0.94
2055,_%,88,_T,0.87
2055,_%,89,_T,0.81
2055,_%,90,_T,0.74
2055,_%,91,_T,0.63
2055,_%,92,_T,0.55
2055,_%,93,_T,0.48
2055,_%,94,_T,0.40
2055,_%,95,_T,0.33
2055,_%,96,_T,0.26
2055,_%,97,_T,0.21
2055,_%,98,_T,0.15
2055,_%,99,_T,0.12
2055,_%,100,_T,0.08
2055,_%,101,_T,0.06
2055,_%,102,_T,0.04
2055,_%,103,_T,0.03
2055,_%,104,_T,0.01
2055,_%,105,_T,0.01
2055,_%,106,_T,0.01
2055,_%,107,_T,0.00
2055,_%,108,_T,0.00
2055,_%,109,_T,0.00
2055,_%,110,_T,0.00
2055,_%,111,_T,0.00
2055,_%,112,_T,0.00
2055,_%,113,_T,0.00
2055,_%,114,_T,0.00
2055,_%,115,_T,0.00
2055,_%,116,_T,0.00
2055,_%,117,_T,0.00
2055,_%,118,_T,0.00
2055,_%,119,_T,0.00
2055,_%,120+,_T,0.00
2060,NUMBER,Total,_T,1935400.33
2060,NUMBER,0,_T,12004.54
2060,NUMBER,1,_T,12130.32
2060,NUMBER,2,_T,12285.33
2060,NUMBER,3,_T,12465.73
2060,NUMBER,4,_T,12667.76
2060,NUMBER,5,_T,12885.56
2060,NUMBER,6,_T,13114.10
2060,NUMBER,7,_T,13348.95
2060,NUMBER,8,_T,13586.56
2060,NUMBER,9,_T,13823.96
2060,NUMBER,10,_T,14060.31
2060,NUMBER,11,_T,14293.18
2060,NUMBER,12,_T,14527.22
2060,NUMBER,13,_T,14762.81
2060,NUMBER,14,_T,14999.00
2060,NUMBER,15,_T,15231.28
2060,NUMBER,16,_T,15436.16
2060,NUMBER,17,_T,15583.50
2060,NUMBER,18,_T,15655.13
2060,NUMBER,19,_T,15644.96
2060,NUMBER,20,_T,15561.38
2060,NUMBER,21,_T,15412.66
2060,NUMBER,22,_T,15255.08
2060,NUMBER,23,_T,15111.87
2060,NUMBER,24,_T,14995.44
2060,NUMBER,25,_T,14911.56
2060,NUMBER,26,_T,14867.76
2060,NUMBER,27,_T,14869.61
2060,NUMBER,28,_T,14918.73
2060,NUMBER,29,_T,15017.66
2060,NUMBER,30,_T,15170.16
2060,NUMBER,31,_T,15315.94
2060,NUMBER,32,_T,15490.39
2060,NUMBER,33,_T,15682.66
2060,NUMBER,34,_T,15890.16
2060,NUMBER,35,_T,16111.91
2060,NUMBER,36,_T,16347.81
2060,NUMBER,37,_T,16590.58
2060,NUMBER,38,_T,16830.81
2060,NUMBER,39,_T,17062.49
2060,NUMBER,40,_T,17260.88
2060,NUMBER,41,_T,17649.41
2060,NUMBER,42,_T,17086.40
2060,NUMBER,43,_T,17792.34
2060,NUMBER,44,_T,17860.66
2060,NUMBER,45,_T,17625.75
2060,NUMBER,46,_T,18118.00
2060,NUMBER,47,_T,17822.17
2060,NUMBER,48,_T,20441.98
2060,NUMBER,49,_T,19691.55
2060,NUMBER,50,_T,20590.47
2060,NUMBER,51,_T,21157.84
2060,NUMBER,52,_T,21228.72
2060,NUMBER,53,_T,20513.78
2060,NUMBER,54,_T,20669.24
2060,NUMBER,55,_T,21146.57
2060,NUMBER,56,_T,21078.07
2060,NUMBER,57,_T,21671.77
2060,NUMBER,58,_T,21925.50
2060,NUMBER,59,_T,22904.08
2060,NUMBER,60,_T,23662.61
2060,NUMBER,61,_T,24327.72
2060,NUMBER,62,_T,26854.49
2060,NUMBER,63,_T,29895.20
2060,NUMBER,64,_T,31731.02
2060,NUMBER,65,_T,32851.53
2060,NUMBER,66,_T,29129.29
2060,NUMBER,67,_T,25449.33
2060,NUMBER,68,_T,29733.31
2060,NUMBER,69,_T,33212.73
2060,NUMBER,70,_T,32756.21
2060,NUMBER,71,_T,32644.54
2060,NUMBER,72,_T,34231.17
2060,NUMBER,73,_T,33904.13
2060,NUMBER,74,_T,33522.98
2060,NUMBER,75,_T,33837.29
2060,NUMBER,76,_T,34024.35
2060,NUMBER,77,_T,33025.67
2060,NUMBER,78,_T,32662.91
2060,NUMBER,79,_T,31553.97
2060,NUMBER,80,_T,30524.29
2060,NUMBER,81,_T,29075.93
2060,NUMBER,82,_T,27899.31
2060,NUMBER,83,_T,26510.82
2060,NUMBER,84,_T,26103.20
2060,NUMBER,85,_T,23790.82
2060,NUMBER,86,_T,21837.45
2060,NUMBER,87,_T,19984.69
2060,NUMBER,88,_T,18706.57
2060,NUMBER,89,_T,16823.42
2060,NUMBER,90,_T,14056.18
2060,NUMBER,91,_T,13342.14
2060,NUMBER,92,_T,11706.38
2060,NUMBER,93,_T,10251.10
2060,NUMBER,94,_T,8954.74
2060,NUMBER,95,_T,7632.96
2060,NUMBER,96,_T,6062.28
2060,NUMBER,97,_T,4937.72
2060,NUMBER,98,_T,3980.32
2060,NUMBER,99,_T,3049.20
2060,NUMBER,100,_T,2282.48
2060,NUMBER,101,_T,1605.76
2060,NUMBER,102,_T,1152.10
2060,NUMBER,103,_T,719.07
2060,NUMBER,104,_T,502.74
2060,NUMBER,105,_T,314.76
2060,NUMBER,106,_T,199.28
2060,NUMBER,107,_T,109.48
2060,NUMBER,108,_T,62.62
2060,NUMBER,109,_T,27.48
2060,NUMBER,110,_T,15.33
2060,NUMBER,111,_T,7.49
2060,NUMBER,112,_T,3.18
2060,NUMBER,113,_T,1.46
2060,NUMBER,114,_T,0.59
2060,NUMBER,115,_T,0.21
2060,NUMBER,116,_T,0.08
2060,NUMBER,117,_T,0.04
2060,NUMBER,118,_T,0.01
2060,NUMBER,119,_T,0.01
2060,NUMBER,120+,_T,0.00
2060,_%,Total,_T,100.00
2060,_%,0,_T,0.62
2060,_%,1,_T,0.63
2060,_%,2,_T,0.63
2060,_%,3,_T,0.64
2060,_%,4,_T,0.65
2060,_%,5,_T,0.67
2060,_%,6,_T,0.68
2060,_%,7,_T,0.69
2060,_%,8,_T,0.70
2060,_%,9,_T,0.71
2060,_%,10,_T,0.73
2060,_%,11,_T,0.74
2060,_%,12,_T,0.75
2060,_%,13,_T,0.76
2060,_%,14,_T,0.77
2060,_%,15,_T,0.79
2060,_%,16,_T,0.80
2060,_%,17,_T,0.81
2060,_%,18,_T,0.81
2060,_%,19,_T,0.81
2060,_%,20,_T,0.80
2060,_%,21,_T,0.80
2060,_%,22,_T,0.79
2060,_%,23,_T,0.78
2060,_%,24,_T,0.77
2060,_%,25,_T,0.77
2060,_%,26,_T,0.77
2060,_%,27,_T,0.77
2060,_%,28,_T,0.77
2060,_%,29,_T,0.78
2060,_%,30,_T,0.78
2060,_%,31,_T,0.79
2060,_%,32,_T,0.80
2060,_%,33,_T,0.81
2060,_%,34,_T,0.82
2060,_%,35,_T,0.83
2060,_%,36,_T,0.84
2060,_%,37,_T,0.86
2060,_%,38,_T,0.87
2060,_%,39,_T,0.88
2060,_%,40,_T,0.89
2060,_%,41,_T,0.91
2060,_%,42,_T,0.88
2060,_%,43,_T,0.92
2060,_%,44,_T,0.92
2060,_%,45,_T,0.91
2060,_%,46,_T,0.94
2060,_%,47,_T,0.92
2060,_%,48,_T,1.06
2060,_%,49,_T,1.02
2060,_%,50,_T,1.06
2060,_%,51,_T,1.09
2060,_%,52,_T,1.10
2060,_%,53,_T,1.06
2060,_%,54,_T,1.07
2060,_%,55,_T,1.09
2060,_%,56,_T,1.09
2060,_%,57,_T,1.12
2060,_%,58,_T,1.13
2060,_%,59,_T,1.18
2060,_%,60,_T,1.22
2060,_%,61,_T,1.26
2060,_%,62,_T,1.39
2060,_%,63,_T,1.54
2060,_%,64,_T,1.64
2060,_%,65,_T,1.70
2060,_%,66,_T,1.51
2060,_%,67,_T,1.31
2060,_%,68,_T,1.54
2060,_%,69,_T,1.72
2060,_%,70,_T,1.69
2060,_%,71,_T,1.69
2060,_%,72,_T,1.77
2060,_%,73,_T,1.75
2060,_%,74,_T,1.73
2060,_%,75,_T,1.75
2060,_%,76,_T,1.76
2060,_%,77,_T,1.71
2060,_%,78,_T,1.69
2060,_%,79,_T,1.63
2060,_%,80,_T,1.58
2060,_%,81,_T,1.50
2060,_%,82,_T,1.44
2060,_%,83,_T,1.37
2060,_%,84,_T,1.35
2060,_%,85,_T,1.23
2060,_%,86,_T,1.13
2060,_%,87,_T,1.03
2060,_%,88,_T,0.97
2060,_%,89,_T,0.87
2060,_%,90,_T,0.73
2060,_%,91,_T,0.69
2060,_%,92,_T,0.60
2060,_%,93,_T,0.53
2060,_%,94,_T,0.46
2060,_%,95,_T,0.39
2060,_%,96,_T,0.31
2060,_%,97,_T,0.26
2060,_%,98,_T,0.21
2060,_%,99,_T,0.16
2060,_%,100,_T,0.12
2060,_%,101,_T,0.08
2060,_%,102,_T,0.06
2060,_%,103,_T,0.04
2060,_%,104,_T,0.03
2060,_%,105,_T,0.02
2060,_%,106,_T,0.01
2060,_%,107,_T,0.01
2060,_%,108,_T,0.00
2060,_%,109,_T,0.00
2060,_%,110,_T,0.00
2060,_%,111,_T,0.00
2060,_%,112,_T,0.00
2060,_%,113,_T,0.00
2060,_%,114,_T,0.00
2060,_%,115,_T,0.00
2060,_%,116,_T,0.00
2060,_%,117,_T,0.00
2060,_%,118,_T,0.00
2060,_%,119,_T,0.00
2060,_%,120+,_T,0.00
2065,NUMBER,Total,_T,1756780.20
2065,NUMBER,0,_T,10759.80
2065,NUMBER,1,_T,10865.76
2065,NUMBER,2,_T,11001.91
2065,NUMBER,3,_T,11165.77
2065,NUMBER,4,_T,11354.92
2065,NUMBER,5,_T,11563.91
2065,NUMBER,6,_T,11782.56
2065,NUMBER,7,_T,12009.86
2065,NUMBER,8,_T,12241.25
2065,NUMBER,9,_T,12472.55
2065,NUMBER,10,_T,12701.52
2065,NUMBER,11,_T,12928.61
2065,NUMBER,12,_T,13155.75
2065,NUMBER,13,_T,13382.79
2065,NUMBER,14,_T,13608.06
2065,NUMBER,15,_T,13827.68
2065,NUMBER,16,_T,14017.60
2065,NUMBER,17,_T,14154.35
2065,NUMBER,18,_T,14222.43
2065,NUMBER,19,_T,14215.08
2065,NUMBER,20,_T,14137.33
2065,NUMBER,21,_T,14010.04
2065,NUMBER,22,_T,13861.57
2065,NUMBER,23,_T,13711.97
2065,NUMBER,24,_T,13573.48
2065,NUMBER,25,_T,13457.28
2065,NUMBER,26,_T,13356.35
2065,NUMBER,27,_T,13297.64
2065,NUMBER,28,_T,13282.73
2065,NUMBER,29,_T,13314.93
2065,NUMBER,30,_T,13389.09
2065,NUMBER,31,_T,13496.50
2065,NUMBER,32,_T,13631.22
2065,NUMBER,33,_T,13791.23
2065,NUMBER,34,_T,13975.44
2065,NUMBER,35,_T,14191.25
2065,NUMBER,36,_T,14389.54
2065,NUMBER,37,_T,14611.10
2065,NUMBER,38,_T,14844.41
2065,NUMBER,39,_T,15086.81
2065,NUMBER,40,_T,15339.51
2065,NUMBER,41,_T,15603.60
2065,NUMBER,42,_T,15871.72
2065,NUMBER,43,_T,16136.24
2065,NUMBER,44,_T,16395.13
2065,NUMBER,45,_T,16619.59
2065,NUMBER,46,_T,17042.49
2065,NUMBER,47,_T,16527.00
2065,NUMBER,48,_T,17262.74
2065,NUMBER,49,_T,17373.25
2065,NUMBER,50,_T,17193.70
2065,NUMBER,51,_T,17728.52
2065,NUMBER,52,_T,17457.33
2065,NUMBER,53,_T,20055.74
2065,NUMBER,54,_T,19333.56
2065,NUMBER,55,_T,20246.59
2065,NUMBER,56,_T,20823.08
2065,NUMBER,57,_T,20926.63
2065,NUMBER,58,_T,20261.46
2065,NUMBER,59,_T,20442.58
2065,NUMBER,60,_T,20928.63
2065,NUMBER,61,_T,20873.61
2065,NUMBER,62,_T,21452.65
2065,NUMBER,63,_T,21688.29
2065,NUMBER,64,_T,22606.30
2065,NUMBER,65,_T,23286.67
2065,NUMBER,66,_T,23848.72
2065,NUMBER,67,_T,26158.28
2065,NUMBER,68,_T,28920.12
2065,NUMBER,69,_T,30498.97
2065,NUMBER,70,_T,31390.33
2065,NUMBER,71,_T,27675.53
2065,NUMBER,72,_T,24025.09
2065,NUMBER,73,_T,27823.65
2065,NUMBER,74,_T,30792.41
2065,NUMBER,75,_T,30074.36
2065,NUMBER,76,_T,29677.43
2065,NUMBER,77,_T,30776.88
2065,NUMBER,78,_T,30115.07
2065,NUMBER,79,_T,29388.81
2065,NUMBER,80,_T,29233.97
2065,NUMBER,81,_T,28922.00
2065,NUMBER,82,_T,27565.61
2065,NUMBER,83,_T,26718.56
2065,NUMBER,84,_T,25243.60
2065,NUMBER,85,_T,23833.31
2065,NUMBER,86,_T,22105.07
2065,NUMBER,87,_T,20592.42
2065,NUMBER,88,_T,18946.03
2065,NUMBER,89,_T,18002.10
2065,NUMBER,90,_T,15770.49
2065,NUMBER,91,_T,13862.23
2065,NUMBER,92,_T,12089.97
2065,NUMBER,93,_T,10731.48
2065,NUMBER,94,_T,9092.04
2065,NUMBER,95,_T,7105.08
2065,NUMBER,96,_T,6305.44
2065,NUMBER,97,_T,5149.53
2065,NUMBER,98,_T,4172.39
2065,NUMBER,99,_T,3353.90
2065,NUMBER,100,_T,2611.17
2065,NUMBER,101,_T,1872.98
2065,NUMBER,102,_T,1363.24
2065,NUMBER,103,_T,974.75
2065,NUMBER,104,_T,657.66
2065,NUMBER,105,_T,429.25
2065,NUMBER,106,_T,259.55
2065,NUMBER,107,_T,157.23
2065,NUMBER,108,_T,81.66
2065,NUMBER,109,_T,46.90
2065,NUMBER,110,_T,23.95
2065,NUMBER,111,_T,12.38
2065,NUMBER,112,_T,5.58
2065,NUMBER,113,_T,2.64
2065,NUMBER,114,_T,0.97
2065,NUMBER,115,_T,0.45
2065,NUMBER,116,_T,0.19
2065,NUMBER,117,_T,0.07
2065,NUMBER,118,_T,0.03
2065,NUMBER,119,_T,0.01
2065,NUMBER,120+,_T,0.00
2065,_%,Total,_T,100.00
2065,_%,0,_T,0.61
2065,_%,1,_T,0.62
2065,_%,2,_T,0.63
2065,_%,3,_T,0.64
2065,_%,4,_T,0.65
2065,_%,5,_T,0.66
2065,_%,6,_T,0.67
2065,_%,7,_T,0.68
2065,_%,8,_T,0.70
2065,_%,9,_T,0.71
2065,_%,10,_T,0.72
2065,_%,11,_T,0.74
2065,_%,12,_T,0.75
2065,_%,13,_T,0.76
2065,_%,14,_T,0.77
2065,_%,15,_T,0.79
2065,_%,16,_T,0.80
2065,_%,17,_T,0.81
2065,_%,18,_T,0.81
2065,_%,19,_T,0.81
2065,_%,20,_T,0.80
2065,_%,21,_T,0.80
2065,_%,22,_T,0.79
2065,_%,23,_T,0.78
2065,_%,24,_T,0.77
2065,_%,25,_T,0.77
2065,_%,26,_T,0.76
2065,_%,27,_T,0.76
2065,_%,28,_T,0.76
2065,_%,29,_T,0.76
2065,_%,30,_T,0.76
2065,_%,31,_T,0.77
2065,_%,32,_T,0.78
2065,_%,33,_T,0.79
2065,_%,34,_T,0.80
2065,_%,35,_T,0.81
2065,_%,36,_T,0.82
2065,_%,37,_T,0.83
2065,_%,38,_T,0.84
2065,_%,39,_T,0.86
2065,_%,40,_T,0.87
2065,_%,41,_T,0.89
2065,_%,42,_T,0.90
2065,_%,43,_T,0.92
2065,_%,44,_T,0.93
2065,_%,45,_T,0.95
2065,_%,46,_T,0.97
2065,_%,47,_T,0.94
2065,_%,48,_T,0.98
2065,_%,49,_T,0.99
2065,_%,50,_T,0.98
2065,_%,51,_T,1.01
2065,_%,52,_T,0.99
2065,_%,53,_T,1.14
2065,_%,54,_T,1.10
2065,_%,55,_T,1.15
2065,_%,56,_T,1.19
2065,_%,57,_T,1.19
2065,_%,58,_T,1.15
2065,_%,59,_T,1.16
2065,_%,60,_T,1.19
2065,_%,61,_T,1.19
2065,_%,62,_T,1.22
2065,_%,63,_T,1.23
2065,_%,64,_T,1.29
2065,_%,65,_T,1.33
2065,_%,66,_T,1.36
2065,_%,67,_T,1.49
2065,_%,68,_T,1.65
2065,_%,69,_T,1.74
2065,_%,70,_T,1.79
2065,_%,71,_T,1.58
2065,_%,72,_T,1.37
2065,_%,73,_T,1.58
2065,_%,74,_T,1.75
2065,_%,75,_T,1.71
2065,_%,76,_T,1.69
2065,_%,77,_T,1.75
2065,_%,78,_T,1.71
2065,_%,79,_T,1.67
2065,_%,80,_T,1.66
2065,_%,81,_T,1.65
2065,_%,82,_T,1.57
2065,_%,83,_T,1.52
2065,_%,84,_T,1.44
2065,_%,85,_T,1.36
2065,_%,86,_T,1.26
2065,_%,87,_T,1.17
2065,_%,88,_T,1.08
2065,_%,89,_T,1.02
2065,_%,90,_T,0.90
2065,_%,91,_T,0.79
2065,_%,92,_T,0.69
2065,_%,93,_T,0.61
2065,_%,94,_T,0.52
2065,_%,95,_T,0.40
2065,_%,96,_T,0.36
2065,_%,97,_T,0.29
2065,_%,98,_T,0.24
2065,_%,99,_T,0.19
2065,_%,100,_T,0.15
2065,_%,101,_T,0.11
2065,_%,102,_T,0.08
2065,_%,103,_T,0.06
2065,_%,104,_T,0.04
2065,_%,105,_T,0.02
2065,_%,106,_T,0.01
2065,_%,107,_T,0.01
2065,_%,108,_T,0.00
2065,_%,109,_T,0.00
2065,_%,110,_T,0.00
2065,_%,111,_T,0.00
2065,_%,112,_T,0.00
2065,_%,113,_T,0.00
2065,_%,114,_T,0.00
2065,_%,115,_T,0.00
2065,_%,116,_T,0.00
2065,_%,117,_T,0.00
2065,_%,118,_T,0.00
2065,_%,119,_T,0.00
2065,_%,120+,_T,0.00
2070,NUMBER,Total,_T,1588914.91
2070,NUMBER,0,_T,9723.86
2070,NUMBER,1,_T,9802.30
2070,NUMBER,2,_T,9907.65
2070,NUMBER,3,_T,10038.31
2070,NUMBER,4,_T,10192.71
2070,NUMBER,5,_T,10366.98
2070,NUMBER,6,_T,10556.83
2070,NUMBER,7,_T,10758.20
2070,NUMBER,8,_T,10967.87
2070,NUMBER,9,_T,11183.01
2070,NUMBER,10,_T,11401.50
2070,NUMBER,11,_T,11618.18
2070,NUMBER,12,_T,11837.80
2070,NUMBER,13,_T,12058.85
2070,NUMBER,14,_T,12278.40
2070,NUMBER,15,_T,12491.48
2070,NUMBER,16,_T,12678.95
2070,NUMBER,17,_T,12817.21
2070,NUMBER,18,_T,12891.65
2070,NUMBER,19,_T,12895.24
2070,NUMBER,20,_T,12832.74
2070,NUMBER,21,_T,12720.42
2070,NUMBER,22,_T,12587.85
2070,NUMBER,23,_T,12454.12
2070,NUMBER,24,_T,12329.41
2070,NUMBER,25,_T,12221.16
2070,NUMBER,26,_T,12136.36
2070,NUMBER,27,_T,12078.47
2070,NUMBER,28,_T,12048.84
2070,NUMBER,29,_T,12050.68
2070,NUMBER,30,_T,12084.63
2070,NUMBER,31,_T,12128.46
2070,NUMBER,32,_T,12197.34
2070,NUMBER,33,_T,12288.89
2070,NUMBER,34,_T,12403.76
2070,NUMBER,35,_T,12539.57
2070,NUMBER,36,_T,12696.60
2070,NUMBER,37,_T,12874.64
2070,NUMBER,38,_T,13071.72
2070,NUMBER,39,_T,13286.32
2070,NUMBER,40,_T,13528.55
2070,NUMBER,41,_T,13751.46
2070,NUMBER,42,_T,13994.77
2070,NUMBER,43,_T,14247.73
2070,NUMBER,44,_T,14510.85
2070,NUMBER,45,_T,14784.59
2070,NUMBER,46,_T,15069.09
2070,NUMBER,47,_T,15360.16
2070,NUMBER,48,_T,15652.53
2070,NUMBER,49,_T,15943.85
2070,NUMBER,50,_T,16201.51
2070,NUMBER,51,_T,16663.12
2070,NUMBER,52,_T,16196.06
2070,NUMBER,53,_T,16955.31
2070,NUMBER,54,_T,17093.86
2070,NUMBER,55,_T,16949.48
2070,NUMBER,56,_T,17503.90
2070,NUMBER,57,_T,17247.95
2070,NUMBER,58,_T,19811.00
2070,NUMBER,59,_T,19114.32
2070,NUMBER,60,_T,20028.39
2070,NUMBER,61,_T,20599.67
2070,NUMBER,62,_T,20709.54
2070,NUMBER,63,_T,20059.89
2070,NUMBER,64,_T,20217.94
2070,NUMBER,65,_T,20648.30
2070,NUMBER,66,_T,20531.73
2070,NUMBER,67,_T,21001.64
2070,NUMBER,68,_T,21122.74
2070,NUMBER,69,_T,21877.53
2070,NUMBER,70,_T,22387.85
2070,NUMBER,71,_T,22771.69
2070,NUMBER,72,_T,24777.16
2070,NUMBER,73,_T,27167.61
2070,NUMBER,74,_T,28409.57
2070,NUMBER,75,_T,28995.22
2070,NUMBER,76,_T,25325.54
2070,NUMBER,77,_T,21769.06
2070,NUMBER,78,_T,24925.85
2070,NUMBER,79,_T,27234.15
2070,NUMBER,80,_T,26226.54
2070,NUMBER,81,_T,25494.29
2070,NUMBER,82,_T,25981.98
2070,NUMBER,83,_T,24936.55
2070,NUMBER,84,_T,23832.16
2070,NUMBER,85,_T,23164.71
2070,NUMBER,86,_T,22346.80
2070,NUMBER,87,_T,20713.11
2070,NUMBER,88,_T,19469.48
2070,NUMBER,89,_T,17776.97
2070,NUMBER,90,_T,16165.19
2070,NUMBER,91,_T,14382.45
2070,NUMBER,92,_T,12792.79
2070,NUMBER,93,_T,11181.96
2070,NUMBER,94,_T,10032.08
2070,NUMBER,95,_T,8242.09
2070,NUMBER,96,_T,6781.19
2070,NUMBER,97,_T,5516.77
2070,NUMBER,98,_T,4540.86
2070,NUMBER,99,_T,3545.85
2070,NUMBER,100,_T,2534.53
2070,NUMBER,101,_T,2034.44
2070,NUMBER,102,_T,1486.19
2070,NUMBER,103,_T,1069.23
2070,NUMBER,104,_T,757.20
2070,NUMBER,105,_T,514.12
2070,NUMBER,106,_T,316.73
2070,NUMBER,107,_T,194.41
2070,NUMBER,108,_T,115.33
2070,NUMBER,109,_T,63.72
2070,NUMBER,110,_T,33.79
2070,NUMBER,111,_T,16.61
2070,NUMBER,112,_T,8.23
2070,NUMBER,113,_T,3.52
2070,NUMBER,114,_T,1.68
2070,NUMBER,115,_T,0.72
2070,NUMBER,116,_T,0.32
2070,NUMBER,117,_T,0.12
2070,NUMBER,118,_T,0.05
2070,NUMBER,119,_T,0.02
2070,NUMBER,120+,_T,0.01
2070,_%,Total,_T,100.00
2070,_%,0,_T,0.61
2070,_%,1,_T,0.62
2070,_%,2,_T,0.62
2070,_%,3,_T,0.63
2070,_%,4,_T,0.64
2070,_%,5,_T,0.65
2070,_%,6,_T,0.66
2070,_%,7,_T,0.68
2070,_%,8,_T,0.69
2070,_%,9,_T,0.70
2070,_%,10,_T,0.72
2070,_%,11,_T,0.73
2070,_%,12,_T,0.75
2070,_%,13,_T,0.76
2070,_%,14,_T,0.77
2070,_%,15,_T,0.79
2070,_%,16,_T,0.80
2070,_%,17,_T,0.81
2070,_%,18,_T,0.81
2070,_%,19,_T,0.81
2070,_%,20,_T,0.81
2070,_%,21,_T,0.80
2070,_%,22,_T,0.79
2070,_%,23,_T,0.78
2070,_%,24,_T,0.78
2070,_%,25,_T,0.77
2070,_%,26,_T,0.76
2070,_%,27,_T,0.76
2070,_%,28,_T,0.76
2070,_%,29,_T,0.76
2070,_%,30,_T,0.76
2070,_%,31,_T,0.76
2070,_%,32,_T,0.77
2070,_%,33,_T,0.77
2070,_%,34,_T,0.78
2070,_%,35,_T,0.79
2070,_%,36,_T,0.80
2070,_%,37,_T,0.81
2070,_%,38,_T,0.82
2070,_%,39,_T,0.84
2070,_%,40,_T,0.85
2070,_%,41,_T,0.87
2070,_%,42,_T,0.88
2070,_%,43,_T,0.90
2070,_%,44,_T,0.91
2070,_%,45,_T,0.93
2070,_%,46,_T,0.95
2070,_%,47,_T,0.97
2070,_%,48,_T,0.99
2070,_%,49,_T,1.00
2070,_%,50,_T,1.02
2070,_%,51,_T,1.05
2070,_%,52,_T,1.02
2070,_%,53,_T,1.07
2070,_%,54,_T,1.08
2070,_%,55,_T,1.07
2070,_%,56,_T,1.10
2070,_%,57,_T,1.09
2070,_%,58,_T,1.25
2070,_%,59,_T,1.20
2070,_%,60,_T,1.26
2070,_%,61,_T,1.30
2070,_%,62,_T,1.30
2070,_%,63,_T,1.26
2070,_%,64,_T,1.27
2070,_%,65,_T,1.30
2070,_%,66,_T,1.29
2070,_%,67,_T,1.32
2070,_%,68,_T,1.33
2070,_%,69,_T,1.38
2070,_%,70,_T,1.41
2070,_%,71,_T,1.43
2070,_%,72,_T,1.56
2070,_%,73,_T,1.71
2070,_%,74,_T,1.79
2070,_%,75,_T,1.82
2070,_%,76,_T,1.59
2070,_%,77,_T,1.37
2070,_%,78,_T,1.57
2070,_%,79,_T,1.71
2070,_%,80,_T,1.65
2070,_%,81,_T,1.60
2070,_%,82,_T,1.64
2070,_%,83,_T,1.57
2070,_%,84,_T,1.50
2070,_%,85,_T,1.46
2070,_%,86,_T,1.41
2070,_%,87,_T,1.30
2070,_%,88,_T,1.23
2070,_%,89,_T,1.12
2070,_%,90,_T,1.02
2070,_%,91,_T,0.91
2070,_%,92,_T,0.81
2070,_%,93,_T,0.70
2070,_%,94,_T,0.63
2070,_%,95,_T,0.52
2070,_%,96,_T,0.43
2070,_%,97,_T,0.35
2070,_%,98,_T,0.29
2070,_%,99,_T,0.22
2070,_%,100,_T,0.16
2070,_%,101,_T,0.13
