Year,SEX,UNIT_MEASURE,AGE,Value
2060,M,_%,70-74,3.82
2060,M,_%,75-79,3.76
2060,M,_%,80-84,3.15
2060,M,_%,85-89,2.22
2060,M,_%,90-94,1.25
2060,M,_%,95-99,0.54
2060,M,_%,100-104,0.13
2060,M,_%,105-109,0.02
2060,M,_%,110-114,0
2060,M,_%,115-119,0
2060,M,_%,120+,0
2065,M,_%,0-4,1.62
2065,M,_%,5-9,1.75
2065,M,_%,10-14,1.91
2065,M,_%,15-19,2.03
2065,M,_%,20-24,1.95
2065,M,_%,25-29,1.83
2065,M,_%,30-34,1.82
2065,M,_%,35-39,1.9
2065,M,_%,40-44,2.01
2065,M,_%,45-49,2.14
2065,M,_%,50-54,2.28
2065,M,_%,55-59,2.54
2065,M,_%,60-64,2.68
2065,M,_%,65-69,3.26
2065,M,_%,70-74,3.5
2065,M,_%,75-79,3.69
2065,M,_%,80-84,3.36
2065,M,_%,85-89,2.48
2065,M,_%,90-94,1.45
2065,M,_%,95-99,0.61
2065,M,_%,100-104,0.18
2065,M,_%,105-109,0.02
2065,M,_%,110-114,0
2065,M,_%,115-119,0
2065,M,_%,120+,0
2070,M,_%,0-4,1.61
2070,M,_%,5-9,1.73
2070,M,_%,10-14,1.9
2070,M,_%,15-19,2.03
2070,M,_%,20-24,1.96
2070,M,_%,25-29,1.83
2070,M,_%,30-34,1.8
2070,M,_%,35-39,1.85
2070,M,_%,40-44,1.96
2070,M,_%,45-49,2.12
2070,M,_%,50-54,2.28
2070,M,_%,55-59,2.46
2070,M,_%,60-64,2.77
2070,M,_%,65-69,2.88
2070,M,_%,70-74,3.37
2070,M,_%,75-79,3.42
2070,M,_%,80-84,3.34
2070,M,_%,85-89,2.7
2070,M,_%,90-94,1.67
2070,M,_%,95-99,0.74
2070,M,_%,100-104,0.21
2070,M,_%,105-109,0.03
2070,M,_%,110-114,0
2070,M,_%,115-119,0
2070,M,_%,120+,0
2018,F,_%,0-4,2.06
2018,F,_%,5-9,2.38
2018,F,_%,10-14,2.47
2018,F,_%,15-19,2.66
2018,F,_%,20-24,3.39
2018,F,_%,25-29,3.15
2018,F,_%,30-34,3.51
2018,F,_%,35-39,3.56
2018,F,_%,40-44,3.51
2018,F,_%,45-49,3.4
2018,F,_%,50-54,3.69
2018,F,_%,55-59,3.91
2018,F,_%,60-64,3.72
2018,F,_%,65-69,3.22
2018,F,_%,70-74,2.24
2018,F,_%,75-79,1.88
2018,F,_%,80-84,1.4
2018,F,_%,85-89,0.6
2018,F,_%,90-94,0.15
2018,F,_%,95-99,0.02
2018,F,_%,100-104,0
2018,F,_%,105-109,0
2018,F,_%,110-114,0
2018,F,_%,115-119,0
2018,F,_%,120+,0
2020,F,_%,0-4,2.06
2020,F,_%,5-9,2.24
2020,F,_%,10-14,2.52
2020,F,_%,15-19,2.53
2020,F,_%,20-24,3.06
2020,F,_%,25-29,3.08
2020,F,_%,30-34,3.4
2020,F,_%,35-39,3.58
2020,F,_%,40-44,3.55
2020,F,_%,45-49,3.5
2020,F,_%,50-54,3.54
2020,F,_%,55-59,3.91
2020,F,_%,60-64,3.84
2020,F,_%,65-69,3.46
2020,F,_%,70-74,2.68
2020,F,_%,75-79,1.7
2020,F,_%,80-84,1.52
2020,F,_%,85-89,0.71
2020,F,_%,90-94,0.19
2020,F,_%,95-99,0.03
2020,F,_%,100-104,0
2020,F,_%,105-109,0
2020,F,_%,110-114,0
2020,F,_%,115-119,0
2020,F,_%,120+,0
2025,F,_%,0-4,1.98
2025,F,_%,5-9,2.12
2025,F,_%,10-14,2.32
2025,F,_%,15-19,2.58
2025,F,_%,20-24,2.43
2025,F,_%,25-29,2.87
2025,F,_%,30-34,3.02
2025,F,_%,35-39,3.42
2025,F,_%,40-44,3.64
2025,F,_%,45-49,3.64
2025,F,_%,50-54,3.61
2025,F,_%,55-59,3.67
2025,F,_%,60-64,4.02
2025,F,_%,65-69,3.87
2025,F,_%,70-74,3.34
2025,F,_%,75-79,2.41
2025,F,_%,80-84,1.34
2025,F,_%,85-89,0.96
2025,F,_%,90-94,0.32
2025,F,_%,95-99,0.06
2025,F,_%,100-104,0
2025,F,_%,105-109,0
2025,F,_%,110-114,0
2025,F,_%,115-119,0
2025,F,_%,120+,0
2030,F,_%,0-4,1.83
2030,F,_%,5-9,2.04
2030,F,_%,10-14,2.21
2030,F,_%,15-19,2.39
2030,F,_%,20-24,2.47
2030,F,_%,25-29,2.3
2030,F,_%,30-34,2.83
2030,F,_%,35-39,3.06
2030,F,_%,40-44,3.5
2030,F,_%,45-49,3.74
2030,F,_%,50-54,3.77
2030,F,_%,55-59,3.76
2030,F,_%,60-64,3.8
2030,F,_%,65-69,4.09
2030,F,_%,70-74,3.77
2030,F,_%,75-79,3.05
2030,F,_%,80-84,1.96
2030,F,_%,85-89,0.89
2030,F,_%,90-94,0.47
2030,F,_%,95-99,0.1
2030,F,_%,100-104,0.01
2030,F,_%,105-109,0
2030,F,_%,110-114,0
2030,F,_%,115-119,0
2030,F,_%,120+,0
2035,F,_%,0-4,1.7
2035,F,_%,5-9,1.91
2035,F,_%,10-14,2.15
2035,F,_%,15-19,2.29
2035,F,_%,20-24,2.31
2035,F,_%,25-29,2.36
2035,F,_%,30-34,2.3
2035,F,_%,35-39,2.89
2035,F,_%,40-44,3.16
2035,F,_%,45-49,3.62
2035,F,_%,50-54,3.91
2035,F,_%,55-59,3.96
2035,F,_%,60-64,3.94
2035,F,_%,65-69,3.91
2035,F,_%,70-74,4.04
2035,F,_%,75-79,3.51
2035,F,_%,80-84,2.55
2035,F,_%,85-89,1.37
2035,F,_%,90-94,0.47
2035,F,_%,95-99,0.16
2035,F,_%,100-104,0.02
2035,F,_%,105-109,0
2035,F,_%,110-114,0
2035,F,_%,115-119,0
2035,F,_%,120+,0
2040,F,_%,0-4,1.63
2040,F,_%,5-9,1.79
2040,F,_%,10-14,2.02
2040,F,_%,15-19,2.25
2040,F,_%,20-24,2.24
2040,F,_%,25-29,2.22
2040,F,_%,30-34,2.37
2040,F,_%,35-39,2.38
2040,F,_%,40-44,3.01
2040,F,_%,45-49,3.3
2040,F,_%,50-54,3.82
2040,F,_%,55-59,4.13
2040,F,_%,60-64,4.17
2040,F,_%,65-69,4.09
2040,F,_%,70-74,3.91
2040,F,_%,75-79,3.82
2040,F,_%,80-84,3
2040,F,_%,85-89,1.85
2040,F,_%,90-94,0.77
2040,F,_%,95-99,0.17
2040,F,_%,100-104,0.04
2040,F,_%,105-109,0
2040,F,_%,110-114,0
2040,F,_%,115-119,0
2040,F,_%,120+,0
2045,F,_%,0-4,1.6
2045,F,_%,5-9,1.73
2045,F,_%,10-14,1.92
2045,F,_%,15-19,2.13
2045,F,_%,20-24,2.21
2045,F,_%,25-29,2.17
2045,F,_%,30-34,2.25
2045,F,_%,35-39,2.46
2045,F,_%,40-44,2.51
2045,F,_%,45-49,3.17
2045,F,_%,50-54,3.51
2045,F,_%,55-59,4.06
2045,F,_%,60-64,4.38
2045,F,_%,65-69,4.37
2045,F,_%,70-74,4.14
2045,F,_%,75-79,3.76
2045,F,_%,80-84,3.34
2045,F,_%,85-89,2.25
2045,F,_%,90-94,1.09
2045,F,_%,95-99,0.31
2045,F,_%,100-104,0.04
2045,F,_%,105-109,0
2045,F,_%,110-114,0
2045,F,_%,115-119,0
2045,F,_%,120+,0
2050,F,_%,0-4,1.58
2050,F,_%,5-9,1.71
2050,F,_%,10-14,1.86
2050,F,_%,15-19,2.03
2050,F,_%,20-24,2.11
2050,F,_%,25-29,2.15
2050,F,_%,30-34,2.21
2050,F,_%,35-39,2.36
2050,F,_%,40-44,2.61
2050,F,_%,45-49,2.67
2050,F,_%,50-54,3.4
2050,F,_%,55-59,3.77
2050,F,_%,60-64,4.35
2050,F,_%,65-69,4.63
2050,F,_%,70-74,4.47
2050,F,_%,75-79,4.04
2050,F,_%,80-84,3.36
2050,F,_%,85-89,2.59
2050,F,_%,90-94,1.39
2050,F,_%,95-99,0.47
2050,F,_%,100-104,0.08
2050,F,_%,105-109,0.01
2050,F,_%,110-114,0
2050,F,_%,115-119,0
2050,F,_%,120+,0
2055,F,_%,0-4,1.56
2055,F,_%,5-9,1.69
2055,F,_%,10-14,1.85
2055,F,_%,15-19,1.99
2055,F,_%,20-24,2.03
2055,F,_%,25-29,2.07
2055,F,_%,30-34,2.2
2055,F,_%,35-39,2.33
2055,F,_%,40-44,2.51
2055,F,_%,45-49,2.79
2055,F,_%,50-54,2.89
2055,F,_%,55-59,3.67
2055,F,_%,60-64,4.06
2055,F,_%,65-69,4.62
2055,F,_%,70-74,4.78
2055,F,_%,75-79,4.41
2055,F,_%,80-84,3.68
2055,F,_%,85-89,2.67
2055,F,_%,90-94,1.65
2055,F,_%,95-99,0.63
2055,F,_%,100-104,0.13
2055,F,_%,105-109,0.01
2055,F,_%,110-114,0
2055,F,_%,115-119,0
2055,F,_%,120+,0
2060,F,_%,0-4,1.54
2060,F,_%,5-9,1.68
2060,F,_%,10-14,1.84
2060,F,_%,15-19,1.98
2060,F,_%,20-24,1.99
2060,F,_%,25-29,2
2060,F,_%,30-34,2.13
2060,F,_%,35-39,2.33
2060,F,_%,40-44,2.49
2060,F,_%,45-49,2.7
2060,F,_%,50-54,3.02
2060,F,_%,55-59,3.15
2060,F,_%,60-64,3.98
2060,F,_%,65-69,4.35
2060,F,_%,70-74,4.81
2060,F,_%,75-79,4.77
2060,F,_%,80-84,4.09
2060,F,_%,85-89,3
2060,F,_%,90-94,1.76
2060,F,_%,95-99,0.78
2060,F,_%,100-104,0.19
2060,F,_%,105-109,0.02
2060,F,_%,110-114,0
2060,F,_%,115-119,0
2060,F,_%,120+,0
2065,F,_%,0-4,1.52
2065,F,_%,5-9,1.67
2065,F,_%,10-14,1.84
2065,F,_%,15-19,1.98
2065,F,_%,20-24,1.99
2065,F,_%,25-29,1.97
2065,F,_%,30-34,2.07
2065,F,_%,35-39,2.27
2065,F,_%,40-44,2.5
2065,F,_%,45-49,2.69
2065,F,_%,50-54,2.95
2065,F,_%,55-59,3.31
2065,F,_%,60-64,3.44
2065,F,_%,65-69,4.29
2065,F,_%,70-74,4.57
2065,F,_%,75-79,4.85
2065,F,_%,80-84,4.48
2065,F,_%,85-89,3.41
2065,F,_%,90-94,2.05
2065,F,_%,95-99,0.87
2065,F,_%,100-104,0.25
2065,F,_%,105-109,0.03
2065,F,_%,110-114,0
2065,F,_%,115-119,0
2065,F,_%,120+,0
2070,F,_%,0-4,1.52
2070,F,_%,5-9,1.65
2070,F,_%,10-14,1.83
2070,F,_%,15-19,1.99
2070,F,_%,20-24,2
2070,F,_%,25-29,1.98
2070,F,_%,30-34,2.05
2070,F,_%,35-39,2.21
2070,F,_%,40-44,2.45
2070,F,_%,45-49,2.71
2070,F,_%,50-54,2.95
2070,F,_%,55-59,3.24
2070,F,_%,60-64,3.63
2070,F,_%,65-69,3.74
2070,F,_%,70-74,4.53
2070,F,_%,75-79,4.65
2070,F,_%,80-84,4.62
2070,F,_%,85-89,3.81
2070,F,_%,90-94,2.4
2070,F,_%,95-99,1.06
2070,F,_%,100-104,0.29
2070,F,_%,105-109,0.04
2070,F,_%,110-114,0
2070,F,_%,115-119,0
2070,F,_%,120+,0
2018,_T,NUMBER,0-14,497180
2020,_T,NUMBER,0-14,481569
2025,_T,NUMBER,0-14,431831
2030,_T,NUMBER,0-14,387730
2035,_T,NUMBER,0-14,344309
2040,_T,NUMBER,0-14,303587
2045,_T,NUMBER,0-14,270803
2050,_T,NUMBER,0-14,244641
2055,_T,NUMBER,0-14,222081
2060,_T,NUMBER,0-14,200955
2065,_T,NUMBER,0-14,180995
2070,_T,NUMBER,0-14,162692
2018,_T,NUMBER,0-18,647325
2020,_T,NUMBER,0-18,623311
2025,_T,NUMBER,0-18,571030
2030,_T,NUMBER,0-18,506904
2035,_T,NUMBER,0-18,453687
2040,_T,NUMBER,0-18,402366
2045,_T,NUMBER,0-18,357438
2050,_T,NUMBER,0-18,320688
2055,_T,NUMBER,0-18,290210
2060,_T,NUMBER,0-18,262861
2065,_T,NUMBER,0-18,237217
2070,_T,NUMBER,0-18,213572
2018,_T,NUMBER,15-29,658923
2020,_T,NUMBER,15-29,606203
2025,_T,NUMBER,15-29,517263
2030,_T,NUMBER,15-29,444704
2035,_T,NUMBER,15-29,405294
2040,_T,NUMBER,15-29,363520
2045,_T,NUMBER,15-29,326012
2050,_T,NUMBER,15-29,289214
2055,_T,NUMBER,15-29,255610
2060,_T,NUMBER,15-29,228473
2065,_T,NUMBER,15-29,206440
2070,_T,NUMBER,15-29,187235
2018,_T,NUMBER,15-49,1649854
2020,_T,NUMBER,15-49,1575631
2025,_T,NUMBER,15-49,1400845
2030,_T,NUMBER,15-49,1227494
2035,_T,NUMBER,15-49,1063930
2040,_T,NUMBER,15-49,923577
2045,_T,NUMBER,15-49,809832
2050,_T,NUMBER,15-49,710381
2055,_T,NUMBER,15-49,638615
2060,_T,NUMBER,15-49,570315
2065,_T,NUMBER,15-49,512018
2070,_T,NUMBER,15-49,459650
2018,_T,NUMBER,15-64,2419572
2020,_T,NUMBER,15-64,2331831
2025,_T,NUMBER,15-64,2123421
2030,_T,NUMBER,15-64,1910609
2035,_T,NUMBER,15-64,1723436
2040,_T,NUMBER,15-64,1544265
2045,_T,NUMBER,15-64,1366179
2050,_T,NUMBER,15-64,1194230
2055,_T,NUMBER,15-64,1042605
2060,_T,NUMBER,15-64,919672
2065,_T,NUMBER,15-64,814037
2070,_T,NUMBER,15-64,735002
2018,_T,NUMBER,65+,575271
2020,_T,NUMBER,65+,616916
2025,_T,NUMBER,65+,714275
2030,_T,NUMBER,65+,798745
2035,_T,NUMBER,65+,844514
2040,_T,NUMBER,65+,870105
2045,_T,NUMBER,65+,881481
2050,_T,NUMBER,65+,879830
2055,_T,NUMBER,65+,858716
2060,_T,NUMBER,65+,814773
2065,_T,NUMBER,65+,761748
2070,_T,NUMBER,65+,691220
2018,_T,NUMBER,75+,230811
2020,_T,NUMBER,75+,232410
2025,_T,NUMBER,75+,275802
2030,_T,NUMBER,75+,340438
2035,_T,NUMBER,75+,405791
2040,_T,NUMBER,75+,458097
2045,_T,NUMBER,75+,479054
2050,_T,NUMBER,75+,489104
2055,_T,NUMBER,75+,495292
2060,_T,NUMBER,75+,497338
2065,_T,NUMBER,75+,487328
2070,_T,NUMBER,75+,460525
2018,_T,NUMBER,85+,41569
2020,_T,NUMBER,85+,49352
2025,_T,NUMBER,85+,68865
2030,_T,NUMBER,85+,72099
2035,_T,NUMBER,85+,94465
2040,_T,NUMBER,85+,126452
2045,_T,NUMBER,85+,156124
2050,_T,NUMBER,85+,178472
2055,_T,NUMBER,85+,185805
2060,_T,NUMBER,85+,192120
2065,_T,NUMBER,85+,199612
2070,_T,NUMBER,85+,205803
2018,_T,NUMBER,100+,233
2020,_T,NUMBER,100+,178
2025,_T,NUMBER,100+,216
2030,_T,NUMBER,100+,528
2035,_T,NUMBER,100+,1042
2040,_T,NUMBER,100+,1733
2045,_T,NUMBER,100+,1918
2050,_T,NUMBER,100+,3404
2055,_T,NUMBER,100+,5248
2060,_T,NUMBER,100+,7004
2065,_T,NUMBER,100+,8501
2070,_T,NUMBER,100+,9151
2018,M,NUMBER,0-14,255913
2020,M,NUMBER,0-14,247796
2025,M,NUMBER,0-14,222014
2030,M,NUMBER,0-14,199297
2035,M,NUMBER,0-14,176576
2040,M,NUMBER,0-14,155604
2045,M,NUMBER,0-14,138732
2050,M,NUMBER,0-14,125280
2055,M,NUMBER,0-14,113691
2060,M,NUMBER,0-14,102850
2065,M,NUMBER,0-14,92613
2070,M,NUMBER,0-14,83229
2018,M,NUMBER,0-18,333145
2020,M,NUMBER,0-18,320599
2025,M,NUMBER,0-18,293230
2030,M,NUMBER,0-18,259993
2035,M,NUMBER,0-18,232462
2040,M,NUMBER,0-18,205847
2045,M,NUMBER,0-18,182738
2050,M,NUMBER,0-18,163858
2055,M,NUMBER,0-18,148219
2060,M,NUMBER,0-18,134202
2065,M,NUMBER,0-18,121071
2070,M,NUMBER,0-18,108971
2018,M,NUMBER,15-29,337883
2020,M,NUMBER,15-29,308413
2025,M,NUMBER,15-29,260030
2030,M,NUMBER,15-29,222802
2035,M,NUMBER,15-29,202506
2040,M,NUMBER,15-29,181252
2045,M,NUMBER,15-29,162246
2050,M,NUMBER,15-29,143417
2055,M,NUMBER,15-29,126573
2060,M,NUMBER,15-29,113029
2065,M,NUMBER,15-29,102047
2070,M,NUMBER,15-29,92476
2018,M,NUMBER,15-49,840629
2020,M,NUMBER,15-49,796384
2025,M,NUMBER,15-49,695191
2030,M,NUMBER,15-49,598995
2035,M,NUMBER,15-49,512464
2040,M,NUMBER,15-49,440717
2045,M,NUMBER,15-49,384238
2050,M,NUMBER,15-49,336202
2055,M,NUMBER,15-49,300806
2060,M,NUMBER,15-49,267990
2065,M,NUMBER,15-49,240180
2070,M,NUMBER,15-49,215184
2018,M,NUMBER,15-64,1215068
2020,M,NUMBER,15-64,1165216
2025,M,NUMBER,15-64,1048188
2030,M,NUMBER,15-64,930823
2035,M,NUMBER,15-64,828175
2040,M,NUMBER,15-64,732041
2045,M,NUMBER,15-64,639447
2050,M,NUMBER,15-64,553092
2055,M,NUMBER,15-64,479237
2060,M,NUMBER,15-64,420813
2065,M,NUMBER,15-64,371841
2070,M,NUMBER,15-64,334559
2018,M,NUMBER,65+,243272
2020,M,NUMBER,65+,263805
2025,M,NUMBER,65+,311899
2030,M,NUMBER,65+,354144
2035,M,NUMBER,65+,377698
2040,M,NUMBER,65+,390474
2045,M,NUMBER,65+,395319
2050,M,NUMBER,65+,392429
2055,M,NUMBER,65+,379122
2060,M,NUMBER,65+,354613
2065,M,NUMBER,65+,326097
2070,M,NUMBER,65+,291939
2018,M,NUMBER,75+,89422
2020,M,NUMBER,75+,90070
2025,M,NUMBER,75+,109078
2030,M,NUMBER,75+,139429
2035,M,NUMBER,75+,170498
2040,M,NUMBER,75+,195835
2045,M,NUMBER,75+,207085
2050,M,NUMBER,75+,212617
2055,M,NUMBER,75+,215263
2060,M,NUMBER,75+,214472
2065,M,NUMBER,75+,207250
2070,M,NUMBER,75+,192567
2018,M,NUMBER,85+,14573
2020,M,NUMBER,85+,17448
2025,M,NUMBER,85+,24778
2030,M,NUMBER,85+,26233
2035,M,NUMBER,85+,35488
2040,M,NUMBER,85+,49541
2045,M,NUMBER,85+,62943
2050,M,NUMBER,85+,73465
2055,M,NUMBER,85+,77625
2060,M,NUMBER,85+,80661
2065,M,NUMBER,85+,83458
2070,M,NUMBER,85+,85035
2018,M,NUMBER,100+,85
2020,M,NUMBER,100+,63
2025,M,NUMBER,100+,69
2030,M,NUMBER,100+,200
2035,M,NUMBER,100+,395
2040,M,NUMBER,100+,662
2045,M,NUMBER,100+,739
2050,M,NUMBER,100+,1328
2055,M,NUMBER,100+,2128
2060,M,NUMBER,100+,2886
2065,M,NUMBER,100+,3540
2070,M,NUMBER,100+,3839
2018,F,NUMBER,0-14,241267
2020,F,NUMBER,0-14,233773
2025,F,NUMBER,0-14,209817
2030,F,NUMBER,0-14,188433
2035,F,NUMBER,0-14,167733
2040,F,NUMBER,0-14,147984
2045,F,NUMBER,0-14,132071
2050,F,NUMBER,0-14,119361
2055,F,NUMBER,0-14,108390
2060,F,NUMBER,0-14,98106
2065,F,NUMBER,0-14,88382
2070,F,NUMBER,0-14,79463
2018,F,NUMBER,0-18,314180
2020,F,NUMBER,0-18,302711
2025,F,NUMBER,0-18,277800
2030,F,NUMBER,0-18,246910
2035,F,NUMBER,0-18,221225
2040,F,NUMBER,0-18,196519
2045,F,NUMBER,0-18,174700
2050,F,NUMBER,0-18,156830
2055,F,NUMBER,0-18,141991
2060,F,NUMBER,0-18,128659
2065,F,NUMBER,0-18,116146
2070,F,NUMBER,0-18,104601
2018,F,NUMBER,15-29,321040
2020,F,NUMBER,15-29,297790
2025,F,NUMBER,15-29,257233
2030,F,NUMBER,15-29,221902
2035,F,NUMBER,15-29,202788
2040,F,NUMBER,15-29,182268
2045,F,NUMBER,15-29,163767
2050,F,NUMBER,15-29,145798
2055,F,NUMBER,15-29,129037
2060,F,NUMBER,15-29,115443
2065,F,NUMBER,15-29,104394
2070,F,NUMBER,15-29,94758
2018,F,NUMBER,15-49,809225
2020,F,NUMBER,15-49,779248
2025,F,NUMBER,15-49,705653
2030,F,NUMBER,15-49,628498
2035,F,NUMBER,15-49,551466
2040,F,NUMBER,15-49,482861
2045,F,NUMBER,15-49,425595
2050,F,NUMBER,15-49,374179
2055,F,NUMBER,15-49,337809
2060,F,NUMBER,15-49,302325
2065,F,NUMBER,15-49,271838
2070,F,NUMBER,15-49,244466
2018,F,NUMBER,15-64,1204504
2020,F,NUMBER,15-64,1166615
2025,F,NUMBER,15-64,1075233
2030,F,NUMBER,15-64,979786
2035,F,NUMBER,15-64,895262
2040,F,NUMBER,15-64,812224
2045,F,NUMBER,15-64,726732
2050,F,NUMBER,15-64,641138
2055,F,NUMBER,15-64,563368
2060,F,NUMBER,15-64,498859
2065,F,NUMBER,15-64,442196
2070,F,NUMBER,15-64,400443
2018,F,NUMBER,65+,331999
2020,F,NUMBER,65+,353111
2025,F,NUMBER,65+,402376
2030,F,NUMBER,65+,444601
2035,F,NUMBER,65+,466816
2040,F,NUMBER,65+,479631
2045,F,NUMBER,65+,486162
2050,F,NUMBER,65+,487401
2055,F,NUMBER,65+,479594
2060,F,NUMBER,65+,460160
2065,F,NUMBER,65+,435652
2070,F,NUMBER,65+,3992820
2018,F,NUMBER,75+,141389
2020,F,NUMBER,75+,142341
2025,F,NUMBER,75+,166724
2030,F,NUMBER,75+,201008
2035,F,NUMBER,75+,235292
2040,F,NUMBER,75+,262262
2045,F,NUMBER,75+,271969
2050,F,NUMBER,75+,276488
2055,F,NUMBER,75+,280029
2060,F,NUMBER,75+,282866
2065,F,NUMBER,75+,280079
2070,F,NUMBER,75+,267957
2018,F,NUMBER,85+,26996
2020,F,NUMBER,85+,31904
2025,F,NUMBER,85+,44086
2030,F,NUMBER,85+,45867
2035,F,NUMBER,85+,58977
2040,F,NUMBER,85+,76912
2045,F,NUMBER,85+,93182
2050,F,NUMBER,85+,105007
2055,F,NUMBER,85+,108180
2060,F,NUMBER,85+,111460
2065,F,NUMBER,85+,116154
2070,F,NUMBER,85+,120768
2018,F,NUMBER,100+,148
2020,F,NUMBER,100+,115
2025,F,NUMBER,100+,147
2030,F,NUMBER,100+,329
2035,F,NUMBER,100+,647
2040,F,NUMBER,100+,1071
2045,F,NUMBER,100+,1180
2050,F,NUMBER,100+,2076
2055,F,NUMBER,100+,3121
2060,F,NUMBER,100+,4119
2065,F,NUMBER,100+,4961
2070,F,NUMBER,100+,5312
2018,_T,NUMBER,0-4,148947
2018,_T,NUMBER,5-9,171135
2018,_T,NUMBER,10-14,177098
2018,_T,NUMBER,15-19,190602
2018,_T,NUMBER,20-24,242893
2018,_T,NUMBER,25-29,225428
2018,_T,NUMBER,30-34,251233
2018,_T,NUMBER,35-39,252481
2018,_T,NUMBER,40-44,248144
2018,_T,NUMBER,45-49,239073
2018,_T,NUMBER,50-54,255492
2018,_T,NUMBER,55-59,266164
2018,_T,NUMBER,60-64,248062
2018,_T,NUMBER,65-69,206798
2018,_T,NUMBER,70-74,137662
2018,_T,NUMBER,75-79,110151
2018,_T,NUMBER,80-84,79091
2018,_T,NUMBER,85-89,32495
2018,_T,NUMBER,90-94,7766
2018,_T,NUMBER,95-99,1075
2018,_T,NUMBER,100-104,221
2018,_T,NUMBER,105-109,12
2018,_T,NUMBER,110-114,0
2018,_T,NUMBER,115-119,0
2018,_T,NUMBER,120+,0
2020,_T,NUMBER,0-4,146422
2020,_T,NUMBER,5-9,157739
2020,_T,NUMBER,10-14,177408
2020,_T,NUMBER,15-19,178593
2020,_T,NUMBER,20-24,213399
2020,_T,NUMBER,25-29,214211
2020,_T,NUMBER,30-34,236476
2020,_T,NUMBER,35-39,247935
2020,_T,NUMBER,40-44,244997
2020,_T,NUMBER,45-49,240021
2020,_T,NUMBER,50-54,241454
2020,_T,NUMBER,55-59,262446
2020,_T,NUMBER,60-64,252299
2020,_T,NUMBER,65-69,221360
2020,_T,NUMBER,70-74,163146
2020,_T,NUMBER,75-79,98627
2020,_T,NUMBER,80-84,84431
2020,_T,NUMBER,85-89,37761
2020,_T,NUMBER,90-94,10119
2020,_T,NUMBER,95-99,1294
2020,_T,NUMBER,100-104,165
2020,_T,NUMBER,105-109,13
2020,_T,NUMBER,110-114,0
2020,_T,NUMBER,115-119,0
2020,_T,NUMBER,120+,0
2025,_T,NUMBER,0-4,133214
2025,_T,NUMBER,5-9,143022
2025,_T,NUMBER,10-14,155594
2025,_T,NUMBER,15-19,172127
2025,_T,NUMBER,20-24,159922
2025,_T,NUMBER,25-29,185213
2025,_T,NUMBER,30-34,194146
2025,_T,NUMBER,35-39,220196
2025,_T,NUMBER,40-44,234443
2025,_T,NUMBER,45-49,234797
2025,_T,NUMBER,50-54,232812
2025,_T,NUMBER,55-59,235374
2025,_T,NUMBER,60-64,254390
2025,_T,NUMBER,65-69,239195
2025,_T,NUMBER,70-74,199278
2025,_T,NUMBER,75-79,135244
2025,_T,NUMBER,80-84,71693
2025,_T,NUMBER,85-89,49591
2025,_T,NUMBER,90-94,16258
2025,_T,NUMBER,95-99,2799
2025,_T,NUMBER,100-104,203
2025,_T,NUMBER,105-109,13
2025,_T,NUMBER,110-114,1
2025,_T,NUMBER,115-119,0
2025,_T,NUMBER,120+,0
2030,_T,NUMBER,0-4,116752
2030,_T,NUMBER,5-9,130007
2030,_T,NUMBER,10-14,140971
2030,_T,NUMBER,15-19,150813
2030,_T,NUMBER,20-24,153773
2030,_T,NUMBER,25-29,140118
2030,_T,NUMBER,30-34,168544
2030,_T,NUMBER,35-39,181562
2030,_T,NUMBER,40-44,208350
2030,_T,NUMBER,45-49,224334
2030,_T,NUMBER,50-54,227351
2030,_T,NUMBER,55-59,226901
2030,_T,NUMBER,60-64,228863
2030,_T,NUMBER,65-69,241692
2030,_T,NUMBER,70-74,216615
2030,_T,NUMBER,75-79,167173
2030,_T,NUMBER,80-84,101165
2030,_T,NUMBER,85-89,43898
2030,_T,NUMBER,90-94,22740
2030,_T,NUMBER,95-99,4932
2030,_T,NUMBER,100-104,509
2030,_T,NUMBER,105-109,19
2030,_T,NUMBER,110-114,1
2030,_T,NUMBER,115-119,0
2030,_T,NUMBER,120+,0
2035,_T,NUMBER,0-4,102244
2035,_T,NUMBER,5-9,114006
2035,_T,NUMBER,10-14,128059
2035,_T,NUMBER,15-19,136698
2035,_T,NUMBER,20-24,134519
2035,_T,NUMBER,25-29,134077
2035,_T,NUMBER,30-34,128487
2035,_T,NUMBER,35-39,158064
2035,_T,NUMBER,40-44,172500
2035,_T,NUMBER,45-49,199585
2035,_T,NUMBER,50-54,217108
2035,_T,NUMBER,55-59,221478
2035,_T,NUMBER,60-64,220921
2035,_T,NUMBER,65-69,218471
2035,_T,NUMBER,70-74,220253
2035,_T,NUMBER,75-79,183860
2035,_T,NUMBER,80-84,127466
2035,_T,NUMBER,85-89,64773
2035,_T,NUMBER,90-94,21200
2035,_T,NUMBER,95-99,7450
2035,_T,NUMBER,100-104,987
2035,_T,NUMBER,105-109,54
2035,_T,NUMBER,110-114,1
2035,_T,NUMBER,115-119,0
2035,_T,NUMBER,120+,0
2040,_T,NUMBER,0-4,91337
2040,_T,NUMBER,5-9,99891
2040,_T,NUMBER,10-14,112359
2040,_T,NUMBER,15-19,124063
2040,_T,NUMBER,20-24,122059
2040,_T,NUMBER,25-29,117398
2040,_T,NUMBER,30-34,122407
2040,_T,NUMBER,35-39,121328
2040,_T,NUMBER,40-44,150501
