Year,UNIT_MEASURE,AGE,SEX,Value
2016,_%,25-34,M,16.4
2016,_%,25-34,F,16.8
2016,_%,35-44,M,9.7
2016,_%,35-45,F,8.8
2016,_%,45-54,M,6.2
2016,_%,45-54,F,5.6
2016,_%,55-64,M,3.0
2016,_%,55-64,F,2.2
