Year,UNIT_MEASURE,Sex,Age,Administrative area,Value
2013,Number,Both sexes,76,Brčko District of BiH,634
2013,Number,Both sexes,77,Brčko District of BiH,594
2013,Number,Both sexes,78,Brčko District of BiH,535
2013,Number,Both sexes,79,Brčko District of BiH,480
2013,Number,Both sexes,80,Brčko District of BiH,365
2013,Number,Both sexes,81,Brčko District of BiH,327
2013,Number,Both sexes,82,Brčko District of BiH,260
2013,Number,Both sexes,83,Brčko District of BiH,246
2013,Number,Both sexes,84,Brčko District of BiH,202
2013,Number,Both sexes,85+,Brčko District of BiH,606
2013,Number,Both sexes,Unknown,Brčko District of BiH,0
2013,Number,Both sexes,Total,Brčko District of BiH,83516
2013,Number,M,0,Brčko District of BiH,436
2013,Number,M,1,Brčko District of BiH,417
2013,Number,M,2,Brčko District of BiH,450
2013,Number,M,3,Brčko District of BiH,412
2013,Number,M,4,Brčko District of BiH,463
2013,Number,M,5,Brčko District of BiH,465
2013,Number,M,6,Brčko District of BiH,471
2013,Number,M,7,Brčko District of BiH,423
2013,Number,M,8,Brčko District of BiH,460
2013,Number,M,9,Brčko District of BiH,416
2013,Number,M,10,Brčko District of BiH,477
2013,Number,M,11,Brčko District of BiH,472
2013,Number,M,12,Brčko District of BiH,489
2013,Number,M,13,Brčko District of BiH,489
2013,Number,M,14,Brčko District of BiH,484
2013,Number,M,15,Brčko District of BiH,560
2013,Number,M,16,Brčko District of BiH,602
2013,Number,M,17,Brčko District of BiH,547
2013,Number,M,18,Brčko District of BiH,523
2013,Number,M,19,Brčko District of BiH,487
2013,Number,M,20,Brčko District of BiH,417
2013,Number,M,21,Brčko District of BiH,533
2013,Number,M,22,Brčko District of BiH,546
2013,Number,M,23,Brčko District of BiH,533
2013,Number,M,24,Brčko District of BiH,499
2013,Number,M,25,Brčko District of BiH,545
2013,Number,M,26,Brčko District of BiH,577
2013,Number,M,27,Brčko District of BiH,550
2013,Number,M,28,Brčko District of BiH,634
2013,Number,M,29,Brčko District of BiH,602
2013,Number,M,30,Brčko District of BiH,626
2013,Number,M,31,Brčko District of BiH,618
2013,Number,M,32,Brčko District of BiH,568
2013,Number,M,33,Brčko District of BiH,575
2013,Number,M,34,Brčko District of BiH,527
2013,Number,M,35,Brčko District of BiH,591
2013,Number,M,36,Brčko District of BiH,610
2013,Number,M,37,Brčko District of BiH,619
2013,Number,M,38,Brčko District of BiH,625
2013,Number,M,39,Brčko District of BiH,680
2013,Number,M,40,Brčko District of BiH,631
2013,Number,M,41,Brčko District of BiH,637
2013,Number,M,42,Brčko District of BiH,572
2013,Number,M,43,Brčko District of BiH,650
2013,Number,M,44,Brčko District of BiH,636
2013,Number,M,45,Brčko District of BiH,708
2013,Number,M,46,Brčko District of BiH,692
2013,Number,M,47,Brčko District of BiH,669
2013,Number,M,48,Brčko District of BiH,717
2013,Number,M,49,Brčko District of BiH,650
2013,Number,M,50,Brčko District of BiH,681
2013,Number,M,51,Brčko District of BiH,685
2013,Number,M,52,Brčko District of BiH,705
2013,Number,M,53,Brčko District of BiH,636
2013,Number,M,54,Brčko District of BiH,618
2013,Number,M,55,Brčko District of BiH,618
2013,Number,M,56,Brčko District of BiH,575
2013,Number,M,57,Brčko District of BiH,558
2013,Number,M,58,Brčko District of BiH,566
2013,Number,M,59,Brčko District of BiH,545
2013,Number,M,60,Brčko District of BiH,504
2013,Number,M,61,Brčko District of BiH,495
2013,Number,M,62,Brčko District of BiH,484
2013,Number,M,63,Brčko District of BiH,484
2013,Number,M,64,Brčko District of BiH,432
2013,Number,M,65,Brčko District of BiH,394
2013,Number,M,66,Brčko District of BiH,405
2013,Number,M,67,Brčko District of BiH,348
2013,Number,M,68,Brčko District of BiH,295
2013,Number,M,69,Brčko District of BiH,304
2013,Number,M,70,Brčko District of BiH,327
2013,Number,M,71,Brčko District of BiH,267
2013,Number,M,72,Brčko District of BiH,297
2013,Number,M,73,Brčko District of BiH,283
2013,Number,M,74,Brčko District of BiH,285
2013,Number,M,75,Brčko District of BiH,241
2013,Number,M,76,Brčko District of BiH,261
2013,Number,M,77,Brčko District of BiH,244
2013,Number,M,78,Brčko District of BiH,215
2013,Number,M,79,Brčko District of BiH,182
2013,Number,M,80,Brčko District of BiH,144
2013,Number,M,81,Brčko District of BiH,131
2013,Number,M,82,Brčko District of BiH,82
2013,Number,M,83,Brčko District of BiH,89
2013,Number,M,84,Brčko District of BiH,67
2013,Number,M,85+,Brčko District of BiH,223
2013,Number,M,Unknown,Brčko District of BiH,0
2013,Number,M,Total,Brčko District of BiH,41250
2013,Number,F,0,Brčko District of BiH,403
2013,Number,F,1,Brčko District of BiH,415
2013,Number,F,2,Brčko District of BiH,405
2013,Number,F,3,Brčko District of BiH,379
2013,Number,F,4,Brčko District of BiH,385
2013,Number,F,5,Brčko District of BiH,386
2013,Number,F,6,Brčko District of BiH,446
2013,Number,F,7,Brčko District of BiH,399
2013,Number,F,8,Brčko District of BiH,405
2013,Number,F,9,Brčko District of BiH,441
2013,Number,F,10,Brčko District of BiH,445
2013,Number,F,11,Brčko District of BiH,404
2013,Number,F,12,Brčko District of BiH,455
2013,Number,F,13,Brčko District of BiH,444
2013,Number,F,14,Brčko District of BiH,445
2013,Number,F,15,Brčko District of BiH,512
2013,Number,F,16,Brčko District of BiH,567
2013,Number,F,17,Brčko District of BiH,566
2013,Number,F,18,Brčko District of BiH,490
2013,Number,F,19,Brčko District of BiH,469
2013,Number,F,20,Brčko District of BiH,409
2013,Number,F,21,Brčko District of BiH,456
2013,Number,F,22,Brčko District of BiH,510
2013,Number,F,23,Brčko District of BiH,514
2013,Number,F,24,Brčko District of BiH,519
2013,Number,F,25,Brčko District of BiH,558
2013,Number,F,26,Brčko District of BiH,536
2013,Number,F,27,Brčko District of BiH,504
2013,Number,F,28,Brčko District of BiH,601
2013,Number,F,29,Brčko District of BiH,622
2013,Number,F,30,Brčko District of BiH,604
2013,Number,F,31,Brčko District of BiH,635
2013,Number,F,32,Brčko District of BiH,586
2013,Number,F,33,Brčko District of BiH,621
2013,Number,F,34,Brčko District of BiH,631
2013,Number,F,35,Brčko District of BiH,614
2013,Number,F,36,Brčko District of BiH,566
2013,Number,F,37,Brčko District of BiH,620
2013,Number,F,38,Brčko District of BiH,582
2013,Number,F,39,Brčko District of BiH,599
2013,Number,F,40,Brčko District of BiH,625
2013,Number,F,41,Brčko District of BiH,640
2013,Number,F,42,Brčko District of BiH,588
2013,Number,F,43,Brčko District of BiH,554
2013,Number,F,44,Brčko District of BiH,612
2013,Number,F,45,Brčko District of BiH,580
2013,Number,F,46,Brčko District of BiH,609
2013,Number,F,47,Brčko District of BiH,644
2013,Number,F,48,Brčko District of BiH,687
2013,Number,F,49,Brčko District of BiH,617
2013,Number,F,50,Brčko District of BiH,636
2013,Number,F,51,Brčko District of BiH,640
2013,Number,F,52,Brčko District of BiH,657
2013,Number,F,53,Brčko District of BiH,675
2013,Number,F,54,Brčko District of BiH,640
2013,Number,F,55,Brčko District of BiH,581
2013,Number,F,56,Brčko District of BiH,535
2013,Number,F,57,Brčko District of BiH,592
2013,Number,F,58,Brčko District of BiH,601
2013,Number,F,59,Brčko District of BiH,604
2013,Number,F,60,Brčko District of BiH,596
2013,Number,F,61,Brčko District of BiH,578
2013,Number,F,62,Brčko District of BiH,499
2013,Number,F,63,Brčko District of BiH,568
2013,Number,F,64,Brčko District of BiH,508
2013,Number,F,65,Brčko District of BiH,505
2013,Number,F,66,Brčko District of BiH,494
2013,Number,F,67,Brčko District of BiH,402
2013,Number,F,68,Brčko District of BiH,360
2013,Number,F,69,Brčko District of BiH,401
2013,Number,F,70,Brčko District of BiH,371
2013,Number,F,71,Brčko District of BiH,327
2013,Number,F,72,Brčko District of BiH,401
2013,Number,F,73,Brčko District of BiH,404
2013,Number,F,74,Brčko District of BiH,397
2013,Number,F,75,Brčko District of BiH,379
2013,Number,F,76,Brčko District of BiH,373
2013,Number,F,77,Brčko District of BiH,350
2013,Number,F,78,Brčko District of BiH,320
2013,Number,F,79,Brčko District of BiH,298
2013,Number,F,80,Brčko District of BiH,221
2013,Number,F,81,Brčko District of BiH,196
2013,Number,F,82,Brčko District of BiH,178
2013,Number,F,83,Brčko District of BiH,157
2013,Number,F,84,Brčko District of BiH,135
2013,Number,F,85+,Brčko District of BiH,383
2013,Number,F,Unknown,Brčko District of BiH,0
2013,Number,F,Total,Brčko District of BiH,42266
