Year,Sex,UNIT_MEASURE,AGE,Value
2035,F,%,55-59,7.54
2035,F,%,60-64,7.49
2035,F,%,65-69,7.44
2035,F,%,70-74,7.69
2035,F,%,75-79,6.68
2035,F,%,80-84,4.85
2035,F,%,85-89,2.61
2035,F,%,90-94,0.89
2035,F,%,95-99,0.31
2035,F,%,100-104,0.04
2035,F,%,105-109,0.0
2035,F,%,110-114,0.0
2035,F,%,115-119,0.0
2035,F,%,120+,0.0
2040,F,Number,0-4,44331.52
2040,F,Number,5-9,48663.86
2040,F,Number,10-14,54988.17
2040,F,Number,15-19,61019.07
2040,F,Number,20-24,60883.24
2040,F,Number,25-29,60365.69
2040,F,Number,30-34,64354.85
2040,F,Number,35-39,64698.91
2040,F,Number,40-44,81804.91
2040,F,Number,45-49,89733.88
2040,F,Number,50-54,103723.85
2040,F,Number,55-59,112270.32
2040,F,Number,60-64,113369.28
2040,F,Number,65-69,111033.28
2040,F,Number,70-74,106336.61
2040,F,Number,75-79,103732.03
2040,F,Number,80-84,81617.85
2040,F,Number,85-89,50270.69
2040,F,Number,90-94,20878.36
2040,F,Number,95-99,4691.7
2040,F,Number,100-104,1002.46
2040,F,Number,105-109,66.95
2040,F,Number,110-114,1.5
2040,F,Number,115-119,0.01
2040,F,Number,120+,0.0
2040,F,%,0-4,3.08
2040,F,%,5-9,3.38
2040,F,%,10-14,3.82
2040,F,%,15-19,4.24
2040,F,%,20-24,4.23
2040,F,%,25-29,4.19
2040,F,%,30-34,4.47
2040,F,%,35-39,4.49
2040,F,%,40-44,5.68
2040,F,%,45-49,6.23
2040,F,%,50-54,7.2
2040,F,%,55-59,7.8
2040,F,%,60-64,7.87
2040,F,%,65-69,7.71
2040,F,%,70-74,7.39
2040,F,%,75-79,7.2
2040,F,%,80-84,5.67
2040,F,%,85-89,3.49
2040,F,%,90-94,1.45
2040,F,%,95-99,0.33
2040,F,%,100-104,0.07
2040,F,%,105-109,0.0
2040,F,%,110-114,0.0
2040,F,%,115-119,0.0
2040,F,%,120+,0.0
2045,F,Number,0-4,40308.99
2045,F,Number,5-9,43495.85
2045,F,Number,10-14,48265.99
2045,F,Number,15-19,53648.19
2045,F,Number,20-24,55541.74
2045,F,Number,25-29,54576.67
2045,F,Number,30-34,56720.8
2045,F,Number,35-39,62013.76
2045,F,Number,40-44,63161.78
2045,F,Number,45-49,79931.68
2045,F,Number,50-54,88372.51
2045,F,Number,55-59,102335.78
2045,F,Number,60-64,110429.39
2045,F,Number,65-69,109977.84
2045,F,Number,70-74,104215.59
2045,F,Number,75-79,94632.17
2045,F,Number,80-84,84154.83
2045,F,Number,85-89,56786.96
2045,F,Number,90-94,27381.16
2045,F,Number,95-99,7834.02
2045,F,Number,100-104,1058.11
2045,F,Number,105-109,118.09
2045,F,Number,110-114,3.39
2045,F,Number,115-119,0.03
2045,F,Number,120+,0.0
2045,F,%,0-4,3.0
2045,F,%,5-9,3.23
2045,F,%,10-14,3.59
2045,F,%,15-19,3.99
2045,F,%,20-24,4.13
2045,F,%,25-29,4.06
2045,F,%,30-34,4.22
2045,F,%,35-39,4.61
2045,F,%,40-44,4.7
2045,F,%,45-49,5.94
2045,F,%,50-54,6.57
2045,F,%,55-59,7.61
2045,F,%,60-64,8.21
2045,F,%,65-69,8.18
2045,F,%,70-74,7.75
2045,F,%,75-79,7.04
2045,F,%,80-84,6.26
2045,F,%,85-89,4.22
2045,F,%,90-94,2.04
2045,F,%,95-99,0.58
2045,F,%,100-104,0.08
2045,F,%,105-109,0.01
2045,F,%,110-114,0.0
2045,F,%,115-119,0.0
2045,F,%,120+,0.0
2050,F,Number,0-4,36657.91
2050,F,Number,5-9,39542.52
2050,F,Number,10-14,43160.91
2050,F,Number,15-19,47139.04
2050,F,Number,20-24,48886.11
2050,F,Number,25-29,49772.43
2050,F,Number,30-34,51263.86
2050,F,Number,35-39,54713.04
2050,F,Number,40-44,60437.55
2050,F,Number,45-49,61966.54
2050,F,Number,50-54,78798.89
2050,F,Number,55-59,87373.62
2050,F,Number,60-64,100786.78
2050,F,Number,65-69,107287.32
2050,F,Number,70-74,103626.02
2050,F,Number,75-79,93592.97
2050,F,Number,80-84,77887.68
2050,F,Number,85-89,59946.0
2050,F,Number,90-94,32126.24
2050,F,Number,95-99,10858.6
2050,F,Number,100-104,1936.83
2050,F,Number,105-109,132.83
2050,F,Number,110-114,6.29
2050,F,Number,115-119,0.08
2050,F,Number,120+,0.0
2050,F,%,0-4,2.94
2050,F,%,5-9,3.17
2050,F,%,10-14,3.46
2050,F,%,15-19,3.78
2050,F,%,20-24,3.92
2050,F,%,25-29,3.99
2050,F,%,30-34,4.11
2050,F,%,35-39,4.38
2050,F,%,40-44,4.84
2050,F,%,45-49,4.97
2050,F,%,50-54,6.31
2050,F,%,55-59,7.0
2050,F,%,60-64,8.08
2050,F,%,65-69,8.6
2050,F,%,70-74,8.3
2050,F,%,75-79,7.5
2050,F,%,80-84,6.24
2050,F,%,85-89,4.8
2050,F,%,90-94,2.57
2050,F,%,95-99,0.87
2050,F,%,100-104,0.16
2050,F,%,105-109,0.01
2050,F,%,110-114,0.0
2050,F,%,115-119,0.0
2050,F,%,120+,0.0
2055,F,Number,0-4,33211.05
2055,F,Number,5-9,35951.68
2055,F,Number,10-14,39227.14
2055,F,Number,15-19,42171.2
2055,F,Number,20-24,43003.3
2055,F,Number,25-29,43862.08
2055,F,Number,30-34,46743.65
2055,F,Number,35-39,49448.95
2055,F,Number,40-44,53365.61
2055,F,Number,45-49,59214.32
2055,F,Number,50-54,61318.14
2055,F,Number,55-59,77985.02
2055,F,Number,60-64,86255.38
2055,F,Number,65-69,98112.93
2055,F,Number,70-74,101451.69
2055,F,Number,75-79,93700.65
2055,F,Number,80-84,78148.67
2055,F,Number,85-89,56666.08
2055,F,Number,90-94,35024.67
2055,F,Number,95-99,13368.38
2055,F,Number,100-104,2848.11
2055,F,Number,105-109,265.1
2055,F,Number,110-114,7.36
2055,F,Number,115-119,0.15
2055,F,Number,120+,0.0
2055,F,%,0-4,2.88
2055,F,%,5-9,3.12
2055,F,%,10-14,3.41
2055,F,%,15-19,3.66
2055,F,%,20-24,3.74
2055,F,%,25-29,3.81
2055,F,%,30-34,4.06
2055,F,%,35-39,4.29
2055,F,%,40-44,4.64
2055,F,%,45-49,5.14
2055,F,%,50-54,5.33
2055,F,%,55-59,6.77
2055,F,%,60-64,7.49
2055,F,%,65-69,8.52
2055,F,%,70-74,8.81
2055,F,%,75-79,8.14
2055,F,%,80-84,6.79
2055,F,%,85-89,4.92
2055,F,%,90-94,3.04
2055,F,%,95-99,1.16
2055,F,%,100-104,0.25
2055,F,%,105-109,0.02
2055,F,%,110-114,0.0
2055,F,%,115-119,0.0
2055,F,%,120+,0.0
2060,F,Number,0-4,29883.71
2060,F,Number,5-9,32567.29
2060,F,Number,10-14,35654.63
2060,F,Number,15-19,38319.62
2060,F,Number,20-24,38492.35
2060,F,Number,25-29,38631.43
2060,F,Number,30-34,41237.0
2060,F,Number,35-39,45078.16
2060,F,Number,40-44,48236.61
2060,F,Number,45-49,52329.73
2060,F,Number,50-54,58537.31
2060,F,Number,55-59,60916.97
2060,F,Number,60-64,77079.7
2060,F,Number,65-69,84202.12
2060,F,Number,70-74,93092.13
2060,F,Number,75-79,92307.31
2060,F,Number,80-84,79099.1
2060,F,Number,85-89,58107.51
2060,F,Number,90-94,34065.77
2060,F,Number,95-99,15167.82
2060,F,Number,100-104,3692.61
2060,F,Number,105-109,410.17
2060,F,Number,110-114,15.59
2060,F,Number,115-119,0.18
2060,F,Number,120+,0.0
2060,F,%,0-4,2.83
2060,F,%,5-9,3.08
2060,F,%,10-14,3.37
2060,F,%,15-19,3.62
2060,F,%,20-24,3.64
2060,F,%,25-29,3.65
2060,F,%,30-34,3.9
2060,F,%,35-39,4.26
2060,F,%,40-44,4.56
2060,F,%,45-49,4.95
2060,F,%,50-54,5.54
2060,F,%,55-59,5.76
2060,F,%,60-64,7.29
2060,F,%,65-69,7.97
2060,F,%,70-74,8.81
2060,F,%,75-79,8.73
2060,F,%,80-84,7.48
2060,F,%,85-89,5.5
2060,F,%,90-94,3.22
2060,F,%,95-99,1.43
2060,F,%,100-104,0.35
2060,F,%,105-109,0.04
2060,F,%,110-114,0.0
2060,F,%,115-119,0.0
2060,F,%,120+,0.0
2065,F,Number,0-4,26774.95
2065,F,Number,5-9,29310.58
2065,F,Number,10-14,32296.94
2065,F,Number,15-19,34824.48
2065,F,Number,20-24,34972.34
2065,F,Number,25-29,34596.83
2065,F,Number,30-34,36361.76
2065,F,Number,35-39,39804.99
2065,F,Number,40-44,43967.98
2065,F,Number,45-49,47309.75
2065,F,Number,50-54,51780.51
2065,F,Number,55-59,58121.28
2065,F,Number,60-64,60456.15
2065,F,Number,65-69,75363.93
2065,F,Number,70-74,80209.19
2065,F,Number,75-79,85191.6
2065,F,Number,80-84,78733.19
2065,F,Number,85-89,59842.88
2065,F,Number,90-94,36053.22
2065,F,Number,95-99,15296.92
2065,F,Number,100-104,4377.0
2065,F,Number,105-109,558.43
2065,F,Number,110-114,24.9
2065,F,Number,115-119,0.39
2065,F,Number,120+,0.0
2065,F,%,0-4,2.77
2065,F,%,5-9,3.03
2065,F,%,10-14,3.34
2065,F,%,15-19,3.6
2065,F,%,20-24,3.62
2065,F,%,25-29,3.58
2065,F,%,30-34,3.76
2065,F,%,35-39,4.12
2065,F,%,40-44,4.55
2065,F,%,45-49,4.9
2065,F,%,50-54,5.36
2065,F,%,55-59,6.02
2065,F,%,60-64,6.26
2065,F,%,65-69,7.8
2065,F,%,70-74,8.3
2065,F,%,75-79,8.82
2065,F,%,80-84,8.15
2065,F,%,85-89,6.19
2065,F,%,90-94,3.73
2065,F,%,95-99,1.58
2065,F,%,100-104,0.45
2065,F,%,105-109,0.06
2065,F,%,110-114,0.0
2065,F,%,115-119,0.0
2065,F,%,120+,0.0
2070,F,Number,0-4,24113.42
2070,F,Number,5-9,26273.04
2070,F,Number,10-14,29076.75
2070,F,Number,15-19,31546.56
2070,F,Number,20-24,31780.47
2070,F,Number,25-29,31431.3
2070,F,Number,30-34,32581.2
2070,F,Number,35-39,35135.92
2070,F,Number,40-44,38862.94
2070,F,Number,45-49,43127.9
2070,F,Number,50-54,46831.98
2070,F,Number,55-59,51467.74
2070,F,Number,60-64,57677.27
2070,F,Number,65-69,59360.94
2070,F,Number,70-74,71963.48
2070,F,Number,75-79,73853.08
2070,F,Number,80-84,73335.96
2070,F,Number,85-89,60535.41
2070,F,Number,90-94,38056.84
2070,F,Number,95-99,16864.48
2070,F,Number,100-104,4587.93
2070,F,Number,105-109,687.89
2070,F,Number,110-114,35.07
2070,F,Number,115-119,0.63
2070,F,Number,120+,0.01
2070,F,%,0-4,2.74
2070,F,%,5-9,2.99
2070,F,%,10-14,3.31
2070,F,%,15-19,3.59
2070,F,%,20-24,3.61
2070,F,%,25-29,3.58
2070,F,%,30-34,3.71
2070,F,%,35-39,4.0
2070,F,%,40-44,4.42
2070,F,%,45-49,4.91
2070,F,%,50-54,5.33
2070,F,%,55-59,5.85
2070,F,%,60-64,6.56
2070,F,%,65-69,6.75
2070,F,%,70-74,8.19
2070,F,%,75-79,8.4
2070,F,%,80-84,8.34
2070,F,%,85-89,6.89
2070,F,%,90-94,4.33
2070,F,%,95-99,1.92
2070,F,%,100-104,0.52
2070,F,%,105-109,0.08
2070,F,%,110-114,0.0
2070,F,%,115-119,0.0
2070,F,%,120+,0.0
