Year,UNIT_MEASURE,Godine,Spol,Value
2060,_%,85-89,Oba spola,5.23
2060,_%,90-94,Oba spola,3.01
2060,_%,95-99,Oba spola,1.33
2060,_%,100-104,Oba spola,0.32
2060,_%,105-109,Oba spola,0.04
2060,_%,110-114,Oba spola,0.0
2060,_%,115-119,Oba spola,0.0
2060,_%,120+,Oba spola,0.0
2060,_%,0-14,Oba spola,200955.32
2060,_%,0-18,Oba spola,262861.39
2060,_%,15-29,Oba spola,228472.78
2060,_%,15-49,Oba spola,570314.83
2060,_%,15-64,Oba spola,919671.89
2060,_%,65+,Oba spola,814773.12
2060,_%,75+,Oba spola,497337.89
2060,_%,85+,Oba spola,192120.16
2060,_%,100+,Oba spola,7004.18
2060,_%,0-14,Oba spola,10.38
2060,_%,0-18,Oba spola,13.58
2060,_%,15-29,Oba spola,11.8
2060,_%,15-49,Oba spola,29.47
2060,_%,15-64,Oba spola,47.52
2060,_%,65+,Oba spola,42.1
2060,_%,75+,Oba spola,25.7
2060,_%,85+,Oba spola,9.93
2060,_%,100+,Oba spola,0.36
2065,Broj,0-4,Oba spola,1756780.2
2065,Broj,5-9,Oba spola,55148.16
2065,Broj,10-14,Oba spola,60070.13
2065,Broj,15-19,Oba spola,65776.73
2065,Broj,20-24,Oba spola,70437.14
2065,Broj,25-29,Oba spola,69294.4
2065,Broj,30-34,Oba spola,66708.93
2065,Broj,35-39,Oba spola,68283.48
2065,Broj,40-44,Oba spola,73123.1
2065,Broj,45-49,Oba spola,79346.2
2065,Broj,50-54,Oba spola,84825.07
2065,Broj,55-59,Oba spola,91768.84
2065,Broj,60-64,Oba spola,102700.34
2065,Broj,65-69,Oba spola,107549.49
2065,Broj,70-74,Oba spola,132712.75
2065,Broj,75-79,Oba spola,141707.01
2065,Broj,80-84,Oba spola,150032.55
2065,Broj,85-89,Oba spola,137683.75
2065,Broj,90-94,Oba spola,103478.94
2065,Broj,95-99,Oba spola,61546.2
2065,Broj,100-104,Oba spola,26086.34
2065,Broj,105-109,Oba spola,7479.79
2065,Broj,110-114,Oba spola,974.59
2065,Broj,115-119,Oba spola,45.52
2065,Broj,120+,Oba spola,0.75
2065,Broj,120+,Oba spola,0.0
2065,_%,Total,Oba spola,100.0
2065,_%,0-4,Oba spola,3.14
2065,_%,5-9,Oba spola,3.42
2065,_%,10-14,Oba spola,3.74
2065,_%,15-19,Oba spola,4.01
2065,_%,20-24,Oba spola,3.94
2065,_%,25-29,Oba spola,3.8
2065,_%,30-34,Oba spola,3.89
2065,_%,35-39,Oba spola,4.16
2065,_%,40-44,Oba spola,4.52
2065,_%,45-49,Oba spola,4.83
2065,_%,50-54,Oba spola,5.22
2065,_%,55-59,Oba spola,5.85
2065,_%,60-64,Oba spola,6.12
2065,_%,65-69,Oba spola,7.55
2065,_%,70-74,Oba spola,8.07
2065,_%,75-79,Oba spola,8.54
2065,_%,80-84,Oba spola,7.84
2065,_%,85-89,Oba spola,5.89
2065,_%,90-94,Oba spola,3.5
2065,_%,95-99,Oba spola,1.48
2065,_%,100-104,Oba spola,0.43
2065,_%,105-109,Oba spola,0.06
2065,_%,110-114,Oba spola,0.0
2065,_%,115-119,Oba spola,0.0
2065,_%,120+,Oba spola,0.0
2065,_%,0-14,Oba spola,180995.02
2065,_%,0-18,Oba spola,237217.08
2065,_%,15-29,Oba spola,206440.46
2065,_%,15-49,Oba spola,512018.32
2065,_%,15-64,Oba spola,814036.99
2065,_%,65+,Oba spola,761748.18
2065,_%,75+,Oba spola,487328.42
2065,_%,85+,Oba spola,199612.12
2065,_%,100+,Oba spola,8500.65
2065,_%,0-14,Oba spola,10.3
2065,_%,0-18,Oba spola,13.5
2065,_%,15-29,Oba spola,11.75
2065,_%,15-49,Oba spola,29.15
2065,_%,15-64,Oba spola,46.34
2065,_%,65+,Oba spola,43.36
2065,_%,75+,Oba spola,27.74
2065,_%,85+,Oba spola,11.36
2065,_%,100+,Oba spola,0.48
2070,Broj,0-4,Oba spola,1588914.91
2070,Broj,5-9,Oba spola,49664.82
2070,Broj,10-14,Oba spola,53832.89
2070,Broj,15-19,Oba spola,59194.73
2070,Broj,20-24,Oba spola,63774.53
2070,Broj,25-29,Oba spola,62924.54
2070,Broj,30-34,Oba spola,60535.5
2070,Broj,35-39,Oba spola,61103.09
2070,Broj,40-44,Oba spola,64468.84
2070,Broj,45-49,Oba spola,70033.36
2070,Broj,50-54,Oba spola,76810.22
2070,Broj,55-59,Oba spola,83109.87
2070,Broj,60-64,Oba spola,90626.65
2070,Broj,65-69,Oba spola,101615.43
2070,Broj,70-74,Oba spola,105181.94
2070,Broj,75-79,Oba spola,125513.88
2070,Broj,80-84,Oba spola,128249.82
2070,Broj,85-89,Oba spola,126471.53
2070,Broj,90-94,Oba spola,103471.07
2070,Broj,95-99,Oba spola,64554.48
2070,Broj,100-104,Oba spola,28626.75
2070,Broj,105-109,Oba spola,7881.59
2070,Broj,110-114,Oba spola,1204.31
2070,Broj,115-119,Oba spola,63.83
2070,Broj,120+,Oba spola,1.22
2070,Broj,120+,Oba spola,0.01
2070,_%,Total,Oba spola,100.0
2070,_%,0-4,Oba spola,3.13
2070,_%,5-9,Oba spola,3.39
2070,_%,10-14,Oba spola,3.73
2070,_%,15-19,Oba spola,4.01
2070,_%,20-24,Oba spola,3.96
2070,_%,25-29,Oba spola,3.81
2070,_%,30-34,Oba spola,3.85
2070,_%,35-39,Oba spola,4.06
2070,_%,40-44,Oba spola,4.41
2070,_%,45-49,Oba spola,4.83
2070,_%,50-54,Oba spola,5.23
2070,_%,55-59,Oba spola,5.7
2070,_%,60-64,Oba spola,6.4
2070,_%,65-69,Oba spola,6.62
2070,_%,70-74,Oba spola,7.9
2070,_%,75-79,Oba spola,8.07
2070,_%,80-84,Oba spola,7.96
2070,_%,85-89,Oba spola,6.51
2070,_%,90-94,Oba spola,4.06
2070,_%,95-99,Oba spola,1.8
2070,_%,100-104,Oba spola,0.5
2070,_%,105-109,Oba spola,0.08
2070,_%,110-114,Oba spola,0.0
2070,_%,115-119,Oba spola,0.0
2070,_%,120+,Oba spola,0.0
2070,_%,0-14,Oba spola,162692.44
2070,_%,0-18,Oba spola,213571.73
2070,_%,15-29,Oba spola,187234.58
2070,_%,15-49,Oba spola,459650.09
2070,_%,15-64,Oba spola,735002.04
2070,_%,65+,Oba spola,691220.43
2070,_%,75+,Oba spola,460524.61
2070,_%,85+,Oba spola,205803.27
2070,_%,100+,Oba spola,9150.97
2070,_%,0-14,Oba spola,10.24
2070,_%,0-18,Oba spola,13.44
2070,_%,15-29,Oba spola,11.78
2070,_%,15-49,Oba spola,28.93
2070,_%,15-64,Oba spola,46.26
2070,_%,65+,Oba spola,43.5
2070,_%,75+,Oba spola,28.98
2070,_%,85+,Oba spola,12.95
2070,_%,100+,Oba spola,0.58
2018,Broj,0-4,Muškarci,1714253.0
2018,Broj,5-9,Muškarci,77060.0
2018,Broj,10-14,Muškarci,87991.0
2018,Broj,15-19,Muškarci,90862.0
2018,Broj,20-24,Muškarci,97735.0
2018,Broj,25-29,Muškarci,124642.0
2018,Broj,30-34,Muškarci,115506.0
2018,Broj,35-39,Muškarci,128613.0
2018,Broj,40-44,Muškarci,128321.0
2018,Broj,45-49,Muškarci,125498.0
2018,Broj,50-54,Muškarci,120314.0
2018,Broj,55-59,Muškarci,126686.0
2018,Broj,60-64,Muškarci,129670.0
2018,Broj,65-69,Muškarci,118083.0
2018,Broj,70-74,Muškarci,94375.0
2018,Broj,75-79,Muškarci,59475.0
2018,Broj,80-84,Muškarci,44663.0
2018,Broj,85-89,Muškarci,30186.0
2018,Broj,90-94,Muškarci,11675.0
2018,Broj,95-99,Muškarci,2542.0
2018,Broj,100-104,Muškarci,271.0
2018,Broj,105-109,Muškarci,81.0
2018,Broj,110-114,Muškarci,4.0
2018,Broj,115-119,Muškarci,0.0
2018,Broj,120+,Muškarci,0.0
2018,Broj,120+,Muškarci,0.0
2018,_%,Total,Muškarci,100.0
2018,_%,0-4,Muškarci,4.5
2018,_%,5-9,Muškarci,5.13
2018,_%,10-14,Muškarci,5.3
2018,_%,15-19,Muškarci,5.7
2018,_%,20-24,Muškarci,7.27
2018,_%,25-29,Muškarci,6.74
2018,_%,30-34,Muškarci,7.5
2018,_%,35-39,Muškarci,7.49
2018,_%,40-44,Muškarci,7.32
2018,_%,45-49,Muškarci,7.02
2018,_%,50-54,Muškarci,7.39
2018,_%,55-59,Muškarci,7.56
2018,_%,60-64,Muškarci,6.89
2018,_%,65-69,Muškarci,5.51
2018,_%,70-74,Muškarci,3.47
2018,_%,75-79,Muškarci,2.61
2018,_%,80-84,Muškarci,1.76
2018,_%,85-89,Muškarci,0.68
2018,_%,90-94,Muškarci,0.15
2018,_%,95-99,Muškarci,0.02
2018,_%,100-104,Muškarci,0.0
2018,_%,105-109,Muškarci,0.0
2018,_%,110-114,Muškarci,0.0
2018,_%,115-119,Muškarci,0.0
2018,_%,120+,Muškarci,0.0
2020,Broj,0-4,Muškarci,1676817.35
2020,Broj,5-9,Muškarci,75744.04
2020,Broj,10-14,Muškarci,81011.49
2020,Broj,15-19,Muškarci,91040.87
2020,Broj,20-24,Muškarci,91652.62
2020,Broj,25-29,Muškarci,108286.86
2020,Broj,30-34,Muškarci,108473.6
2020,Broj,35-39,Muškarci,119686.72
2020,Broj,40-44,Muškarci,125098.53
2020,Broj,45-49,Muškarci,123123.93
2020,Broj,50-54,Muškarci,120061.69
2020,Broj,55-59,Muškarci,119979.54
2020,Broj,60-64,Muškarci,128231.89
2020,Broj,65-69,Muškarci,120620.76
2020,Broj,70-74,Muškarci,102595.16
2020,Broj,75-79,Muškarci,71140.03
2020,Broj,80-84,Muškarci,40179.56
2020,Broj,85-89,Muškarci,32442.48
2020,Broj,90-94,Muškarci,13550.11
2020,Broj,95-99,Muškarci,3471.28
2020,Broj,100-104,Muškarci,363.23
2020,Broj,105-109,Muškarci,58.11
2020,Broj,110-114,Muškarci,4.87
2020,Broj,115-119,Muškarci,0.0
2020,Broj,120+,Muškarci,0.0
2020,Broj,120+,Muškarci,0.0
2020,_%,Total,Muškarci,100.0
2020,_%,0-4,Muškarci,4.52
2020,_%,5-9,Muškarci,4.83
2020,_%,10-14,Muškarci,5.43
2020,_%,15-19,Muškarci,5.47
2020,_%,20-24,Muškarci,6.46
2020,_%,25-29,Muškarci,6.47
2020,_%,30-34,Muškarci,7.14
2020,_%,35-39,Muškarci,7.46
2020,_%,40-44,Muškarci,7.34
2020,_%,45-49,Muškarci,7.16
2020,_%,50-54,Muškarci,7.16
2020,_%,55-59,Muškarci,7.65
2020,_%,60-64,Muškarci,7.19
2020,_%,65-69,Muškarci,6.12
2020,_%,70-74,Muškarci,4.24
2020,_%,75-79,Muškarci,2.4
2020,_%,80-84,Muškarci,1.93
2020,_%,85-89,Muškarci,0.81
2020,_%,90-94,Muškarci,0.21
2020,_%,95-99,Muškarci,0.02
2020,_%,100-104,Muškarci,0.0
2020,_%,105-109,Muškarci,0.0
2020,_%,110-114,Muškarci,0.0
2020,_%,115-119,Muškarci,0.0
2020,_%,120+,Muškarci,0.0
2025,Broj,0-4,Muškarci,1582100.1
2025,Broj,5-9,Muškarci,68574.6
2025,Broj,10-14,Muškarci,73811.81
2025,Broj,15-19,Muškarci,79627.3
2025,Broj,20-24,Muškarci,87929.07
2025,Broj,25-29,Muškarci,80608.87
2025,Broj,30-34,Muškarci,91492.04
2025,Broj,35-39,Muškarci,95451.27
2025,Broj,40-44,Muškarci,108357.86
2025,Broj,45-49,Muškarci,115447.94
2025,Broj,50-54,Muškarci,115904.29
2025,Broj,55-59,Muškarci,114700.67
2025,Broj,60-64,Muškarci,115462.29
2025,Broj,65-69,Muškarci,122833.48
2025,Broj,70-74,Muškarci,112637.79
2025,Broj,75-79,Muškarci,90182.42
2025,Broj,80-84,Muškarci,56511.74
2025,Broj,85-89,Muškarci,27788.38
2025,Broj,90-94,Muškarci,18088.37
2025,Broj,95-99,Muškarci,5637.01
2025,Broj,100-104,Muškarci,984.02
2025,Broj,105-109,Muškarci,63.42
2025,Broj,110-114,Muškarci,5.2
2025,Broj,115-119,Muškarci,0.24
2025,Broj,120+,Muškarci,0.0
2025,Broj,120+,Muškarci,0.0
2025,_%,Total,Muškarci,100.0
2025,_%,0-4,Muškarci,4.33
2025,_%,5-9,Muškarci,4.67
2025,_%,10-14,Muškarci,5.03
2025,_%,15-19,Muškarci,5.56
2025,_%,20-24,Muškarci,5.1
2025,_%,25-29,Muškarci,5.78
2025,_%,30-34,Muškarci,6.03
2025,_%,35-39,Muškarci,6.85
2025,_%,40-44,Muškarci,7.3
2025,_%,45-49,Muškarci,7.33
2025,_%,50-54,Muškarci,7.25
2025,_%,55-59,Muškarci,7.3
2025,_%,60-64,Muškarci,7.76
2025,_%,65-69,Muškarci,7.12
2025,_%,70-74,Muškarci,5.7
2025,_%,75-79,Muškarci,3.57
2025,_%,80-84,Muškarci,1.76
2025,_%,85-89,Muškarci,1.14
2025,_%,90-94,Muškarci,0.36
2025,_%,95-99,Muškarci,0.06
2025,_%,100-104,Muškarci,0.0
2025,_%,105-109,Muškarci,0.0
2025,_%,110-114,Muškarci,0.0
2025,_%,115-119,Muškarci,0.0
2025,_%,120+,Muškarci,0.0
2030,Broj,0-4,Muškarci,1484263.58
2030,Broj,5-9,Muškarci,60095.37
2030,Broj,10-14,Muškarci,66744.5
2030,Broj,15-19,Muškarci,72456.77
2030,Broj,20-24,Muškarci,76786.28
2030,Broj,25-29,Muškarci,77122.07
2030,Broj,30-34,Muškarci,68893.79
2030,Broj,35-39,Muškarci,80870.76
2030,Broj,40-44,Muškarci,86859.11
2030,Broj,45-49,Muškarci,100041.02
2030,Broj,50-54,Muškarci,108422.4
2030,Broj,55-59,Muškarci,110448.13
2030,Broj,60-64,Muškarci,110339.27
2030,Broj,65-69,Muškarci,111040.16
2030,Broj,70-74,Muškarci,114991.8
2030,Broj,75-79,Muškarci,99722.72
2030,Broj,80-84,Muškarci,72804.67
2030,Broj,85-89,Muškarci,40391.95
2030,Broj,90-94,Muškarci,16240.74
2030,Broj,95-99,Muškarci,8049.14
2030,Broj,100-104,Muškarci,1743.26
2030,Broj,105-109,Muškarci,192.45
2030,Broj,110-114,Muškarci,6.94
2030,Broj,115-119,Muškarci,0.26
2030,Broj,120+,Muškarci,0.01
2030,Broj,120+,Muškarci,0.0
2030,_%,Total,Muškarci,100.0
2030,_%,0-4,Muškarci,4.05
2030,_%,5-9,Muškarci,4.5
2030,_%,10-14,Muškarci,4.88
2030,_%,15-19,Muškarci,5.17
2030,_%,20-24,Muškarci,5.2
2030,_%,25-29,Muškarci,4.64
2030,_%,30-34,Muškarci,5.45
2030,_%,35-39,Muškarci,5.85
2030,_%,40-44,Muškarci,6.74
2030,_%,45-49,Muškarci,7.3
2030,_%,50-54,Muškarci,7.44
2030,_%,55-59,Muškarci,7.43
2030,_%,60-64,Muškarci,7.48
2030,_%,65-69,Muškarci,7.75
2030,_%,70-74,Muškarci,6.72
2030,_%,75-79,Muškarci,4.91
2030,_%,80-84,Muškarci,2.72
2030,_%,85-89,Muškarci,1.09
2030,_%,90-94,Muškarci,0.54
2030,_%,95-99,Muškarci,0.12
2030,_%,100-104,Muškarci,0.01
2030,_%,105-109,Muškarci,0.0
2030,_%,110-114,Muškarci,0.0
2030,_%,115-119,Muškarci,0.0
2030,_%,120+,Muškarci,0.0
2035,Broj,0-4,Muškarci,1382448.5
2035,Broj,5-9,Muškarci,52623.2
2035,Broj,10-14,Muškarci,58496.73
2035,Broj,15-19,Muškarci,65455.94
2035,Broj,20-24,Muškarci,69870.83
2035,Broj,25-29,Muškarci,67171.05
2035,Broj,30-34,Muškarci,65463.74
2035,Broj,35-39,Muškarci,61478.71
2035,Broj,40-44,Muškarci,73844.29
2035,Broj,45-49,Muškarci,80576.96
2035,Broj,50-54,Muškarci,94057.93
2035,Broj,55-59,Muškarci,103224.18
2035,Broj,60-64,Muškarci,106183.19
2035,Broj,65-69,Muškarci,106303.73
2035,Broj,70-74,Muškarci,104587.35
2035,Broj,75-79,Muškarci,102612.5
2035,Broj,80-84,Muškarci,81727.25
2035,Broj,85-89,Muškarci,53283.28
2035,Broj,90-94,Muškarci,24779.77
2035,Broj,95-99,Muškarci,7632.33
2035,Broj,100-104,Muškarci,2680.88
2035,Broj,105-109,Muškarci,371.24
2035,Broj,110-114,Muškarci,23.02
2035,Broj,115-119,Muškarci,0.4
2035,Broj,120+,Muškarci,0.01
2035,Broj,120+,Muškarci,0.0
2035,_%,Total,Muškarci,100.0
2035,_%,0-4,Muškarci,3.81
2035,_%,5-9,Muškarci,4.23
2035,_%,10-14,Muškarci,4.73
2035,_%,15-19,Muškarci,5.05
2035,_%,20-24,Muškarci,4.86
2035,_%,25-29,Muškarci,4.74
2035,_%,30-34,Muškarci,4.45
2035,_%,35-39,Muškarci,5.34
2035,_%,40-44,Muškarci,5.83
2035,_%,45-49,Muškarci,6.8
2035,_%,50-54,Muškarci,7.47
2035,_%,55-59,Muškarci,7.68
2035,_%,60-64,Muškarci,7.69
2035,_%,65-69,Muškarci,7.57
2035,_%,70-74,Muškarci,7.42
2035,_%,75-79,Muškarci,5.91
2035,_%,80-84,Muškarci,3.85
2035,_%,85-89,Muškarci,1.79
2035,_%,90-94,Muškarci,0.55
2035,_%,95-99,Muškarci,0.19
2035,_%,100-104,Muškarci,0.03
2035,_%,105-109,Muškarci,0.0
2035,_%,110-114,Muškarci,0.0
2035,_%,115-119,Muškarci,0.0
2035,_%,120+,Muškarci,0.0
2040,Broj,0-4,Muškarci,1278118.72
2040,Broj,5-9,Muškarci,47005.39
2040,Broj,10-14,Muškarci,51227.4
2040,Broj,15-19,Muškarci,57370.72
2040,Broj,20-24,Muškarci,63044.09
2040,Broj,25-29,Muškarci,61175.78
2040,Broj,30-34,Muškarci,57032.31
2040,Broj,35-39,Muškarci,58052.51
2040,Broj,40-44,Muškarci,56629.24
2040,Broj,45-49,Muškarci,68696.57
2040,Broj,50-54,Muškarci,76086.22
2040,Broj,55-59,Muškarci,89687.55
2040,Broj,60-64,Muškarci,99257.34
2040,Broj,65-69,Muškarci,102379.57
2040,Broj,70-74,Muškarci,100505.43
2040,Broj,75-79,Muškarci,94133.25
2040,Broj,80-84,Muškarci,85243.7
2040,Broj,85-89,Muškarci,61050.9
2040,Broj,90-94,Muškarci,33796.18
2040,Broj,95-99,Muškarci,12386.95
2040,Broj,100-104,Muškarci,2695.94
2040,Broj,105-109,Muškarci,612.92
2040,Broj,110-114,Muškarci,47.37
2040,Broj,115-119,Muškarci,1.38
2040,Broj,120+,Muškarci,0.01
2040,Broj,120+,Muškarci,0.0
2040,_%,Total,Muškarci,100.0
2040,_%,0-4,Muškarci,3.68
2040,_%,5-9,Muškarci,4.01
2040,_%,10-14,Muškarci,4.49
2040,_%,15-19,Muškarci,4.93
2040,_%,20-24,Muškarci,4.79
2040,_%,25-29,Muškarci,4.46
2040,_%,30-34,Muškarci,4.54
2040,_%,35-39,Muškarci,4.43
2040,_%,40-44,Muškarci,5.37
2040,_%,45-49,Muškarci,5.95
2040,_%,50-54,Muškarci,7.02
2040,_%,55-59,Muškarci,7.77
2040,_%,60-64,Muškarci,8.01
2040,_%,65-69,Muškarci,7.86
2040,_%,70-74,Muškarci,7.36
2040,_%,75-79,Muškarci,6.67
2040,_%,80-84,Muškarci,4.78
2040,_%,85-89,Muškarci,2.64
2040,_%,90-94,Muškarci,0.97
2040,_%,95-99,Muškarci,0.21
2040,_%,100-104,Muškarci,0.05
2040,_%,105-109,Muškarci,0.0
2040,_%,110-114,Muškarci,0.0
2040,_%,115-119,Muškarci,0.0
2040,_%,120+,Muškarci,0.0
2045,Broj,0-4,Muškarci,1173497.52
2045,Broj,5-9,Muškarci,42733.05
2045,Broj,10-14,Muškarci,45744.3
2045,Broj,15-19,Muškarci,50254.78
2045,Broj,20-24,Muškarci,55269.47
2045,Broj,25-29,Muškarci,55103.76
2045,Broj,30-34,Muškarci,51872.46
2045,Broj,35-39,Muškarci,50640.65
2045,Broj,40-44,Muškarci,53231.91
2045,Broj,45-49,Muškarci,53072.66
2045,Broj,50-54,Muškarci,65046.68
2045,Broj,55-59,Muškarci,72879.9
2045,Broj,60-64,Muškarci,86459.08
2045,Broj,65-69,Muškarci,95869.98
2045,Broj,70-74,Muškarci,97075.84
2045,Broj,75-79,Muškarci,91158.07
2045,Broj,80-84,Muškarci,79240.26
2045,Broj,85-89,Muškarci,64902.14
2045,Broj,90-94,Muškarci,39859.75
2045,Broj,95-99,Muškarci,17640.17
2045,Broj,100-104,Muškarci,4703.99
2045,Broj,105-109,Muškarci,652.91
2045,Broj,110-114,Muškarci,82.76
2045,Broj,115-119,Muškarci,2.92
2045,Broj,120+,Muškarci,0.04
2045,Broj,120+,Muškarci,0.0
2045,_%,Total,Muškarci,100.0
2045,_%,0-4,Muškarci,3.64
2045,_%,5-9,Muškarci,3.9
2045,_%,10-14,Muškarci,4.28
2045,_%,15-19,Muškarci,4.71
2045,_%,20-24,Muškarci,4.7
2045,_%,25-29,Muškarci,4.42
2045,_%,30-34,Muškarci,4.32
2045,_%,35-39,Muškarci,4.54
2045,_%,40-44,Muškarci,4.52
2045,_%,45-49,Muškarci,5.54
2045,_%,50-54,Muškarci,6.21
2045,_%,55-59,Muškarci,7.37
2045,_%,60-64,Muškarci,8.17
2045,_%,65-69,Muškarci,8.27
2045,_%,70-74,Muškarci,7.77
2045,_%,75-79,Muškarci,6.75
2045,_%,80-84,Muškarci,5.53
2045,_%,85-89,Muškarci,3.4
2045,_%,90-94,Muškarci,1.5
2045,_%,95-99,Muškarci,0.4
2045,_%,100-104,Muškarci,0.06
2045,_%,105-109,Muškarci,0.01
2045,_%,110-114,Muškarci,0.0
2045,_%,115-119,Muškarci,0.0
2045,_%,120+,Muškarci,0.0
2050,Broj,0-4,Muškarci,1070800.58
2050,Broj,5-9,Muškarci,38857.03
2050,Broj,10-14,Muškarci,41556.94
2050,Broj,15-19,Muškarci,44865.62
2050,Broj,20-24,Muškarci,48433.07
2050,Broj,25-29,Muškarci,48330.84
2050,Broj,30-34,Muškarci,46652.84
2050,Broj,35-39,Muškarci,45993.01
2050,Broj,40-44,Muškarci,46483.1
2050,Broj,45-49,Muškarci,49721.56
2050,Broj,50-54,Muškarci,50587.98
2050,Broj,55-59,Muškarci,62483.75
2050,Broj,60-64,Muškarci,70596.33
2050,Broj,65-69,Muškarci,83809.81
2050,Broj,70-74,Muškarci,91217.24
2050,Broj,75-79,Muškarci,88594.96
2050,Broj,80-84,Muškarci,77725.5
2050,Broj,85-89,Muškarci,61426.13
2050,Broj,90-94,Muškarci,43501.9
2050,Broj,95-99,Muškarci,21591.81
2050,Broj,100-104,Muškarci,7043.32
2050,Broj,105-109,Muškarci,1230.36
2050,Broj,110-114,Muškarci,92.17
2050,Broj,115-119,Muškarci,5.23
2050,Broj,120+,Muškarci,0.08
2050,Broj,120+,Muškarci,0.0
2050,_%,Total,Muškarci,100.0
2050,_%,0-4,Muškarci,3.63
2050,_%,5-9,Muškarci,3.88
2050,_%,10-14,Muškarci,4.19
2050,_%,15-19,Muškarci,4.52
2050,_%,20-24,Muškarci,4.51
2050,_%,25-29,Muškarci,4.36
2050,_%,30-34,Muškarci,4.3
2050,_%,35-39,Muškarci,4.34
2050,_%,40-44,Muškarci,4.64
2050,_%,45-49,Muškarci,4.72
2050,_%,50-54,Muškarci,5.84
2050,_%,55-59,Muškarci,6.59
2050,_%,60-64,Muškarci,7.83
2050,_%,65-69,Muškarci,8.52
2050,_%,70-74,Muškarci,8.27
2050,_%,75-79,Muškarci,7.26
2050,_%,80-84,Muškarci,5.74
2050,_%,85-89,Muškarci,4.06
2050,_%,90-94,Muškarci,2.02
2050,_%,95-99,Muškarci,0.66
2050,_%,100-104,Muškarci,0.11
2050,_%,105-109,Muškarci,0.01
2050,_%,110-114,Muškarci,0.0
2050,_%,115-119,Muškarci,0.0
2050,_%,120+,Muškarci,0.0
2055,Broj,0-4,Muškarci,972050.87
2055,Broj,5-9,Muškarci,35199.5
2055,Broj,10-14,Muškarci,37761.93
2055,Broj,15-19,Muškarci,40729.74
2055,Broj,20-24,Muškarci,43237.67
2055,Broj,25-29,Muškarci,42380.37
2055,Broj,30-34,Muškarci,40955.29
2055,Broj,35-39,Muškarci,41320.62
2055,Broj,40-44,Muškarci,42176.66
2055,Broj,45-49,Muškarci,43460.58
2055,Broj,50-54,Muškarci,47274.45
2055,Broj,55-59,Muškarci,48899.51
2055,Broj,60-64,Muškarci,60720.63
2055,Broj,65-69,Muškarci,68811.49
2055,Broj,70-74,Muškarci,80112.44
2055,Broj,75-79,Muškarci,83747.42
2055,Broj,80-84,Muškarci,76321.76
2055,Broj,85-89,Muškarci,61315.95
2055,Broj,90-94,Muškarci,42157.95
2055,Broj,95-99,Muškarci,24345.11
2055,Broj,100-104,Muškarci,8994.12
2055,Broj,105-109,Muškarci,1935.46
2055,Broj,110-114,Muškarci,186.15
2055,Broj,115-119,Muškarci,5.93
2055,Broj,120+,Muškarci,0.15
2055,Broj,120+,Muškarci,0.0
2055,_%,Total,Muškarci,100.0
2055,_%,0-4,Muškarci,3.62
2055,_%,5-9,Muškarci,3.88
2055,_%,10-14,Muškarci,4.19
2055,_%,15-19,Muškarci,4.45
2055,_%,20-24,Muškarci,4.36
2055,_%,25-29,Muškarci,4.21
2055,_%,30-34,Muškarci,4.25
2055,_%,35-39,Muškarci,4.34
2055,_%,40-44,Muškarci,4.47
2055,_%,45-49,Muškarci,4.86
2055,_%,50-54,Muškarci,5.03
2055,_%,55-59,Muškarci,6.25
2055,_%,60-64,Muškarci,7.08
2055,_%,65-69,Muškarci,8.24
2055,_%,70-74,Muškarci,8.62
2055,_%,75-79,Muškarci,7.85
2055,_%,80-84,Muškarci,6.31
2055,_%,85-89,Muškarci,4.34
2055,_%,90-94,Muškarci,2.5
2055,_%,95-99,Muškarci,0.93
2055,_%,100-104,Muškarci,0.2
2055,_%,105-109,Muškarci,0.02
2055,_%,110-114,Muškarci,0.0
2055,_%,115-119,Muškarci,0.0
2055,_%,120+,Muškarci,0.0
2060,Broj,0-4,Muškarci,878275.53
2060,Broj,5-9,Muškarci,31669.97
2060,Broj,10-14,Muškarci,34191.84
2060,Broj,15-19,Muškarci,36987.89
2060,Broj,20-24,Muškarci,39231.42
2060,Broj,25-29,Muškarci,37844.08
2060,Broj,30-34,Muškarci,35953.88
2060,Broj,35-39,Muškarci,36312.32
2060,Broj,40-44,Muškarci,37865.44
2060,Broj,45-49,Muškarci,39413.08
2060,Broj,50-54,Muškarci,41369.7
2060,Broj,55-59,Muškarci,45622.73
2060,Broj,60-64,Muškarci,47809.01
2060,Broj,65-69,Muškarci,59391.33
2060,Broj,70-74,Muškarci,66174.08
2060,Broj,75-79,Muškarci,73966.9
2060,Broj,80-84,Muškarci,72796.88
2060,Broj,85-89,Muškarci,61014.45
2060,Broj,90-94,Muškarci,43035.44
2060,Broj,95-99,Muškarci,24244.79
2060,Broj,100-104,Muškarci,10494.65
2060,Broj,105-109,Muškarci,2569.55
2060,Broj,110-114,Muškarci,303.46
2060,Broj,115-119,Muškarci,12.46
2060,Broj,120+,Muškarci,0.17
2060,Broj,120+,Muškarci,0.0
2060,_%,Total,Muškarci,100.0
2060,_%,0-4,Muškarci,3.61
2060,_%,5-9,Muškarci,3.89
2060,_%,10-14,Muškarci,4.21
2060,_%,15-19,Muškarci,4.47
2060,_%,20-24,Muškarci,4.31
2060,_%,25-29,Muškarci,4.09
2060,_%,30-34,Muškarci,4.13
2060,_%,35-39,Muškarci,4.31
2060,_%,40-44,Muškarci,4.49
2060,_%,45-49,Muškarci,4.71
2060,_%,50-54,Muškarci,5.19
