Year,UNIT_MEASURE,ADMIN_AREA,Value
2005,NUMBER,BiH,351.0
2006,NUMBER,BiH,331.0
2007,NUMBER,BiH,918.0
2008,NUMBER,BiH,852.0
2010,NUMBER,BiH,876.0
2011,NUMBER,BiH,852.0
2012,NUMBER,BiH,488.0
2013,NUMBER,BiH,307.0
2014,NUMBER,BiH,208.0
2015,NUMBER,BiH,538.0
2016,NUMBER,BiH,1023.0
2017,NUMBER,BiH,556.0
