Year,UNIT_MEASURE,Entity,Value
1997,%,BiH,0.34
1998,%,BiH,0.16
1999,%,BiH,0.1
2000,%,BiH,0.06
2001,%,BiH,0.04
2002,%,BiH,0.05
2003,%,BiH,0.04
2004,%,BiH,0.06
2005,%,BiH,0.09
2006,%,BiH,0.05
2007,%,BiH,0.06
2008,%,BiH,0.05
2009,%,BiH,-0.03
2010,%,BiH,0.01
2011,%,BiH,0.01
2012,%,BiH,-0.01
2013,%,BiH,0.02
2014,%,BiH,0.01
2015,%,BiH,0.03
2016,%,BiH,0.03
2017,%,BiH,0.02
2018,%,BiH,0.04
2019,%,BiH,0.03
