Year,UNIT_MEASURE,SEX,AGE,Value
1991,NUMBER,M,115,1
1991,NUMBER,M,116,1
1991,NUMBER,M,117,0
1991,NUMBER,M,118,0
1991,NUMBER,M,119,0
1991,NUMBER,M,120,0
1991,NUMBER,M,Unknown,33305
1991,NUMBER,M,Total,2040777
2013,NUMBER,M,0,16903
2013,NUMBER,M,1,17554
2013,NUMBER,M,2,17702
2013,NUMBER,M,3,18414
2013,NUMBER,M,4,18869
2013,NUMBER,M,5,18628
2013,NUMBER,M,6,17919
2013,NUMBER,M,7,17840
2013,NUMBER,M,8,18233
2013,NUMBER,M,9,18261
2013,NUMBER,M,10,18852
2013,NUMBER,M,11,18927
2013,NUMBER,M,12,19792
2013,NUMBER,M,13,20142
2013,NUMBER,M,14,20940
2013,NUMBER,M,15,23451
2013,NUMBER,M,16,26860
2013,NUMBER,M,17,26386
2013,NUMBER,M,18,25720
2013,NUMBER,M,19,22483
2013,NUMBER,M,20,20046
2013,NUMBER,M,21,22471
2013,NUMBER,M,22,24919
2013,NUMBER,M,23,24879
2013,NUMBER,M,24,24568
2013,NUMBER,M,25,25613
2013,NUMBER,M,26,25705
2013,NUMBER,M,27,25385
2013,NUMBER,M,28,25978
2013,NUMBER,M,29,26567
2013,NUMBER,M,30,25918
2013,NUMBER,M,31,26042
2013,NUMBER,M,32,25977
2013,NUMBER,M,33,25484
2013,NUMBER,M,34,25172
2013,NUMBER,M,35,25311
2013,NUMBER,M,36,25257
2013,NUMBER,M,37,25960
2013,NUMBER,M,38,25048
2013,NUMBER,M,39,24569
2013,NUMBER,M,40,24243
2013,NUMBER,M,41,25114
2013,NUMBER,M,42,24288
2013,NUMBER,M,43,23137
2013,NUMBER,M,44,24813
2013,NUMBER,M,45,24860
2013,NUMBER,M,46,25923
2013,NUMBER,M,47,26306
2013,NUMBER,M,48,26622
2013,NUMBER,M,49,26376
2013,NUMBER,M,50,26608
2013,NUMBER,M,51,27608
2013,NUMBER,M,52,27483
2013,NUMBER,M,53,26932
2013,NUMBER,M,54,27522
2013,NUMBER,M,55,25408
2013,NUMBER,M,56,24635
2013,NUMBER,M,57,25307
2013,NUMBER,M,58,25459
2013,NUMBER,M,59,24767
2013,NUMBER,M,60,24264
2013,NUMBER,M,61,22001
2013,NUMBER,M,62,19976
2013,NUMBER,M,63,19791
2013,NUMBER,M,64,18938
2013,NUMBER,M,65,16093
2013,NUMBER,M,66,17233
2013,NUMBER,M,67,13168
2013,NUMBER,M,68,11390
2013,NUMBER,M,69,11182
2013,NUMBER,M,70,10708
2013,NUMBER,M,71,11682
2013,NUMBER,M,72,12526
2013,NUMBER,M,73,13023
2013,NUMBER,M,74,11915
2013,NUMBER,M,75,11246
2013,NUMBER,M,76,10531
2013,NUMBER,M,77,9642
2013,NUMBER,M,78,8361
2013,NUMBER,M,79,7623
2013,NUMBER,M,80,6198
2013,NUMBER,M,81,5674
2013,NUMBER,M,82,4618
2013,NUMBER,M,83,4065
2013,NUMBER,M,84,3214
2013,NUMBER,M,85,2842
2013,NUMBER,M,86,1811
2013,NUMBER,M,87,1307
2013,NUMBER,M,88,902
2013,NUMBER,M,89,693
2013,NUMBER,M,90,477
2013,NUMBER,M,91,338
2013,NUMBER,M,92,232
2013,NUMBER,M,93,173
2013,NUMBER,M,94,91
2013,NUMBER,M,95,31
2013,NUMBER,M,96,26
2013,NUMBER,M,97,15
2013,NUMBER,M,98,19
2013,NUMBER,M,99,17
2013,NUMBER,M,100,8
2013,NUMBER,M,101,4
2013,NUMBER,M,102,8
2013,NUMBER,M,103,4
2013,NUMBER,M,104,5
2013,NUMBER,M,105,3
2013,NUMBER,M,106,4
2013,NUMBER,M,107,5
2013,NUMBER,M,108,2
2013,NUMBER,M,109,3
2013,NUMBER,M,110,3
2013,NUMBER,M,111,2
2013,NUMBER,M,112,11
2013,NUMBER,M,113,16
2013,NUMBER,M,114,0
2013,NUMBER,M,115,0
2013,NUMBER,M,116,0
2013,NUMBER,M,117,0
2013,NUMBER,M,118,0
2013,NUMBER,M,119,0
2013,NUMBER,M,120,0
2013,NUMBER,M,Unknown,0
2013,NUMBER,M,Total,1732270
1971,NUMBER,F,0,38333
1971,NUMBER,F,1,38296
1971,NUMBER,F,2,38840
1971,NUMBER,F,3,40730
1971,NUMBER,F,4,42177
1971,NUMBER,F,5,42916
1971,NUMBER,F,6,43197
1971,NUMBER,F,7,43242
1971,NUMBER,F,8,43635
1971,NUMBER,F,9,43949
1971,NUMBER,F,10,45073
1971,NUMBER,F,11,43500
1971,NUMBER,F,12,44865
1971,NUMBER,F,13,41522
1971,NUMBER,F,14,42173
1971,NUMBER,F,15,42277
1971,NUMBER,F,16,44465
1971,NUMBER,F,17,40366
1971,NUMBER,F,18,43071
1971,NUMBER,F,19,31993
1971,NUMBER,F,20,34938
1971,NUMBER,F,21,34050
1971,NUMBER,F,22,30806
1971,NUMBER,F,23,28458
1971,NUMBER,F,24,28992
1971,NUMBER,F,25,22036
1971,NUMBER,F,26,21800
1971,NUMBER,F,27,22022
1971,NUMBER,F,28,23587
1971,NUMBER,F,29,26558
1971,NUMBER,F,30,28718
1971,NUMBER,F,31,30492
1971,NUMBER,F,32,29326
1971,NUMBER,F,33,30031
1971,NUMBER,F,34,30291
1971,NUMBER,F,35,30125
1971,NUMBER,F,36,29644
1971,NUMBER,F,37,29124
1971,NUMBER,F,38,27977
1971,NUMBER,F,39,24577
1971,NUMBER,F,40,26502
1971,NUMBER,F,41,25610
1971,NUMBER,F,42,25976
1971,NUMBER,F,43,23389
1971,NUMBER,F,44,22758
1971,NUMBER,F,45,21832
1971,NUMBER,F,46,19948
1971,NUMBER,F,47,18754
1971,NUMBER,F,48,19609
1971,NUMBER,F,49,16081
1971,NUMBER,F,50,18945
1971,NUMBER,F,51,15778
1971,NUMBER,F,52,10112
1971,NUMBER,F,53,8337
1971,NUMBER,F,54,7599
1971,NUMBER,F,55,10145
1971,NUMBER,F,56,15395
1971,NUMBER,F,57,13164
1971,NUMBER,F,58,14739
1971,NUMBER,F,59,12358
1971,NUMBER,F,60,15815
1971,NUMBER,F,61,12020
1971,NUMBER,F,62,10405
1971,NUMBER,F,63,10981
1971,NUMBER,F,64,10419
1971,NUMBER,F,65,10817
1971,NUMBER,F,66,9282
1971,NUMBER,F,67,7931
1971,NUMBER,F,68,7302
1971,NUMBER,F,69,6886
1971,NUMBER,F,70,12749
1971,NUMBER,F,71,6088
1971,NUMBER,F,72,4344
1971,NUMBER,F,73,3632
1971,NUMBER,F,74,3600
1971,NUMBER,F,75,3888
1971,NUMBER,F,76,2871
1971,NUMBER,F,77,2345
1971,NUMBER,F,78,2555
1971,NUMBER,F,79,1889
1971,NUMBER,F,80,2540
1971,NUMBER,F,81,1540
1971,NUMBER,F,82,1703
1971,NUMBER,F,83,1083
1971,NUMBER,F,84,986
1971,NUMBER,F,85,1171
1971,NUMBER,F,86,801
1971,NUMBER,F,87,530
1971,NUMBER,F,88,531
1971,NUMBER,F,89,443
1971,NUMBER,F,90,612
1971,NUMBER,F,91,288
1971,NUMBER,F,92,210
1971,NUMBER,F,93,122
1971,NUMBER,F,94,151
1971,NUMBER,F,95,206
1971,NUMBER,F,96,119
1971,NUMBER,F,97,95
1971,NUMBER,F,98,72
1971,NUMBER,F,99,22
1971,NUMBER,F,100,47
1971,NUMBER,F,101,0
1971,NUMBER,F,102,0
1971,NUMBER,F,103,0
1971,NUMBER,F,104,0
1971,NUMBER,F,105,0
1971,NUMBER,F,106,0
1971,NUMBER,F,107,0
1971,NUMBER,F,108,0
1971,NUMBER,F,109,0
1971,NUMBER,F,110,0
1971,NUMBER,F,111,0
1971,NUMBER,F,112,0
1971,NUMBER,F,113,0
1971,NUMBER,F,114,0
1971,NUMBER,F,115,0
1971,NUMBER,F,116,0
1971,NUMBER,F,117,0
1971,NUMBER,F,118,0
1971,NUMBER,F,119,0
1971,NUMBER,F,120,0
1971,NUMBER,F,Unknown,7217
1971,NUMBER,F,Total,1911511
1981,NUMBER,F,0,35280
1981,NUMBER,F,1,34234
1981,NUMBER,F,2,32792
1981,NUMBER,F,3,33582
1981,NUMBER,F,4,34802
1981,NUMBER,F,5,35169
1981,NUMBER,F,6,34771
1981,NUMBER,F,7,34792
1981,NUMBER,F,8,35760
1981,NUMBER,F,9,36638
1981,NUMBER,F,10,35353
1981,NUMBER,F,11,36282
1981,NUMBER,F,12,37662
1981,NUMBER,F,13,39115
1981,NUMBER,F,14,40735
1981,NUMBER,F,15,41716
1981,NUMBER,F,16,41590
1981,NUMBER,F,17,41548
1981,NUMBER,F,18,41752
1981,NUMBER,F,19,41290
1981,NUMBER,F,20,40895
1981,NUMBER,F,21,37939
1981,NUMBER,F,22,38315
1981,NUMBER,F,23,34847
1981,NUMBER,F,24,34695
1981,NUMBER,F,25,33446
1981,NUMBER,F,26,34986
1981,NUMBER,F,27,31309
1981,NUMBER,F,28,34275
1981,NUMBER,F,29,25682
1981,NUMBER,F,30,28730
1981,NUMBER,F,31,28400
1981,NUMBER,F,32,26255
1981,NUMBER,F,33,24336
1981,NUMBER,F,34,25751
1981,NUMBER,F,35,19329
1981,NUMBER,F,36,19371
1981,NUMBER,F,37,19916
1981,NUMBER,F,38,21443
1981,NUMBER,F,39,24338
1981,NUMBER,F,40,26233
1981,NUMBER,F,41,28079
1981,NUMBER,F,42,26954
1981,NUMBER,F,43,27857
1981,NUMBER,F,44,28234
1981,NUMBER,F,45,27891
1981,NUMBER,F,46,27520
1981,NUMBER,F,47,27077
1981,NUMBER,F,48,26034
1981,NUMBER,F,49,23094
1981,NUMBER,F,50,24885
1981,NUMBER,F,51,23880
1981,NUMBER,F,52,24474
1981,NUMBER,F,53,22276
1981,NUMBER,F,54,21420
1981,NUMBER,F,55,20730
1981,NUMBER,F,56,18844
1981,NUMBER,F,57,17578
1981,NUMBER,F,58,18421
1981,NUMBER,F,59,14521
1981,NUMBER,F,60,17654
1981,NUMBER,F,61,14416
1981,NUMBER,F,62,8790
1981,NUMBER,F,63,7275
1981,NUMBER,F,64,6488
1981,NUMBER,F,65,8550
1981,NUMBER,F,66,13000
1981,NUMBER,F,67,11043
1981,NUMBER,F,68,12293
1981,NUMBER,F,69,9381
1981,NUMBER,F,70,12131
1981,NUMBER,F,71,8613
1981,NUMBER,F,72,7417
1981,NUMBER,F,73,7605
1981,NUMBER,F,74,7026
1981,NUMBER,F,75,7144
1981,NUMBER,F,76,5749
1981,NUMBER,F,77,4825
1981,NUMBER,F,78,4213
1981,NUMBER,F,79,3216
1981,NUMBER,F,80,6952
1981,NUMBER,F,81,2451
1981,NUMBER,F,82,1818
1981,NUMBER,F,83,1531
1981,NUMBER,F,84,1371
1981,NUMBER,F,85,1316
1981,NUMBER,F,86,953
1981,NUMBER,F,87,732
1981,NUMBER,F,88,956
1981,NUMBER,F,89,489
1981,NUMBER,F,90,654
1981,NUMBER,F,91,335
1981,NUMBER,F,92,352
1981,NUMBER,F,93,206
1981,NUMBER,F,94,251
1981,NUMBER,F,95,201
1981,NUMBER,F,96,145
1981,NUMBER,F,97,123
1981,NUMBER,F,98,130
1981,NUMBER,F,99,81
1981,NUMBER,F,100,81
1981,NUMBER,F,101,0
1981,NUMBER,F,102,0
1981,NUMBER,F,103,0
1981,NUMBER,F,104,0
1981,NUMBER,F,105,0
1981,NUMBER,F,106,0
1981,NUMBER,F,107,0
1981,NUMBER,F,108,0
1981,NUMBER,F,109,0
1981,NUMBER,F,110,0
1981,NUMBER,F,111,0
1981,NUMBER,F,112,0
1981,NUMBER,F,113,0
1981,NUMBER,F,114,0
1981,NUMBER,F,115,0
1981,NUMBER,F,116,0
1981,NUMBER,F,117,0
1981,NUMBER,F,118,0
1981,NUMBER,F,119,0
1981,NUMBER,F,120,0
1981,NUMBER,F,Unknown,2743
1981,NUMBER,F,Total,2005823
1991,NUMBER,F,0,30570
1991,NUMBER,F,1,31014
1991,NUMBER,F,2,31395
1991,NUMBER,F,3,32377
1991,NUMBER,F,4,31752
1991,NUMBER,F,5,32780
1991,NUMBER,F,6,32878
1991,NUMBER,F,7,32968
1991,NUMBER,F,8,33044
1991,NUMBER,F,9,32855
1991,NUMBER,F,10,32752
1991,NUMBER,F,11,32705
1991,NUMBER,F,12,31952
1991,NUMBER,F,13,32544
1991,NUMBER,F,14,33459
1991,NUMBER,F,15,33514
1991,NUMBER,F,16,32846
1991,NUMBER,F,17,32628
1991,NUMBER,F,18,33084
1991,NUMBER,F,19,33558
1991,NUMBER,F,20,31155
1991,NUMBER,F,21,31925
1991,NUMBER,F,22,31936
1991,NUMBER,F,23,33108
1991,NUMBER,F,24,33970
1991,NUMBER,F,25,34102
1991,NUMBER,F,26,33667
1991,NUMBER,F,27,33601
1991,NUMBER,F,28,34204
1991,NUMBER,F,29,35045
1991,NUMBER,F,30,35249
1991,NUMBER,F,31,33814
1991,NUMBER,F,32,34831
1991,NUMBER,F,33,32191
1991,NUMBER,F,34,32225
1991,NUMBER,F,35,31697
1991,NUMBER,F,36,33419
1991,NUMBER,F,37,29459
1991,NUMBER,F,38,33023
1991,NUMBER,F,39,25135
1991,NUMBER,F,40,27801
1991,NUMBER,F,41,27723
1991,NUMBER,F,42,24943
1991,NUMBER,F,43,23359
1991,NUMBER,F,44,24989
1991,NUMBER,F,45,18151
1991,NUMBER,F,46,18334
1991,NUMBER,F,47,18770
1991,NUMBER,F,48,19808
1991,NUMBER,F,49,22961
1991,NUMBER,F,50,25130
1991,NUMBER,F,51,26253
1991,NUMBER,F,52,25199
1991,NUMBER,F,53,26238
1991,NUMBER,F,54,25889
1991,NUMBER,F,55,26045
1991,NUMBER,F,56,25776
1991,NUMBER,F,57,24901
1991,NUMBER,F,58,23545
1991,NUMBER,F,59,21983
1991,NUMBER,F,60,22979
1991,NUMBER,F,61,21923
1991,NUMBER,F,62,21311
1991,NUMBER,F,63,19962
1991,NUMBER,F,64,18953
1991,NUMBER,F,65,17885
1991,NUMBER,F,66,16141
1991,NUMBER,F,67,15015
1991,NUMBER,F,68,14736
1991,NUMBER,F,69,12601
1991,NUMBER,F,70,13274
1991,NUMBER,F,71,11169
1991,NUMBER,F,72,6092
1991,NUMBER,F,73,5054
1991,NUMBER,F,74,4325
1991,NUMBER,F,75,5338
1991,NUMBER,F,76,7905
1991,NUMBER,F,77,6570
1991,NUMBER,F,78,6657
1991,NUMBER,F,79,5123
1991,NUMBER,F,80,5510
1991,NUMBER,F,81,4055
1991,NUMBER,F,82,3142
1991,NUMBER,F,83,2976
1991,NUMBER,F,84,2462
1991,NUMBER,F,85,2215
1991,NUMBER,F,86,1794
1991,NUMBER,F,87,1359
1991,NUMBER,F,88,1046
1991,NUMBER,F,89,743
1991,NUMBER,F,90,965
1991,NUMBER,F,91,417
1991,NUMBER,F,92,263
1991,NUMBER,F,93,187
1991,NUMBER,F,94,127
1991,NUMBER,F,95,114
1991,NUMBER,F,96,76
1991,NUMBER,F,97,65
1991,NUMBER,F,98,45
1991,NUMBER,F,99,29
1991,NUMBER,F,100,37
1991,NUMBER,F,101,19
1991,NUMBER,F,102,10
1991,NUMBER,F,103,14
1991,NUMBER,F,104,5
1991,NUMBER,F,105,5
1991,NUMBER,F,106,3
1991,NUMBER,F,107,2
1991,NUMBER,F,108,1
1991,NUMBER,F,109,1
1991,NUMBER,F,110,3
1991,NUMBER,F,111,2
1991,NUMBER,F,112,1
1991,NUMBER,F,113,1
1991,NUMBER,F,114,2
1991,NUMBER,F,115,2
1991,NUMBER,F,116,0
1991,NUMBER,F,117,0
1991,NUMBER,F,118,0
1991,NUMBER,F,119,0
1991,NUMBER,F,120,0
1991,NUMBER,F,Unknown,36922
1991,NUMBER,F,Total,2099862
2013,NUMBER,F,0,16083
2013,NUMBER,F,1,16740
2013,NUMBER,F,2,16687
2013,NUMBER,F,3,17460
2013,NUMBER,F,4,17652
2013,NUMBER,F,5,17538
2013,NUMBER,F,6,17000
2013,NUMBER,F,7,17103
2013,NUMBER,F,8,17218
2013,NUMBER,F,9,17240
2013,NUMBER,F,10,17601
2013,NUMBER,F,11,17848
2013,NUMBER,F,12,18804
2013,NUMBER,F,13,19314
2013,NUMBER,F,14,20455
2013,NUMBER,F,15,22113
2013,NUMBER,F,16,25155
2013,NUMBER,F,17,25017
2013,NUMBER,F,18,24591
2013,NUMBER,F,19,20966
2013,NUMBER,F,20,18779
2013,NUMBER,F,21,21883
2013,NUMBER,F,22,23484
2013,NUMBER,F,23,23317
2013,NUMBER,F,24,23710
2013,NUMBER,F,25,24520
2013,NUMBER,F,26,23973
2013,NUMBER,F,27,24410
2013,NUMBER,F,28,24468
2013,NUMBER,F,29,25699
2013,NUMBER,F,30,24816
2013,NUMBER,F,31,24869
2013,NUMBER,F,32,25000
2013,NUMBER,F,33,24849
2013,NUMBER,F,34,24506
2013,NUMBER,F,35,24477
2013,NUMBER,F,36,24662
2013,NUMBER,F,37,25367
2013,NUMBER,F,38,24448
2013,NUMBER,F,39,24167
2013,NUMBER,F,40,23975
2013,NUMBER,F,41,24626
2013,NUMBER,F,42,23848
2013,NUMBER,F,43,22878
2013,NUMBER,F,44,24216
2013,NUMBER,F,45,24811
2013,NUMBER,F,46,25750
2013,NUMBER,F,47,26464
2013,NUMBER,F,48,27078
2013,NUMBER,F,49,26738
2013,NUMBER,F,50,27178
2013,NUMBER,F,51,28521
2013,NUMBER,F,52,28105
2013,NUMBER,F,53,28144
2013,NUMBER,F,54,28474
2013,NUMBER,F,55,27181
2013,NUMBER,F,56,25712
2013,NUMBER,F,57,26625
2013,NUMBER,F,58,27287
2013,NUMBER,F,59,26156
2013,NUMBER,F,60,26573
2013,NUMBER,F,61,24676
2013,NUMBER,F,62,22355
2013,NUMBER,F,63,22779
2013,NUMBER,F,64,21898
2013,NUMBER,F,65,19700
2013,NUMBER,F,66,20555
2013,NUMBER,F,67,16012
2013,NUMBER,F,68,14354
2013,NUMBER,F,69,13882
2013,NUMBER,F,70,14350
2013,NUMBER,F,71,15308
2013,NUMBER,F,72,16801
2013,NUMBER,F,73,17753
2013,NUMBER,F,74,16389
2013,NUMBER,F,75,16063
2013,NUMBER,F,76,14882
2013,NUMBER,F,77,14308
2013,NUMBER,F,78,12871
2013,NUMBER,F,79,11740
2013,NUMBER,F,80,10033
2013,NUMBER,F,81,9067
2013,NUMBER,F,82,7441
2013,NUMBER,F,83,6934
2013,NUMBER,F,84,5392
2013,NUMBER,F,85,4758
2013,NUMBER,F,86,3547
2013,NUMBER,F,87,2852
2013,NUMBER,F,88,2153
2013,NUMBER,F,89,1657
2013,NUMBER,F,90,1268
2013,NUMBER,F,91,892
2013,NUMBER,F,92,593
2013,NUMBER,F,93,551
2013,NUMBER,F,94,247
2013,NUMBER,F,95,118
2013,NUMBER,F,96,93
2013,NUMBER,F,97,51
2013,NUMBER,F,98,73
2013,NUMBER,F,99,41
2013,NUMBER,F,100,30
2013,NUMBER,F,101,20
2013,NUMBER,F,102,20
2013,NUMBER,F,103,8
2013,NUMBER,F,104,1
2013,NUMBER,F,105,6
2013,NUMBER,F,106,5
2013,NUMBER,F,107,3
2013,NUMBER,F,108,2
2013,NUMBER,F,109,1
2013,NUMBER,F,110,2
2013,NUMBER,F,111,1
2013,NUMBER,F,112,9
2013,NUMBER,F,113,15
2013,NUMBER,F,114,0
2013,NUMBER,F,115,0
2013,NUMBER,F,116,0
2013,NUMBER,F,117,0
2013,NUMBER,F,118,0
2013,NUMBER,F,119,0
2013,NUMBER,F,120,0
2013,NUMBER,F,Unknown,0
2013,NUMBER,F,Total,1798889
2013,% of total,F,0,16083
2013,% of total,F,1,16740
2013,% of total,F,2,16687
2013,% of total,F,3,17460
2013,% of total,F,4,17652
2013,% of total,F,5,17538
2013,% of total,F,6,17000
2013,% of total,F,7,17103
2013,% of total,F,8,17218
2013,% of total,F,9,17240
2013,% of total,F,10,17601
2013,% of total,F,11,17848
2013,% of total,F,12,18804
2013,% of total,F,13,19314
2013,% of total,F,14,20455
2013,% of total,F,15,22113
2013,% of total,F,16,25155
2013,% of total,F,17,25017
2013,% of total,F,18,24591
2013,% of total,F,19,20966
2013,% of total,F,20,18779
2013,% of total,F,21,21883
2013,% of total,F,22,23484
2013,% of total,F,23,23317
2013,% of total,F,24,23710
2013,% of total,F,25,24520
2013,% of total,F,26,23973
2013,% of total,F,27,24410
2013,% of total,F,28,24468
2013,% of total,F,29,25699
2013,% of total,F,30,24816
2013,% of total,F,31,24869
2013,% of total,F,32,25000
2013,% of total,F,33,24849
2013,% of total,F,34,24506
2013,% of total,F,35,24477
2013,% of total,F,36,24662
2013,% of total,F,37,25367
2013,% of total,F,38,24448
2013,% of total,F,39,24167
2013,% of total,F,40,23975
2013,% of total,F,41,24626
2013,% of total,F,42,23848
2013,% of total,F,43,22878
2013,% of total,F,44,24216
2013,% of total,F,45,24811
2013,% of total,F,46,25750
2013,% of total,F,47,26464
2013,% of total,F,48,27078
2013,% of total,F,49,26738
2013,% of total,F,50,27178
2013,% of total,F,51,28521
2013,% of total,F,52,28105
2013,% of total,F,53,28144
2013,% of total,F,54,28474
2013,% of total,F,55,27181
2013,% of total,F,56,25712
2013,% of total,F,57,26625
2013,% of total,F,58,27287
2013,% of total,F,59,26156
2013,% of total,F,60,26573
2013,% of total,F,61,24676
2013,% of total,F,62,22355
2013,% of total,F,63,22779
2013,% of total,F,64,21898
2013,% of total,F,65,19700
2013,% of total,F,66,20555
2013,% of total,F,67,16012
2013,% of total,F,68,14354
2013,% of total,F,69,13882
2013,% of total,F,70,14350
2013,% of total,F,71,15308
2013,% of total,F,72,16801
2013,% of total,F,73,17753
2013,% of total,F,74,16389
2013,% of total,F,75,16063
2013,% of total,F,76,14882
2013,% of total,F,77,14308
2013,% of total,F,78,12871
2013,% of total,F,79,11740
2013,% of total,F,80,10033
2013,% of total,F,81,9067
2013,% of total,F,82,7441
2013,% of total,F,83,6934
2013,% of total,F,84,5392
2013,% of total,F,85,4758
2013,% of total,F,86,3547
2013,% of total,F,87,2852
2013,% of total,F,88,2153
2013,% of total,F,89,1657
2013,% of total,F,90,1268
2013,% of total,F,91,892
2013,% of total,F,92,593
2013,% of total,F,93,551
2013,% of total,F,94,247
2013,% of total,F,95,118
2013,% of total,F,96,93
2013,% of total,F,97,51
2013,% of total,F,98,73
2013,% of total,F,99,41
2013,% of total,F,100,30
2013,% of total,F,101,20
2013,% of total,F,102,20
2013,% of total,F,103,8
2013,% of total,F,104,1
2013,% of total,F,105,6
2013,% of total,F,106,5
2013,% of total,F,107,3
2013,% of total,F,108,2
2013,% of total,F,109,1
2013,% of total,F,110,2
2013,% of total,F,111,1
2013,% of total,F,112,9
2013,% of total,F,113,15
2013,% of total,F,114,0
2013,% of total,F,115,0
2013,% of total,F,116,0
2013,% of total,F,117,0
2013,% of total,F,118,0
2013,% of total,F,119,0
2013,% of total,F,120,0
2013,% of total,F,Unknown,0
2013,% of total,F,Total,1798889
