Year,UNIT_MEASURE,SEX,AGE,ADMIN_AREA,Value
2013,NUMBER,M,78,BD,215
2013,NUMBER,M,79,BD,182
2013,NUMBER,M,80,BD,144
2013,NUMBER,M,81,BD,131
2013,NUMBER,M,82,BD,82
2013,NUMBER,M,83,BD,89
2013,NUMBER,M,84,BD,67
2013,NUMBER,M,85+,BD,223
2013,NUMBER,M,Unknown,BD,0
2013,NUMBER,M,Total,BD,41250
2013,NUMBER,F,0,BD,403
2013,NUMBER,F,1,BD,415
2013,NUMBER,F,2,BD,405
2013,NUMBER,F,3,BD,379
2013,NUMBER,F,4,BD,385
2013,NUMBER,F,5,BD,386
2013,NUMBER,F,6,BD,446
2013,NUMBER,F,7,BD,399
2013,NUMBER,F,8,BD,405
2013,NUMBER,F,9,BD,441
2013,NUMBER,F,10,BD,445
2013,NUMBER,F,11,BD,404
2013,NUMBER,F,12,BD,455
2013,NUMBER,F,13,BD,444
2013,NUMBER,F,14,BD,445
2013,NUMBER,F,15,BD,512
2013,NUMBER,F,16,BD,567
2013,NUMBER,F,17,BD,566
2013,NUMBER,F,18,BD,490
2013,NUMBER,F,19,BD,469
2013,NUMBER,F,20,BD,409
2013,NUMBER,F,21,BD,456
2013,NUMBER,F,22,BD,510
2013,NUMBER,F,23,BD,514
2013,NUMBER,F,24,BD,519
2013,NUMBER,F,25,BD,558
2013,NUMBER,F,26,BD,536
2013,NUMBER,F,27,BD,504
2013,NUMBER,F,28,BD,601
2013,NUMBER,F,29,BD,622
2013,NUMBER,F,30,BD,604
2013,NUMBER,F,31,BD,635
2013,NUMBER,F,32,BD,586
2013,NUMBER,F,33,BD,621
2013,NUMBER,F,34,BD,631
2013,NUMBER,F,35,BD,614
2013,NUMBER,F,36,BD,566
2013,NUMBER,F,37,BD,620
2013,NUMBER,F,38,BD,582
2013,NUMBER,F,39,BD,599
2013,NUMBER,F,40,BD,625
2013,NUMBER,F,41,BD,640
2013,NUMBER,F,42,BD,588
2013,NUMBER,F,43,BD,554
2013,NUMBER,F,44,BD,612
2013,NUMBER,F,45,BD,580
2013,NUMBER,F,46,BD,609
2013,NUMBER,F,47,BD,644
2013,NUMBER,F,48,BD,687
2013,NUMBER,F,49,BD,617
2013,NUMBER,F,50,BD,636
2013,NUMBER,F,51,BD,640
2013,NUMBER,F,52,BD,657
2013,NUMBER,F,53,BD,675
2013,NUMBER,F,54,BD,640
2013,NUMBER,F,55,BD,581
2013,NUMBER,F,56,BD,535
2013,NUMBER,F,57,BD,592
2013,NUMBER,F,58,BD,601
2013,NUMBER,F,59,BD,604
2013,NUMBER,F,60,BD,596
2013,NUMBER,F,61,BD,578
2013,NUMBER,F,62,BD,499
2013,NUMBER,F,63,BD,568
2013,NUMBER,F,64,BD,508
2013,NUMBER,F,65,BD,505
2013,NUMBER,F,66,BD,494
2013,NUMBER,F,67,BD,402
2013,NUMBER,F,68,BD,360
2013,NUMBER,F,69,BD,401
2013,NUMBER,F,70,BD,371
2013,NUMBER,F,71,BD,327
2013,NUMBER,F,72,BD,401
2013,NUMBER,F,73,BD,404
2013,NUMBER,F,74,BD,397
2013,NUMBER,F,75,BD,379
2013,NUMBER,F,76,BD,373
2013,NUMBER,F,77,BD,350
2013,NUMBER,F,78,BD,320
2013,NUMBER,F,79,BD,298
2013,NUMBER,F,80,BD,221
2013,NUMBER,F,81,BD,196
2013,NUMBER,F,82,BD,178
2013,NUMBER,F,83,BD,157
2013,NUMBER,F,84,BD,135
2013,NUMBER,F,85+,BD,383
2013,NUMBER,F,Unknown,BD,0
2013,NUMBER,F,Total,BD,42266
