Year,UNIT_MEASURE,Value
2007,Broj,4656.72
2008,Broj,4654.39
2009,Broj,4416.16
2010,Broj,4219.6
2011,Broj,4531.53
2012,Broj,3943.13
2013,Broj,3514.59
2014,Broj,3482.45
2015,Broj,3468.57
2016,Broj,3263.66
2017,Broj,2994.82
2018,Broj,2752.17
2019,Broj,2508.7
