Year,UNIT_MEASURE,ADMIN_AREA,Value
2006,_%,BiH,60.5
2006,_%,FBIH,59.0
2006,_%,RS,63.6
2006,_%,BD,52.0
2011,_%,BiH,84.0
2011,_%,FBIH,81.5
2011,_%,RS,88.9
2011,_%,BD,65.3
