Year,Value,UNIT_MEASURE
1997,5.0,Number
1998,19.0,Number
1999,6.0,Number
2001,5.0,Number
2002,4.0,Number
2003,12.0,Number
2004,11.0,Number
2005,11.0,Number
2006,17.0,Number
2007,5.0,Number
2008,7.0,Number
2009,8.0,Number
2010,7.0,Number
2011,25.0,Number
2012,25.0,Number
2013,24.0,Number
2014,17.0,Number
2015,12.0,Number
2016,23.0,Number
2017,12.0,Number
2018,24.0,Number
2019,21.0,Number
