Year,Value,UNIT_MEASURE
2020,10.9,Number per 1000 population
2025,11.9,Number per 1000 population
2030,13.0,Number per 1000 population
2035,14.4,Number per 1000 population
2040,15.9,Number per 1000 population
2045,17.4,Number per 1000 population
2050,18.6,Number per 1000 population
2055,19.7,Number per 1000 population
2060,20.5,Number per 1000 population
2065,21.3,Number per 1000 population
2070,22.0,Number per 1000 population
