Year,Value,UNIT_MEASURE
2007,43.82,Number
2008,35.76,Number
2009,47.12,Number
2010,38.95,Number
2011,35.14,Number
2012,41.44,Number
2013,26.08,Number
2014,17.67,Number
2015,45.75,Number
2016,51.07,Number
2017,49.6,Number
