Year,Value,UNIT_MEASURE
2002,3.0,Number
2003,3.0,Number
2004,3.0,Number
2005,7.0,Number
2006,3.0,Number
2007,4.0,Number
2008,4.0,Number
2009,2.0,Number
2010,6.0,Number
2011,7.0,Number
2012,4.0,Number
2013,7.0,Number
2014,8.0,Number
2015,6.0,Number
2016,7.0,Number
2017,3.0,Number
2018,12.0,Number
2019,4.0,Number
