Year,Value,UNIT_MEASURE
2005,142,Number
2006,139,Number
2007,362,Number
2008,326,Number
2009,369,Number
2010,424,Number
2011,299,Number
2012,174,Number
2013,99,Number
2014,169,Number
2015,158,Number
2016,407,Number
2017,115,Number
