Year,Value,UNIT_MEASURE
2008,189.5,Number
2009,190.0,Number
2010,157.8,Number
2011,217.3,Number
2012,232.3,Number
2013,235.1,Number
2014,240.7,Number
2015,249.3,Number
2016,254.2,Number
2017,258.6,Number
2018,279.6,Number
