Year,Value,UNIT_MEASURE
1997,1835,Number
1998,1964,Number
1999,1995,Number
2000,1929,Number
2001,2126,Number
2002,2311,Number
2003,1918,Number
2004,1523,Number
2005,1763,Number
2006,1659,Number
2007,1826,Number
2008,1369,Number
2009,1402,Number
2010,1676,Number
2011,2309,Number
2012,2294,Number
2013,2609,Number
2014,2686,Number
2015,2963,Number
2016,2773,Number
2017,3022,Number
2018,3091,Number
2019,2790,Number
