Year,Value,UNIT_MEASURE
2008,4105.0,Number
2009,3806.0,Number
2010,3080.0,Number
2011,4598.0,Number
2012,4823.0,Number
2013,4597.0,Number
2014,4730.0,Number
2015,4788.0,Number
2016,4909.0,Number
2017,5038.0,Number
2018,4910.0,Number
