Year,Value,UNIT_MEASURE
1971,22.2,Age
1981,23.0,Age
2004,24.34,Age
2005,24.41,Age
2006,24.51,Age
2007,24.76,Age
2008,24.94,Age
2009,25.25,Age
2010,25.87,Age
2011,26.25,Age
2012,26.45,Age
2013,26.69,Age
2014,26.97,Age
2015,27.17,Age
2016,26.96,Age
2017,27.28,Age
2018,27.4,Age
2019,27.68,Age
