Year,Value,UNIT_MEASURE
1996,3645,Number
1997,3738,Number
1998,3653,Number
1999,3725,Number
2000,3781,Number
2001,3798,Number
2002,3828,Number
2003,3832,Number
2004,3842,Number
2005,3843,Number
2006,3843,Number
2007,3842,Number
2008,3842,Number
2009,3843,Number
2010,3843,Number
2011,3840,Number
2012,3836,Number
2013,3531,Number
2014,3526,Number
2015,3518,Number
2016,3511,Number
2017,3504,Number
2018,3496,Number
2019,3491,Number
