Year,Value,UNIT_MEASURE
2005,351.0,Number
2006,331.0,Number
2007,918.0,Number
2008,852.0,Number
2010,876.0,Number
2011,852.0,Number
2012,488.0,Number
2013,307.0,Number
2014,208.0,Number
2015,538.0,Number
2016,1023.0,Number
2017,556.0,Number
