Year,Value,UNIT_MEASURE
2007,14.97,Number
2008,11.02,Number
2009,14.89,Number
2010,12.65,Number
2011,10.31,Number
2012,14.78,Number
2013,8.41,Number
2014,14.36,Number
2015,13.44,Number
2016,19.13,Number
2017,10.26,Number
