Year,Value,UNIT_MEASURE
2005,3.0,Number
2007,3.0,Number
2008,4.0,Number
2009,5.0,Number
2010,4.0,Number
2011,2.0,Number
2012,4.0,Number
2013,3.0,Number
2014,1.0,Number
2016,3.0,Number
2017,1.0,Number
2018,9.0,Number
2019,10.0,Number
