Year,UNIT_MEASURE,ADMIN_AREA,Value
2005,NUMBER,BiH,142
2006,NUMBER,BiH,139
2007,NUMBER,BiH,362
2008,NUMBER,BiH,326
2009,NUMBER,BiH,369
2010,NUMBER,BiH,424
2011,NUMBER,BiH,299
2012,NUMBER,BiH,174
2013,NUMBER,BiH,99
2014,NUMBER,BiH,169
2015,NUMBER,BiH,158
2016,NUMBER,BiH,407
2017,NUMBER,BiH,115
