Year,UNIT_MEASURE,Године,Пол,Value
2060,_%,65+,Оба пола,814773.12
2060,_%,75+,Оба пола,497337.89
2060,_%,85+,Оба пола,192120.16
2060,_%,100+,Оба пола,7004.18
2060,_%,0-14,Оба пола,10.38
2060,_%,0-18,Оба пола,13.58
2060,_%,15-29,Оба пола,11.8
2060,_%,15-49,Оба пола,29.47
2060,_%,15-64,Оба пола,47.52
2060,_%,65+,Оба пола,42.1
2060,_%,75+,Оба пола,25.7
2060,_%,85+,Оба пола,9.93
2060,_%,100+,Оба пола,0.36
2065,Број,0-4,Оба пола,1756780.2
2065,Број,5-9,Оба пола,55148.16
2065,Број,10-14,Оба пола,60070.13
2065,Број,15-19,Оба пола,65776.73
2065,Број,20-24,Оба пола,70437.14
2065,Број,25-29,Оба пола,69294.4
2065,Број,30-34,Оба пола,66708.93
2065,Број,35-39,Оба пола,68283.48
2065,Број,40-44,Оба пола,73123.1
2065,Број,45-49,Оба пола,79346.2
2065,Број,50-54,Оба пола,84825.07
2065,Број,55-59,Оба пола,91768.84
2065,Број,60-64,Оба пола,102700.34
2065,Број,65-69,Оба пола,107549.49
2065,Број,70-74,Оба пола,132712.75
2065,Број,75-79,Оба пола,141707.01
2065,Број,80-84,Оба пола,150032.55
2065,Број,85-89,Оба пола,137683.75
2065,Број,90-94,Оба пола,103478.94
2065,Број,95-99,Оба пола,61546.2
2065,Број,100-104,Оба пола,26086.34
2065,Број,105-109,Оба пола,7479.79
2065,Број,110-114,Оба пола,974.59
2065,Број,115-119,Оба пола,45.52
2065,Број,120+,Оба пола,0.75
2065,Број,120+,Оба пола,0.0
2065,_%,Total,Оба пола,100.0
2065,_%,0-4,Оба пола,3.14
2065,_%,5-9,Оба пола,3.42
2065,_%,10-14,Оба пола,3.74
2065,_%,15-19,Оба пола,4.01
2065,_%,20-24,Оба пола,3.94
2065,_%,25-29,Оба пола,3.8
2065,_%,30-34,Оба пола,3.89
2065,_%,35-39,Оба пола,4.16
2065,_%,40-44,Оба пола,4.52
2065,_%,45-49,Оба пола,4.83
2065,_%,50-54,Оба пола,5.22
2065,_%,55-59,Оба пола,5.85
2065,_%,60-64,Оба пола,6.12
2065,_%,65-69,Оба пола,7.55
2065,_%,70-74,Оба пола,8.07
2065,_%,75-79,Оба пола,8.54
2065,_%,80-84,Оба пола,7.84
2065,_%,85-89,Оба пола,5.89
2065,_%,90-94,Оба пола,3.5
2065,_%,95-99,Оба пола,1.48
2065,_%,100-104,Оба пола,0.43
2065,_%,105-109,Оба пола,0.06
2065,_%,110-114,Оба пола,0.0
2065,_%,115-119,Оба пола,0.0
2065,_%,120+,Оба пола,0.0
2065,_%,0-14,Оба пола,180995.02
2065,_%,0-18,Оба пола,237217.08
2065,_%,15-29,Оба пола,206440.46
2065,_%,15-49,Оба пола,512018.32
2065,_%,15-64,Оба пола,814036.99
2065,_%,65+,Оба пола,761748.18
2065,_%,75+,Оба пола,487328.42
2065,_%,85+,Оба пола,199612.12
2065,_%,100+,Оба пола,8500.65
2065,_%,0-14,Оба пола,10.3
2065,_%,0-18,Оба пола,13.5
2065,_%,15-29,Оба пола,11.75
2065,_%,15-49,Оба пола,29.15
2065,_%,15-64,Оба пола,46.34
2065,_%,65+,Оба пола,43.36
2065,_%,75+,Оба пола,27.74
2065,_%,85+,Оба пола,11.36
2065,_%,100+,Оба пола,0.48
2070,Број,0-4,Оба пола,1588914.91
2070,Број,5-9,Оба пола,49664.82
2070,Број,10-14,Оба пола,53832.89
2070,Број,15-19,Оба пола,59194.73
2070,Број,20-24,Оба пола,63774.53
2070,Број,25-29,Оба пола,62924.54
2070,Број,30-34,Оба пола,60535.5
2070,Број,35-39,Оба пола,61103.09
2070,Број,40-44,Оба пола,64468.84
2070,Број,45-49,Оба пола,70033.36
2070,Број,50-54,Оба пола,76810.22
2070,Број,55-59,Оба пола,83109.87
2070,Број,60-64,Оба пола,90626.65
2070,Број,65-69,Оба пола,101615.43
2070,Број,70-74,Оба пола,105181.94
2070,Број,75-79,Оба пола,125513.88
2070,Број,80-84,Оба пола,128249.82
2070,Број,85-89,Оба пола,126471.53
2070,Број,90-94,Оба пола,103471.07
2070,Број,95-99,Оба пола,64554.48
2070,Број,100-104,Оба пола,28626.75
2070,Број,105-109,Оба пола,7881.59
2070,Број,110-114,Оба пола,1204.31
2070,Број,115-119,Оба пола,63.83
2070,Број,120+,Оба пола,1.22
2070,Број,120+,Оба пола,0.01
2070,_%,Total,Оба пола,100.0
2070,_%,0-4,Оба пола,3.13
2070,_%,5-9,Оба пола,3.39
2070,_%,10-14,Оба пола,3.73
2070,_%,15-19,Оба пола,4.01
2070,_%,20-24,Оба пола,3.96
2070,_%,25-29,Оба пола,3.81
2070,_%,30-34,Оба пола,3.85
2070,_%,35-39,Оба пола,4.06
2070,_%,40-44,Оба пола,4.41
2070,_%,45-49,Оба пола,4.83
2070,_%,50-54,Оба пола,5.23
2070,_%,55-59,Оба пола,5.7
2070,_%,60-64,Оба пола,6.4
2070,_%,65-69,Оба пола,6.62
2070,_%,70-74,Оба пола,7.9
2070,_%,75-79,Оба пола,8.07
2070,_%,80-84,Оба пола,7.96
2070,_%,85-89,Оба пола,6.51
2070,_%,90-94,Оба пола,4.06
2070,_%,95-99,Оба пола,1.8
2070,_%,100-104,Оба пола,0.5
2070,_%,105-109,Оба пола,0.08
2070,_%,110-114,Оба пола,0.0
2070,_%,115-119,Оба пола,0.0
2070,_%,120+,Оба пола,0.0
2070,_%,0-14,Оба пола,162692.44
2070,_%,0-18,Оба пола,213571.73
2070,_%,15-29,Оба пола,187234.58
2070,_%,15-49,Оба пола,459650.09
2070,_%,15-64,Оба пола,735002.04
2070,_%,65+,Оба пола,691220.43
2070,_%,75+,Оба пола,460524.61
2070,_%,85+,Оба пола,205803.27
2070,_%,100+,Оба пола,9150.97
2070,_%,0-14,Оба пола,10.24
2070,_%,0-18,Оба пола,13.44
2070,_%,15-29,Оба пола,11.78
2070,_%,15-49,Оба пола,28.93
2070,_%,15-64,Оба пола,46.26
2070,_%,65+,Оба пола,43.5
2070,_%,75+,Оба пола,28.98
2070,_%,85+,Оба пола,12.95
2070,_%,100+,Оба пола,0.58
2018,Број,0-4,Мушкарци,1714253.0
2018,Број,5-9,Мушкарци,77060.0
2018,Број,10-14,Мушкарци,87991.0
2018,Број,15-19,Мушкарци,90862.0
2018,Број,20-24,Мушкарци,97735.0
2018,Број,25-29,Мушкарци,124642.0
2018,Број,30-34,Мушкарци,115506.0
2018,Број,35-39,Мушкарци,128613.0
2018,Број,40-44,Мушкарци,128321.0
2018,Број,45-49,Мушкарци,125498.0
2018,Број,50-54,Мушкарци,120314.0
2018,Број,55-59,Мушкарци,126686.0
2018,Број,60-64,Мушкарци,129670.0
2018,Број,65-69,Мушкарци,118083.0
2018,Број,70-74,Мушкарци,94375.0
2018,Број,75-79,Мушкарци,59475.0
2018,Број,80-84,Мушкарци,44663.0
2018,Број,85-89,Мушкарци,30186.0
2018,Број,90-94,Мушкарци,11675.0
2018,Број,95-99,Мушкарци,2542.0
2018,Број,100-104,Мушкарци,271.0
2018,Број,105-109,Мушкарци,81.0
2018,Број,110-114,Мушкарци,4.0
2018,Број,115-119,Мушкарци,0.0
2018,Број,120+,Мушкарци,0.0
2018,Број,120+,Мушкарци,0.0
2018,_%,Total,Мушкарци,100.0
2018,_%,0-4,Мушкарци,4.5
2018,_%,5-9,Мушкарци,5.13
2018,_%,10-14,Мушкарци,5.3
2018,_%,15-19,Мушкарци,5.7
2018,_%,20-24,Мушкарци,7.27
2018,_%,25-29,Мушкарци,6.74
2018,_%,30-34,Мушкарци,7.5
2018,_%,35-39,Мушкарци,7.49
2018,_%,40-44,Мушкарци,7.32
2018,_%,45-49,Мушкарци,7.02
2018,_%,50-54,Мушкарци,7.39
2018,_%,55-59,Мушкарци,7.56
2018,_%,60-64,Мушкарци,6.89
2018,_%,65-69,Мушкарци,5.51
2018,_%,70-74,Мушкарци,3.47
2018,_%,75-79,Мушкарци,2.61
2018,_%,80-84,Мушкарци,1.76
2018,_%,85-89,Мушкарци,0.68
2018,_%,90-94,Мушкарци,0.15
2018,_%,95-99,Мушкарци,0.02
2018,_%,100-104,Мушкарци,0.0
2018,_%,105-109,Мушкарци,0.0
2018,_%,110-114,Мушкарци,0.0
2018,_%,115-119,Мушкарци,0.0
2018,_%,120+,Мушкарци,0.0
2020,Број,0-4,Мушкарци,1676817.35
2020,Број,5-9,Мушкарци,75744.04
2020,Број,10-14,Мушкарци,81011.49
2020,Број,15-19,Мушкарци,91040.87
2020,Број,20-24,Мушкарци,91652.62
2020,Број,25-29,Мушкарци,108286.86
2020,Број,30-34,Мушкарци,108473.6
2020,Број,35-39,Мушкарци,119686.72
2020,Број,40-44,Мушкарци,125098.53
2020,Број,45-49,Мушкарци,123123.93
2020,Број,50-54,Мушкарци,120061.69
2020,Број,55-59,Мушкарци,119979.54
2020,Број,60-64,Мушкарци,128231.89
2020,Број,65-69,Мушкарци,120620.76
2020,Број,70-74,Мушкарци,102595.16
2020,Број,75-79,Мушкарци,71140.03
2020,Број,80-84,Мушкарци,40179.56
2020,Број,85-89,Мушкарци,32442.48
2020,Број,90-94,Мушкарци,13550.11
2020,Број,95-99,Мушкарци,3471.28
2020,Број,100-104,Мушкарци,363.23
2020,Број,105-109,Мушкарци,58.11
2020,Број,110-114,Мушкарци,4.87
2020,Број,115-119,Мушкарци,0.0
2020,Број,120+,Мушкарци,0.0
2020,Број,120+,Мушкарци,0.0
2020,_%,Total,Мушкарци,100.0
2020,_%,0-4,Мушкарци,4.52
2020,_%,5-9,Мушкарци,4.83
2020,_%,10-14,Мушкарци,5.43
2020,_%,15-19,Мушкарци,5.47
2020,_%,20-24,Мушкарци,6.46
2020,_%,25-29,Мушкарци,6.47
2020,_%,30-34,Мушкарци,7.14
2020,_%,35-39,Мушкарци,7.46
2020,_%,40-44,Мушкарци,7.34
2020,_%,45-49,Мушкарци,7.16
2020,_%,50-54,Мушкарци,7.16
2020,_%,55-59,Мушкарци,7.65
2020,_%,60-64,Мушкарци,7.19
2020,_%,65-69,Мушкарци,6.12
2020,_%,70-74,Мушкарци,4.24
2020,_%,75-79,Мушкарци,2.4
2020,_%,80-84,Мушкарци,1.93
2020,_%,85-89,Мушкарци,0.81
2020,_%,90-94,Мушкарци,0.21
2020,_%,95-99,Мушкарци,0.02
2020,_%,100-104,Мушкарци,0.0
2020,_%,105-109,Мушкарци,0.0
2020,_%,110-114,Мушкарци,0.0
2020,_%,115-119,Мушкарци,0.0
2020,_%,120+,Мушкарци,0.0
2025,Број,0-4,Мушкарци,1582100.1
2025,Број,5-9,Мушкарци,68574.6
2025,Број,10-14,Мушкарци,73811.81
2025,Број,15-19,Мушкарци,79627.3
2025,Број,20-24,Мушкарци,87929.07
2025,Број,25-29,Мушкарци,80608.87
2025,Број,30-34,Мушкарци,91492.04
2025,Број,35-39,Мушкарци,95451.27
2025,Број,40-44,Мушкарци,108357.86
2025,Број,45-49,Мушкарци,115447.94
2025,Број,50-54,Мушкарци,115904.29
2025,Број,55-59,Мушкарци,114700.67
2025,Број,60-64,Мушкарци,115462.29
2025,Број,65-69,Мушкарци,122833.48
2025,Број,70-74,Мушкарци,112637.79
2025,Број,75-79,Мушкарци,90182.42
2025,Број,80-84,Мушкарци,56511.74
2025,Број,85-89,Мушкарци,27788.38
2025,Број,90-94,Мушкарци,18088.37
2025,Број,95-99,Мушкарци,5637.01
2025,Број,100-104,Мушкарци,984.02
2025,Број,105-109,Мушкарци,63.42
2025,Број,110-114,Мушкарци,5.2
2025,Број,115-119,Мушкарци,0.24
2025,Број,120+,Мушкарци,0.0
2025,Број,120+,Мушкарци,0.0
2025,_%,Total,Мушкарци,100.0
2025,_%,0-4,Мушкарци,4.33
2025,_%,5-9,Мушкарци,4.67
2025,_%,10-14,Мушкарци,5.03
2025,_%,15-19,Мушкарци,5.56
2025,_%,20-24,Мушкарци,5.1
2025,_%,25-29,Мушкарци,5.78
2025,_%,30-34,Мушкарци,6.03
2025,_%,35-39,Мушкарци,6.85
2025,_%,40-44,Мушкарци,7.3
2025,_%,45-49,Мушкарци,7.33
2025,_%,50-54,Мушкарци,7.25
2025,_%,55-59,Мушкарци,7.3
2025,_%,60-64,Мушкарци,7.76
2025,_%,65-69,Мушкарци,7.12
2025,_%,70-74,Мушкарци,5.7
2025,_%,75-79,Мушкарци,3.57
2025,_%,80-84,Мушкарци,1.76
2025,_%,85-89,Мушкарци,1.14
2025,_%,90-94,Мушкарци,0.36
2025,_%,95-99,Мушкарци,0.06
2025,_%,100-104,Мушкарци,0.0
2025,_%,105-109,Мушкарци,0.0
2025,_%,110-114,Мушкарци,0.0
2025,_%,115-119,Мушкарци,0.0
2025,_%,120+,Мушкарци,0.0
2030,Број,0-4,Мушкарци,1484263.58
2030,Број,5-9,Мушкарци,60095.37
2030,Број,10-14,Мушкарци,66744.5
2030,Број,15-19,Мушкарци,72456.77
2030,Број,20-24,Мушкарци,76786.28
2030,Број,25-29,Мушкарци,77122.07
2030,Број,30-34,Мушкарци,68893.79
2030,Број,35-39,Мушкарци,80870.76
2030,Број,40-44,Мушкарци,86859.11
2030,Број,45-49,Мушкарци,100041.02
2030,Број,50-54,Мушкарци,108422.4
2030,Број,55-59,Мушкарци,110448.13
2030,Број,60-64,Мушкарци,110339.27
2030,Број,65-69,Мушкарци,111040.16
2030,Број,70-74,Мушкарци,114991.8
2030,Број,75-79,Мушкарци,99722.72
2030,Број,80-84,Мушкарци,72804.67
2030,Број,85-89,Мушкарци,40391.95
2030,Број,90-94,Мушкарци,16240.74
2030,Број,95-99,Мушкарци,8049.14
2030,Број,100-104,Мушкарци,1743.26
2030,Број,105-109,Мушкарци,192.45
2030,Број,110-114,Мушкарци,6.94
2030,Број,115-119,Мушкарци,0.26
2030,Број,120+,Мушкарци,0.01
2030,Број,120+,Мушкарци,0.0
2030,_%,Total,Мушкарци,100.0
2030,_%,0-4,Мушкарци,4.05
2030,_%,5-9,Мушкарци,4.5
2030,_%,10-14,Мушкарци,4.88
2030,_%,15-19,Мушкарци,5.17
2030,_%,20-24,Мушкарци,5.2
2030,_%,25-29,Мушкарци,4.64
2030,_%,30-34,Мушкарци,5.45
2030,_%,35-39,Мушкарци,5.85
2030,_%,40-44,Мушкарци,6.74
2030,_%,45-49,Мушкарци,7.3
2030,_%,50-54,Мушкарци,7.44
2030,_%,55-59,Мушкарци,7.43
2030,_%,60-64,Мушкарци,7.48
2030,_%,65-69,Мушкарци,7.75
2030,_%,70-74,Мушкарци,6.72
2030,_%,75-79,Мушкарци,4.91
2030,_%,80-84,Мушкарци,2.72
2030,_%,85-89,Мушкарци,1.09
2030,_%,90-94,Мушкарци,0.54
2030,_%,95-99,Мушкарци,0.12
2030,_%,100-104,Мушкарци,0.01
2030,_%,105-109,Мушкарци,0.0
2030,_%,110-114,Мушкарци,0.0
2030,_%,115-119,Мушкарци,0.0
2030,_%,120+,Мушкарци,0.0
2035,Број,0-4,Мушкарци,1382448.5
2035,Број,5-9,Мушкарци,52623.2
2035,Број,10-14,Мушкарци,58496.73
2035,Број,15-19,Мушкарци,65455.94
2035,Број,20-24,Мушкарци,69870.83
2035,Број,25-29,Мушкарци,67171.05
2035,Број,30-34,Мушкарци,65463.74
2035,Број,35-39,Мушкарци,61478.71
2035,Број,40-44,Мушкарци,73844.29
2035,Број,45-49,Мушкарци,80576.96
2035,Број,50-54,Мушкарци,94057.93
2035,Број,55-59,Мушкарци,103224.18
2035,Број,60-64,Мушкарци,106183.19
2035,Број,65-69,Мушкарци,106303.73
2035,Број,70-74,Мушкарци,104587.35
2035,Број,75-79,Мушкарци,102612.5
2035,Број,80-84,Мушкарци,81727.25
2035,Број,85-89,Мушкарци,53283.28
2035,Број,90-94,Мушкарци,24779.77
2035,Број,95-99,Мушкарци,7632.33
2035,Број,100-104,Мушкарци,2680.88
2035,Број,105-109,Мушкарци,371.24
2035,Број,110-114,Мушкарци,23.02
2035,Број,115-119,Мушкарци,0.4
2035,Број,120+,Мушкарци,0.01
2035,Број,120+,Мушкарци,0.0
2035,_%,Total,Мушкарци,100.0
2035,_%,0-4,Мушкарци,3.81
2035,_%,5-9,Мушкарци,4.23
2035,_%,10-14,Мушкарци,4.73
2035,_%,15-19,Мушкарци,5.05
2035,_%,20-24,Мушкарци,4.86
2035,_%,25-29,Мушкарци,4.74
2035,_%,30-34,Мушкарци,4.45
2035,_%,35-39,Мушкарци,5.34
2035,_%,40-44,Мушкарци,5.83
2035,_%,45-49,Мушкарци,6.8
2035,_%,50-54,Мушкарци,7.47
2035,_%,55-59,Мушкарци,7.68
2035,_%,60-64,Мушкарци,7.69
2035,_%,65-69,Мушкарци,7.57
2035,_%,70-74,Мушкарци,7.42
2035,_%,75-79,Мушкарци,5.91
2035,_%,80-84,Мушкарци,3.85
2035,_%,85-89,Мушкарци,1.79
2035,_%,90-94,Мушкарци,0.55
2035,_%,95-99,Мушкарци,0.19
2035,_%,100-104,Мушкарци,0.03
2035,_%,105-109,Мушкарци,0.0
2035,_%,110-114,Мушкарци,0.0
2035,_%,115-119,Мушкарци,0.0
2035,_%,120+,Мушкарци,0.0
2040,Број,0-4,Мушкарци,1278118.72
2040,Број,5-9,Мушкарци,47005.39
2040,Број,10-14,Мушкарци,51227.4
2040,Број,15-19,Мушкарци,57370.72
2040,Број,20-24,Мушкарци,63044.09
2040,Број,25-29,Мушкарци,61175.78
2040,Број,30-34,Мушкарци,57032.31
2040,Број,35-39,Мушкарци,58052.51
2040,Број,40-44,Мушкарци,56629.24
2040,Број,45-49,Мушкарци,68696.57
2040,Број,50-54,Мушкарци,76086.22
2040,Број,55-59,Мушкарци,89687.55
2040,Број,60-64,Мушкарци,99257.34
2040,Број,65-69,Мушкарци,102379.57
2040,Број,70-74,Мушкарци,100505.43
2040,Број,75-79,Мушкарци,94133.25
2040,Број,80-84,Мушкарци,85243.7
2040,Број,85-89,Мушкарци,61050.9
2040,Број,90-94,Мушкарци,33796.18
2040,Број,95-99,Мушкарци,12386.95
2040,Број,100-104,Мушкарци,2695.94
2040,Број,105-109,Мушкарци,612.92
2040,Број,110-114,Мушкарци,47.37
2040,Број,115-119,Мушкарци,1.38
2040,Број,120+,Мушкарци,0.01
2040,Број,120+,Мушкарци,0.0
2040,_%,Total,Мушкарци,100.0
2040,_%,0-4,Мушкарци,3.68
2040,_%,5-9,Мушкарци,4.01
2040,_%,10-14,Мушкарци,4.49
2040,_%,15-19,Мушкарци,4.93
2040,_%,20-24,Мушкарци,4.79
2040,_%,25-29,Мушкарци,4.46
2040,_%,30-34,Мушкарци,4.54
2040,_%,35-39,Мушкарци,4.43
2040,_%,40-44,Мушкарци,5.37
2040,_%,45-49,Мушкарци,5.95
2040,_%,50-54,Мушкарци,7.02
2040,_%,55-59,Мушкарци,7.77
2040,_%,60-64,Мушкарци,8.01
2040,_%,65-69,Мушкарци,7.86
2040,_%,70-74,Мушкарци,7.36
2040,_%,75-79,Мушкарци,6.67
2040,_%,80-84,Мушкарци,4.78
2040,_%,85-89,Мушкарци,2.64
2040,_%,90-94,Мушкарци,0.97
2040,_%,95-99,Мушкарци,0.21
2040,_%,100-104,Мушкарци,0.05
2040,_%,105-109,Мушкарци,0.0
2040,_%,110-114,Мушкарци,0.0
2040,_%,115-119,Мушкарци,0.0
2040,_%,120+,Мушкарци,0.0
2045,Број,0-4,Мушкарци,1173497.52
2045,Број,5-9,Мушкарци,42733.05
2045,Број,10-14,Мушкарци,45744.3
2045,Број,15-19,Мушкарци,50254.78
2045,Број,20-24,Мушкарци,55269.47
2045,Број,25-29,Мушкарци,55103.76
2045,Број,30-34,Мушкарци,51872.46
2045,Број,35-39,Мушкарци,50640.65
2045,Број,40-44,Мушкарци,53231.91
2045,Број,45-49,Мушкарци,53072.66
2045,Број,50-54,Мушкарци,65046.68
2045,Број,55-59,Мушкарци,72879.9
2045,Број,60-64,Мушкарци,86459.08
2045,Број,65-69,Мушкарци,95869.98
2045,Број,70-74,Мушкарци,97075.84
2045,Број,75-79,Мушкарци,91158.07
2045,Број,80-84,Мушкарци,79240.26
2045,Број,85-89,Мушкарци,64902.14
2045,Број,90-94,Мушкарци,39859.75
2045,Број,95-99,Мушкарци,17640.17
2045,Број,100-104,Мушкарци,4703.99
2045,Број,105-109,Мушкарци,652.91
2045,Број,110-114,Мушкарци,82.76
2045,Број,115-119,Мушкарци,2.92
2045,Број,120+,Мушкарци,0.04
2045,Број,120+,Мушкарци,0.0
2045,_%,Total,Мушкарци,100.0
2045,_%,0-4,Мушкарци,3.64
2045,_%,5-9,Мушкарци,3.9
2045,_%,10-14,Мушкарци,4.28
2045,_%,15-19,Мушкарци,4.71
2045,_%,20-24,Мушкарци,4.7
2045,_%,25-29,Мушкарци,4.42
2045,_%,30-34,Мушкарци,4.32
2045,_%,35-39,Мушкарци,4.54
2045,_%,40-44,Мушкарци,4.52
2045,_%,45-49,Мушкарци,5.54
2045,_%,50-54,Мушкарци,6.21
2045,_%,55-59,Мушкарци,7.37
2045,_%,60-64,Мушкарци,8.17
2045,_%,65-69,Мушкарци,8.27
2045,_%,70-74,Мушкарци,7.77
2045,_%,75-79,Мушкарци,6.75
2045,_%,80-84,Мушкарци,5.53
2045,_%,85-89,Мушкарци,3.4
2045,_%,90-94,Мушкарци,1.5
2045,_%,95-99,Мушкарци,0.4
2045,_%,100-104,Мушкарци,0.06
2045,_%,105-109,Мушкарци,0.01
2045,_%,110-114,Мушкарци,0.0
2045,_%,115-119,Мушкарци,0.0
2045,_%,120+,Мушкарци,0.0
2050,Број,0-4,Мушкарци,1070800.58
2050,Број,5-9,Мушкарци,38857.03
2050,Број,10-14,Мушкарци,41556.94
2050,Број,15-19,Мушкарци,44865.62
2050,Број,20-24,Мушкарци,48433.07
2050,Број,25-29,Мушкарци,48330.84
2050,Број,30-34,Мушкарци,46652.84
2050,Број,35-39,Мушкарци,45993.01
2050,Број,40-44,Мушкарци,46483.1
2050,Број,45-49,Мушкарци,49721.56
2050,Број,50-54,Мушкарци,50587.98
2050,Број,55-59,Мушкарци,62483.75
2050,Број,60-64,Мушкарци,70596.33
2050,Број,65-69,Мушкарци,83809.81
2050,Број,70-74,Мушкарци,91217.24
2050,Број,75-79,Мушкарци,88594.96
2050,Број,80-84,Мушкарци,77725.5
2050,Број,85-89,Мушкарци,61426.13
2050,Број,90-94,Мушкарци,43501.9
2050,Број,95-99,Мушкарци,21591.81
2050,Број,100-104,Мушкарци,7043.32
2050,Број,105-109,Мушкарци,1230.36
2050,Број,110-114,Мушкарци,92.17
2050,Број,115-119,Мушкарци,5.23
2050,Број,120+,Мушкарци,0.08
2050,Број,120+,Мушкарци,0.0
2050,_%,Total,Мушкарци,100.0
2050,_%,0-4,Мушкарци,3.63
2050,_%,5-9,Мушкарци,3.88
2050,_%,10-14,Мушкарци,4.19
2050,_%,15-19,Мушкарци,4.52
2050,_%,20-24,Мушкарци,4.51
2050,_%,25-29,Мушкарци,4.36
2050,_%,30-34,Мушкарци,4.3
2050,_%,35-39,Мушкарци,4.34
2050,_%,40-44,Мушкарци,4.64
2050,_%,45-49,Мушкарци,4.72
2050,_%,50-54,Мушкарци,5.84
2050,_%,55-59,Мушкарци,6.59
2050,_%,60-64,Мушкарци,7.83
2050,_%,65-69,Мушкарци,8.52
2050,_%,70-74,Мушкарци,8.27
2050,_%,75-79,Мушкарци,7.26
2050,_%,80-84,Мушкарци,5.74
2050,_%,85-89,Мушкарци,4.06
2050,_%,90-94,Мушкарци,2.02
2050,_%,95-99,Мушкарци,0.66
2050,_%,100-104,Мушкарци,0.11
2050,_%,105-109,Мушкарци,0.01
2050,_%,110-114,Мушкарци,0.0
2050,_%,115-119,Мушкарци,0.0
2050,_%,120+,Мушкарци,0.0
2055,Број,0-4,Мушкарци,972050.87
2055,Број,5-9,Мушкарци,35199.5
2055,Број,10-14,Мушкарци,37761.93
2055,Број,15-19,Мушкарци,40729.74
2055,Број,20-24,Мушкарци,43237.67
2055,Број,25-29,Мушкарци,42380.37
2055,Број,30-34,Мушкарци,40955.29
2055,Број,35-39,Мушкарци,41320.62
2055,Број,40-44,Мушкарци,42176.66
2055,Број,45-49,Мушкарци,43460.58
2055,Број,50-54,Мушкарци,47274.45
2055,Број,55-59,Мушкарци,48899.51
2055,Број,60-64,Мушкарци,60720.63
2055,Број,65-69,Мушкарци,68811.49
2055,Број,70-74,Мушкарци,80112.44
2055,Број,75-79,Мушкарци,83747.42
2055,Број,80-84,Мушкарци,76321.76
2055,Број,85-89,Мушкарци,61315.95
2055,Број,90-94,Мушкарци,42157.95
2055,Број,95-99,Мушкарци,24345.11
2055,Број,100-104,Мушкарци,8994.12
2055,Број,105-109,Мушкарци,1935.46
2055,Број,110-114,Мушкарци,186.15
2055,Број,115-119,Мушкарци,5.93
2055,Број,120+,Мушкарци,0.15
2055,Број,120+,Мушкарци,0.0
2055,_%,Total,Мушкарци,100.0
2055,_%,0-4,Мушкарци,3.62
2055,_%,5-9,Мушкарци,3.88
2055,_%,10-14,Мушкарци,4.19
2055,_%,15-19,Мушкарци,4.45
2055,_%,20-24,Мушкарци,4.36
2055,_%,25-29,Мушкарци,4.21
2055,_%,30-34,Мушкарци,4.25
2055,_%,35-39,Мушкарци,4.34
2055,_%,40-44,Мушкарци,4.47
2055,_%,45-49,Мушкарци,4.86
2055,_%,50-54,Мушкарци,5.03
2055,_%,55-59,Мушкарци,6.25
2055,_%,60-64,Мушкарци,7.08
2055,_%,65-69,Мушкарци,8.24
2055,_%,70-74,Мушкарци,8.62
2055,_%,75-79,Мушкарци,7.85
2055,_%,80-84,Мушкарци,6.31
2055,_%,85-89,Мушкарци,4.34
2055,_%,90-94,Мушкарци,2.5
2055,_%,95-99,Мушкарци,0.93
2055,_%,100-104,Мушкарци,0.2
2055,_%,105-109,Мушкарци,0.02
2055,_%,110-114,Мушкарци,0.0
2055,_%,115-119,Мушкарци,0.0
2055,_%,120+,Мушкарци,0.0
2060,Број,0-4,Мушкарци,878275.53
2060,Број,5-9,Мушкарци,31669.97
2060,Број,10-14,Мушкарци,34191.84
2060,Број,15-19,Мушкарци,36987.89
2060,Број,20-24,Мушкарци,39231.42
2060,Број,25-29,Мушкарци,37844.08
2060,Број,30-34,Мушкарци,35953.88
2060,Број,35-39,Мушкарци,36312.32
2060,Број,40-44,Мушкарци,37865.44
2060,Број,45-49,Мушкарци,39413.08
2060,Број,50-54,Мушкарци,41369.7
2060,Број,55-59,Мушкарци,45622.73
2060,Број,60-64,Мушкарци,47809.01
2060,Број,65-69,Мушкарци,59391.33
2060,Број,70-74,Мушкарци,66174.08
2060,Број,75-79,Мушкарци,73966.9
2060,Број,80-84,Мушкарци,72796.88
2060,Број,85-89,Мушкарци,61014.45
2060,Број,90-94,Мушкарци,43035.44
2060,Број,95-99,Мушкарци,24244.79
2060,Број,100-104,Мушкарци,10494.65
2060,Број,105-109,Мушкарци,2569.55
2060,Број,110-114,Мушкарци,303.46
2060,Број,115-119,Мушкарци,12.46
2060,Број,120+,Мушкарци,0.17
2060,Број,120+,Мушкарци,0.0
2060,_%,Total,Мушкарци,100.0
2060,_%,0-4,Мушкарци,3.61
2060,_%,5-9,Мушкарци,3.89
2060,_%,10-14,Мушкарци,4.21
2060,_%,15-19,Мушкарци,4.47
2060,_%,20-24,Мушкарци,4.31
2060,_%,25-29,Мушкарци,4.09
2060,_%,30-34,Мушкарци,4.13
2060,_%,35-39,Мушкарци,4.31
2060,_%,40-44,Мушкарци,4.49
2060,_%,45-49,Мушкарци,4.71
2060,_%,50-54,Мушкарци,5.19
2060,_%,55-59,Мушкарци,5.44
2060,_%,60-64,Мушкарци,6.76
2060,_%,65-69,Мушкарци,7.53
