Year,UNIT_MEASURE,Entitet,Value
1997,%,BiH,34.39
1998,%,BiH,15.6
1999,%,BiH,9.6
2000,%,BiH,5.5
2001,%,BiH,4.4
2002,%,BiH,5.3
2003,%,BiH,4.0
2004,%,BiH,6.1
2005,%,BiH,8.76
2006,%,BiH,5.42
2007,%,BiH,5.86
2008,%,BiH,5.43
2009,%,BiH,-3.0
2010,%,BiH,0.77
2011,%,BiH,0.91
2012,%,BiH,-0.7
2013,%,BiH,2.35
2014,%,BiH,1.15
2015,%,BiH,3.09
2016,%,BiH,3.15
2017,%,BiH,2.12
2018,%,BiH,3.72
2019,%,BiH,2.58
