Year,UNIT_MEASURE,Municipality,Spol,Godine,Value
2013,Broj,Livno,Muškarci,65-69,800
2013,Broj,Livno,Žene,65-69,828
2013,Broj,Lopare,Oba spola,65-69,777
2013,Broj,Lopare,Muškarci,65-69,370
2013,Broj,Lopare,Žene,65-69,407
2013,Broj,Lukavac,Oba spola,65-69,2022
2013,Broj,Lukavac,Muškarci,65-69,882
2013,Broj,Lukavac,Žene,65-69,1140
2013,Broj,Ljubinje,Oba spola,65-69,146
2013,Broj,Ljubinje,Muškarci,65-69,59
2013,Broj,Ljubinje,Žene,65-69,87
2013,Broj,Ljubuški,Oba spola,65-69,1089
2013,Broj,Ljubuški,Muškarci,65-69,523
2013,Broj,Ljubuški,Žene,65-69,566
2013,Broj,Maglaj,Oba spola,65-69,970
2013,Broj,Maglaj,Muškarci,65-69,450
2013,Broj,Maglaj,Žene,65-69,520
2013,Broj,Milići,Oba spola,65-69,384
2013,Broj,Milići,Muškarci,65-69,182
2013,Broj,Milići,Žene,65-69,202
2013,Broj,Modriča,Oba spola,65-69,1479
2013,Broj,Modriča,Muškarci,65-69,690
2013,Broj,Modriča,Žene,65-69,789
2013,Broj,Mostar,Oba spola,65-69,4386
2013,Broj,Mostar,Muškarci,65-69,1877
2013,Broj,Mostar,Žene,65-69,2509
2013,Broj,Mrkonjić Grad,Oba spola,65-69,1010
2013,Broj,Mrkonjić Grad,Muškarci,65-69,451
2013,Broj,Mrkonjić Grad,Žene,65-69,559
2013,Broj,Neum,Oba spola,65-69,155
2013,Broj,Neum,Muškarci,65-69,73
2013,Broj,Neum,Žene,65-69,82
2013,Broj,Nevesinje,Oba spola,65-69,622
2013,Broj,Nevesinje,Muškarci,65-69,246
2013,Broj,Nevesinje,Žene,65-69,376
2013,Broj,Novi Grad,Oba spola,65-69,1309
2013,Broj,Novi Grad,Muškarci,65-69,582
2013,Broj,Novi Grad,Žene,65-69,727
2013,Broj,Sarajevo - Novi Grad,Oba spola,65-69,5096
2013,Broj,Sarajevo - Novi Grad,Muškarci,65-69,2112
2013,Broj,Sarajevo - Novi Grad,Žene,65-69,2984
2013,Broj,Novi Travnik,Oba spola,65-69,749
2013,Broj,Novi Travnik,Muškarci,65-69,301
2013,Broj,Novi Travnik,Žene,65-69,448
2013,Broj,Novo Goražde,Oba spola,65-69,147
2013,Broj,Novo Goražde,Muškarci,65-69,82
2013,Broj,Novo Goražde,Žene,65-69,65
2013,Broj,Sarajevo - Novo Sarajevo,Oba spola,65-69,2828
2013,Broj,Sarajevo - Novo Sarajevo,Muškarci,65-69,1112
2013,Broj,Sarajevo - Novo Sarajevo,Žene,65-69,1716
2013,Broj,Odžak,Oba spola,65-69,891
2013,Broj,Odžak,Muškarci,65-69,398
2013,Broj,Odžak,Žene,65-69,493
2013,Broj,Olovo,Oba spola,65-69,416
2013,Broj,Olovo,Muškarci,65-69,203
2013,Broj,Olovo,Žene,65-69,213
2013,Broj,Orašje,Oba spola,65-69,975
2013,Broj,Orašje,Muškarci,65-69,452
2013,Broj,Orašje,Žene,65-69,523
2013,Broj,Osmaci,Oba spola,65-69,252
2013,Broj,Osmaci,Muškarci,65-69,124
2013,Broj,Osmaci,Žene,65-69,128
2013,Broj,Oštra Luka,Oba spola,65-69,140
2013,Broj,Oštra Luka,Muškarci,65-69,61
2013,Broj,Oštra Luka,Žene,65-69,79
2013,Broj,Pale - FBiH,Oba spola,65-69,48
2013,Broj,Pale - FBiH,Muškarci,65-69,19
2013,Broj,Pale - FBiH,Žene,65-69,29
2013,Broj,Pale - RS,Oba spola,65-69,926
2013,Broj,Pale - RS,Muškarci,65-69,395
2013,Broj,Pale - RS,Žene,65-69,531
2013,Broj,Pelagićevo,Oba spola,65-69,374
2013,Broj,Pelagićevo,Muškarci,65-69,174
2013,Broj,Pelagićevo,Žene,65-69,200
2013,Broj,Petrovac,Oba spola,65-69,21
2013,Broj,Petrovac,Muškarci,65-69,9
2013,Broj,Petrovac,Žene,65-69,12
2013,Broj,Petrovo,Oba spola,65-69,365
2013,Broj,Petrovo,Muškarci,65-69,144
2013,Broj,Petrovo,Žene,65-69,221
2013,Broj,Posušje,Oba spola,65-69,670
2013,Broj,Posušje,Muškarci,65-69,348
2013,Broj,Posušje,Žene,65-69,322
2013,Broj,Prijedor,Oba spola,65-69,4195
2013,Broj,Prijedor,Muškarci,65-69,1959
2013,Broj,Prijedor,Žene,65-69,2236
2013,Broj,Prnjavor,Oba spola,65-69,2129
2013,Broj,Prnjavor,Muškarci,65-69,961
2013,Broj,Prnjavor,Žene,65-69,1168
2013,Broj,Prozor,Oba spola,65-69,485
2013,Broj,Prozor,Muškarci,65-69,227
2013,Broj,Prozor,Žene,65-69,258
2013,Broj,Ravno,Oba spola,65-69,134
2013,Broj,Ravno,Muškarci,65-69,66
2013,Broj,Ravno,Žene,65-69,68
2013,Broj,Ribnik,Oba spola,65-69,406
2013,Broj,Ribnik,Muškarci,65-69,183
2013,Broj,Ribnik,Žene,65-69,223
2013,Broj,Rogatica,Oba spola,65-69,501
2013,Broj,Rogatica,Muškarci,65-69,218
2013,Broj,Rogatica,Žene,65-69,283
2013,Broj,Rudo,Oba spola,65-69,487
2013,Broj,Rudo,Muškarci,65-69,228
2013,Broj,Rudo,Žene,65-69,259
2013,Broj,Sanski Most,Oba spola,65-69,1546
2013,Broj,Sanski Most,Muškarci,65-69,740
2013,Broj,Sanski Most,Žene,65-69,806
2013,Broj,Sapna,Oba spola,65-69,309
2013,Broj,Sapna,Muškarci,65-69,142
2013,Broj,Sapna,Žene,65-69,167
2013,Broj,Sokolac,Oba spola,65-69,581
2013,Broj,Sokolac,Muškarci,65-69,257
2013,Broj,Sokolac,Žene,65-69,324
2013,Broj,Srbac,Oba spola,65-69,1013
2013,Broj,Srbac,Muškarci,65-69,490
2013,Broj,Srbac,Žene,65-69,523
2013,Broj,Srebrenica,Oba spola,65-69,554
2013,Broj,Srebrenica,Muškarci,65-69,224
2013,Broj,Srebrenica,Žene,65-69,330
2013,Broj,Srebrenik,Oba spola,65-69,1636
2013,Broj,Srebrenik,Muškarci,65-69,736
2013,Broj,Srebrenik,Žene,65-69,900
2013,Broj,Sarajevo - Stari Grad,Oba spola,65-69,1828
2013,Broj,Sarajevo - Stari Grad,Muškarci,65-69,813
2013,Broj,Sarajevo - Stari Grad,Žene,65-69,1015
2013,Broj,Stolac,Oba spola,65-69,517
2013,Broj,Stolac,Muškarci,65-69,251
2013,Broj,Stolac,Žene,65-69,266
2013,Broj,Šamac,Oba spola,65-69,1058
2013,Broj,Šamac,Muškarci,65-69,490
2013,Broj,Šamac,Žene,65-69,568
2013,Broj,Šekovići,Oba spola,65-69,402
2013,Broj,Šekovići,Muškarci,65-69,189
2013,Broj,Šekovići,Žene,65-69,213
2013,Broj,Šipovo,Oba spola,65-69,534
2013,Broj,Šipovo,Muškarci,65-69,241
2013,Broj,Šipovo,Žene,65-69,293
2013,Broj,Široki Brijeg,Oba spola,65-69,909
2013,Broj,Široki Brijeg,Muškarci,65-69,448
2013,Broj,Široki Brijeg,Žene,65-69,461
2013,Broj,Teočak,Oba spola,65-69,264
2013,Broj,Teočak,Muškarci,65-69,116
2013,Broj,Teočak,Žene,65-69,148
2013,Broj,Teslić,Oba spola,65-69,2102
2013,Broj,Teslić,Muškarci,65-69,895
2013,Broj,Teslić,Žene,65-69,1207
2013,Broj,Tešanj,Oba spola,65-69,1528
2013,Broj,Tešanj,Muškarci,65-69,717
2013,Broj,Tešanj,Žene,65-69,811
2013,Broj,Tomislavgrad,Oba spola,65-69,1194
2013,Broj,Tomislavgrad,Muškarci,65-69,611
2013,Broj,Tomislavgrad,Žene,65-69,583
2013,Broj,Travnik,Oba spola,65-69,2008
2013,Broj,Travnik,Muškarci,65-69,897
2013,Broj,Travnik,Žene,65-69,1111
2013,Broj,Trebinje,Oba spola,65-69,1368
2013,Broj,Trebinje,Muškarci,65-69,616
2013,Broj,Trebinje,Žene,65-69,752
2013,Broj,Trnovo - FBiH,Oba spola,65-69,141
2013,Broj,Trnovo - FBiH,Muškarci,65-69,70
2013,Broj,Trnovo - FBiH,Žene,65-69,71
2013,Broj,Trnovo - RS,Oba spola,65-69,117
2013,Broj,Trnovo - RS,Muškarci,65-69,37
2013,Broj,Trnovo - RS,Žene,65-69,80
2013,Broj,Tuzla,Oba spola,65-69,5127
2013,Broj,Tuzla,Muškarci,65-69,2209
2013,Broj,Tuzla,Žene,65-69,2918
2013,Broj,Ugljevik,Oba spola,65-69,703
2013,Broj,Ugljevik,Muškarci,65-69,354
2013,Broj,Ugljevik,Žene,65-69,349
2013,Broj,Usora,Oba spola,65-69,265
2013,Broj,Usora,Muškarci,65-69,122
2013,Broj,Usora,Žene,65-69,143
2013,Broj,Vareš,Oba spola,65-69,535
2013,Broj,Vareš,Muškarci,65-69,231
2013,Broj,Vareš,Žene,65-69,304
2013,Broj,Velika Kladuša,Oba spola,65-69,1389
2013,Broj,Velika Kladuša,Muškarci,65-69,622
2013,Broj,Velika Kladuša,Žene,65-69,767
2013,Broj,Visoko,Oba spola,65-69,1640
2013,Broj,Visoko,Muškarci,65-69,745
2013,Broj,Visoko,Žene,65-69,895
2013,Broj,Višegrad,Oba spola,65-69,605
2013,Broj,Višegrad,Muškarci,65-69,271
2013,Broj,Višegrad,Žene,65-69,334
2013,Broj,Vitez,Oba spola,65-69,844
2013,Broj,Vitez,Muškarci,65-69,382
2013,Broj,Vitez,Žene,65-69,462
2013,Broj,Vlasenica,Oba spola,65-69,417
2013,Broj,Vlasenica,Muškarci,65-69,184
2013,Broj,Vlasenica,Žene,65-69,233
2013,Broj,Sarajevo - Vogošća,Oba spola,65-69,834
2013,Broj,Sarajevo - Vogošća,Muškarci,65-69,364
2013,Broj,Sarajevo - Vogošća,Žene,65-69,470
2013,Broj,Vukosavlje,Oba spola,65-69,241
2013,Broj,Vukosavlje,Muškarci,65-69,95
2013,Broj,Vukosavlje,Žene,65-69,146
2013,Broj,Zavidovići,Oba spola,65-69,1377
2013,Broj,Zavidovići,Muškarci,65-69,634
2013,Broj,Zavidovići,Žene,65-69,743
2013,Broj,Zenica,Oba spola,65-69,4381
2013,Broj,Zenica,Muškarci,65-69,1956
2013,Broj,Zenica,Žene,65-69,2425
2013,Broj,Zvornik,Oba spola,65-69,2406
2013,Broj,Zvornik,Muškarci,65-69,1083
2013,Broj,Zvornik,Žene,65-69,1323
2013,Broj,Žepče,Oba spola,65-69,1005
2013,Broj,Žepče,Muškarci,65-69,455
2013,Broj,Žepče,Žene,65-69,550
2013,Broj,Živinice,Oba spola,65-69,2068
2013,Broj,Živinice,Muškarci,65-69,906
2013,Broj,Živinice,Žene,65-69,1162
2013,Broj,Banja Luka,Oba spola,70-74,7415
2013,Broj,Banja Luka,Muškarci,70-74,3177
2013,Broj,Banja Luka,Žene,70-74,4238
2013,Broj,Banovići,Oba spola,70-74,521
2013,Broj,Banovići,Muškarci,70-74,209
2013,Broj,Banovići,Žene,70-74,312
2013,Broj,Berkovići,Oba spola,70-74,142
2013,Broj,Berkovići,Muškarci,70-74,54
2013,Broj,Berkovići,Žene,70-74,88
2013,Broj,Bihać,Oba spola,70-74,2168
2013,Broj,Bihać,Muškarci,70-74,913
2013,Broj,Bihać,Žene,70-74,1255
2013,Broj,Bijeljina,Oba spola,70-74,4756
2013,Broj,Bijeljina,Muškarci,70-74,2060
2013,Broj,Bijeljina,Žene,70-74,2696
2013,Broj,Bileća,Oba spola,70-74,524
2013,Broj,Bileća,Muškarci,70-74,228
2013,Broj,Bileća,Žene,70-74,296
2013,Broj,Bosanska Krupa,Oba spola,70-74,881
2013,Broj,Bosanska Krupa,Muškarci,70-74,382
2013,Broj,Bosanska Krupa,Žene,70-74,499
2013,Broj,Bosanski Petrovac,Oba spola,70-74,454
2013,Broj,Bosanski Petrovac,Muškarci,70-74,180
2013,Broj,Bosanski Petrovac,Žene,70-74,274
2013,Broj,Bosansko Grahovo,Oba spola,70-74,217
2013,Broj,Bosansko Grahovo,Muškarci,70-74,97
2013,Broj,Bosansko Grahovo,Žene,70-74,120
2013,Broj,Bratunac,Oba spola,70-74,647
2013,Broj,Bratunac,Muškarci,70-74,248
2013,Broj,Bratunac,Žene,70-74,399
2013,Broj,Brčko,Oba spola,70-74,3359
2013,Broj,Brčko,Muškarci,70-74,1459
2013,Broj,Brčko,Žene,70-74,1900
2013,Broj,Breza,Oba spola,70-74,556
2013,Broj,Breza,Muškarci,70-74,245
2013,Broj,Breza,Žene,70-74,311
2013,Broj,Brod,Oba spola,70-74,796
2013,Broj,Brod,Muškarci,70-74,330
2013,Broj,Brod,Žene,70-74,466
2013,Broj,Bugojno,Oba spola,70-74,1210
2013,Broj,Bugojno,Muškarci,70-74,534
2013,Broj,Bugojno,Žene,70-74,676
2013,Broj,Busovača,Oba spola,70-74,516
2013,Broj,Busovača,Muškarci,70-74,217
2013,Broj,Busovača,Žene,70-74,299
2013,Broj,Bužim,Oba spola,70-74,430
2013,Broj,Bužim,Muškarci,70-74,178
2013,Broj,Bužim,Žene,70-74,252
2013,Broj,Cazin,Oba spola,70-74,1763
2013,Broj,Cazin,Muškarci,70-74,781
2013,Broj,Cazin,Žene,70-74,982
2013,Broj,Sarajevo - Centar,Oba spola,70-74,2572
2013,Broj,Sarajevo - Centar,Muškarci,70-74,1045
2013,Broj,Sarajevo - Centar,Žene,70-74,1527
2013,Broj,Čajniče,Oba spola,70-74,255
2013,Broj,Čajniče,Muškarci,70-74,99
2013,Broj,Čajniče,Žene,70-74,156
2013,Broj,Čapljina,Oba spola,70-74,1184
2013,Broj,Čapljina,Muškarci,70-74,515
2013,Broj,Čapljina,Žene,70-74,669
2013,Broj,Čelić,Oba spola,70-74,406
2013,Broj,Čelić,Muškarci,70-74,179
2013,Broj,Čelić,Žene,70-74,227
2013,Broj,Čelinac,Oba spola,70-74,647
2013,Broj,Čelinac,Muškarci,70-74,280
2013,Broj,Čelinac,Žene,70-74,367
2013,Broj,Čitluk,Oba spola,70-74,795
2013,Broj,Čitluk,Muškarci,70-74,336
2013,Broj,Čitluk,Žene,70-74,459
2013,Broj,Derventa,Oba spola,70-74,1444
2013,Broj,Derventa,Muškarci,70-74,625
2013,Broj,Derventa,Žene,70-74,819
2013,Broj,Doboj,Oba spola,70-74,3679
2013,Broj,Doboj,Muškarci,70-74,1606
2013,Broj,Doboj,Žene,70-74,2073
2013,Broj,Doboj-Istok,Oba spola,70-74,355
2013,Broj,Doboj-Istok,Muškarci,70-74,157
2013,Broj,Doboj-Istok,Žene,70-74,198
2013,Broj,Doboj-Jug,Oba spola,70-74,116
2013,Broj,Doboj-Jug,Muškarci,70-74,54
2013,Broj,Doboj-Jug,Žene,70-74,62
2013,Broj,Dobretići,Oba spola,70-74,68
2013,Broj,Dobretići,Muškarci,70-74,29
2013,Broj,Dobretići,Žene,70-74,39
2013,Broj,Domaljevac-Šamac,Oba spola,70-74,219
2013,Broj,Domaljevac-Šamac,Muškarci,70-74,93
2013,Broj,Domaljevac-Šamac,Žene,70-74,126
2013,Broj,Donji Vakuf,Oba spola,70-74,414
2013,Broj,Donji Vakuf,Muškarci,70-74,181
2013,Broj,Donji Vakuf,Žene,70-74,233
2013,Broj,Donji Žabar,Oba spola,70-74,224
2013,Broj,Donji Žabar,Muškarci,70-74,97
2013,Broj,Donji Žabar,Žene,70-74,127
2013,Broj,Drvar,Oba spola,70-74,483
2013,Broj,Drvar,Muškarci,70-74,204
2013,Broj,Drvar,Žene,70-74,279
2013,Broj,Foča - FBiH,Oba spola,70-74,124
2013,Broj,Foča - FBiH,Muškarci,70-74,54
2013,Broj,Foča - FBiH,Žene,70-74,70
2013,Broj,Foča - RS,Oba spola,70-74,1052
2013,Broj,Foča - RS,Muškarci,70-74,421
2013,Broj,Foča - RS,Žene,70-74,631
2013,Broj,Fojnica,Oba spola,70-74,456
2013,Broj,Fojnica,Muškarci,70-74,200
2013,Broj,Fojnica,Žene,70-74,256
2013,Broj,Gacko,Oba spola,70-74,377
2013,Broj,Gacko,Muškarci,70-74,164
2013,Broj,Gacko,Žene,70-74,213
2013,Broj,Glamoč,Oba spola,70-74,294
2013,Broj,Glamoč,Muškarci,70-74,134
2013,Broj,Glamoč,Žene,70-74,160
2013,Broj,Goražde,Oba spola,70-74,866
2013,Broj,Goražde,Muškarci,70-74,361
2013,Broj,Goražde,Žene,70-74,505
2013,Broj,Gornji Vakuf-Uskoplje,Oba spola,70-74,732
2013,Broj,Gornji Vakuf-Uskoplje,Muškarci,70-74,308
2013,Broj,Gornji Vakuf-Uskoplje,Žene,70-74,424
2013,Broj,Gračanica,Oba spola,70-74,1617
2013,Broj,Gračanica,Muškarci,70-74,681
2013,Broj,Gračanica,Žene,70-74,936
2013,Broj,Gradačac,Oba spola,70-74,1350
2013,Broj,Gradačac,Muškarci,70-74,599
2013,Broj,Gradačac,Žene,70-74,751
2013,Broj,Gradiška,Oba spola,70-74,2391
2013,Broj,Gradiška,Muškarci,70-74,1059
2013,Broj,Gradiška,Žene,70-74,1332
2013,Broj,Grude,Oba spola,70-74,790
2013,Broj,Grude,Muškarci,70-74,369
2013,Broj,Grude,Žene,70-74,421
2013,Broj,Sarajevo - Hadžići,Oba spola,70-74,662
2013,Broj,Sarajevo - Hadžići,Muškarci,70-74,289
2013,Broj,Sarajevo - Hadžići,Žene,70-74,373
2013,Broj,Han Pijesak,Oba spola,70-74,185
2013,Broj,Han Pijesak,Muškarci,70-74,72
2013,Broj,Han Pijesak,Žene,70-74,113
2013,Broj,Sarajevo - Ilidža,Oba spola,70-74,2175
2013,Broj,Sarajevo - Ilidža,Muškarci,70-74,911
2013,Broj,Sarajevo - Ilidža,Žene,70-74,1264
2013,Broj,Sarajevo - Ilijaš,Oba spola,70-74,593
2013,Broj,Sarajevo - Ilijaš,Muškarci,70-74,218
2013,Broj,Sarajevo - Ilijaš,Žene,70-74,375
2013,Broj,Istočna Ilidža,Oba spola,70-74,607
2013,Broj,Istočna Ilidža,Muškarci,70-74,253
2013,Broj,Istočna Ilidža,Žene,70-74,354
2013,Broj,Istočni Drvar,Oba spola,70-74,2
2013,Broj,Istočni Drvar,Muškarci,70-74,1
2013,Broj,Istočni Drvar,Žene,70-74,1
2013,Broj,Istočni Mostar,Oba spola,70-74,24
2013,Broj,Istočni Mostar,Muškarci,70-74,10
2013,Broj,Istočni Mostar,Žene,70-74,14
2013,Broj,Istočni Stari Grad,Oba spola,70-74,77
2013,Broj,Istočni Stari Grad,Muškarci,70-74,33
2013,Broj,Istočni Stari Grad,Žene,70-74,44
2013,Broj,Istočno Novo Sarajevo,Oba spola,70-74,491
2013,Broj,Istočno Novo Sarajevo,Muškarci,70-74,197
2013,Broj,Istočno Novo Sarajevo,Žene,70-74,294
2013,Broj,Jablanica,Oba spola,70-74,342
2013,Broj,Jablanica,Muškarci,70-74,139
2013,Broj,Jablanica,Žene,70-74,203
2013,Broj,Jajce,Oba spola,70-74,991
2013,Broj,Jajce,Muškarci,70-74,403
2013,Broj,Jajce,Žene,70-74,588
2013,Broj,Jezero,Oba spola,70-74,45
2013,Broj,Jezero,Muškarci,70-74,19
2013,Broj,Jezero,Žene,70-74,26
2013,Broj,Kakanj,Oba spola,70-74,1234
2013,Broj,Kakanj,Muškarci,70-74,559
2013,Broj,Kakanj,Žene,70-74,675
2013,Broj,Kalesija,Oba spola,70-74,814
2013,Broj,Kalesija,Muškarci,70-74,363
2013,Broj,Kalesija,Žene,70-74,451
2013,Broj,Kalinovik,Oba spola,70-74,151
2013,Broj,Kalinovik,Muškarci,70-74,56
2013,Broj,Kalinovik,Žene,70-74,95
2013,Broj,Kiseljak,Oba spola,70-74,791
2013,Broj,Kiseljak,Muškarci,70-74,327
2013,Broj,Kiseljak,Žene,70-74,464
2013,Broj,Kladanj,Oba spola,70-74,337
2013,Broj,Kladanj,Muškarci,70-74,156
2013,Broj,Kladanj,Žene,70-74,181
2013,Broj,Ključ,Oba spola,70-74,584
2013,Broj,Ključ,Muškarci,70-74,255
2013,Broj,Ključ,Žene,70-74,329
2013,Broj,Kneževo,Oba spola,70-74,472
2013,Broj,Kneževo,Muškarci,70-74,213
2013,Broj,Kneževo,Žene,70-74,259
2013,Broj,Konjic,Oba spola,70-74,1181
2013,Broj,Konjic,Muškarci,70-74,521
2013,Broj,Konjic,Žene,70-74,660
2013,Broj,Kostajnica,Oba spola,70-74,249
2013,Broj,Kostajnica,Muškarci,70-74,108
2013,Broj,Kostajnica,Žene,70-74,141
2013,Broj,Kotor Varoš,Oba spola,70-74,700
2013,Broj,Kotor Varoš,Muškarci,70-74,301
2013,Broj,Kotor Varoš,Žene,70-74,399
2013,Broj,Kozarska Dubica,Oba spola,70-74,1093
2013,Broj,Kozarska Dubica,Muškarci,70-74,433
2013,Broj,Kozarska Dubica,Žene,70-74,660
2013,Broj,Kreševo,Oba spola,70-74,254
2013,Broj,Kreševo,Muškarci,70-74,99
2013,Broj,Kreševo,Žene,70-74,155
2013,Broj,Krupa Na Uni,Oba spola,70-74,99
2013,Broj,Krupa Na Uni,Muškarci,70-74,42
2013,Broj,Krupa Na Uni,Žene,70-74,57
2013,Broj,Kupres - FBiH,Oba spola,70-74,229
2013,Broj,Kupres - FBiH,Muškarci,70-74,103
2013,Broj,Kupres - FBiH,Žene,70-74,126
2013,Broj,Kupres - RS,Oba spola,70-74,44
2013,Broj,Kupres - RS,Muškarci,70-74,18
2013,Broj,Kupres - RS,Žene,70-74,26
2013,Broj,Laktaši,Oba spola,70-74,1509
2013,Broj,Laktaši,Muškarci,70-74,687
2013,Broj,Laktaši,Žene,70-74,822
2013,Broj,Livno,Oba spola,70-74,1582
2013,Broj,Livno,Muškarci,70-74,701
2013,Broj,Livno,Žene,70-74,881
2013,Broj,Lopare,Oba spola,70-74,720
2013,Broj,Lopare,Muškarci,70-74,300
2013,Broj,Lopare,Žene,70-74,420
2013,Broj,Lukavac,Oba spola,70-74,1739
2013,Broj,Lukavac,Muškarci,70-74,736
2013,Broj,Lukavac,Žene,70-74,1003
2013,Broj,Ljubinje,Oba spola,70-74,162
2013,Broj,Ljubinje,Muškarci,70-74,68
2013,Broj,Ljubinje,Žene,70-74,94
2013,Broj,Ljubuški,Oba spola,70-74,1242
2013,Broj,Ljubuški,Muškarci,70-74,548
2013,Broj,Ljubuški,Žene,70-74,694
2013,Broj,Maglaj,Oba spola,70-74,776
2013,Broj,Maglaj,Muškarci,70-74,320
2013,Broj,Maglaj,Žene,70-74,456
2013,Broj,Milići,Oba spola,70-74,261
2013,Broj,Milići,Muškarci,70-74,106
2013,Broj,Milići,Žene,70-74,155
2013,Broj,Modriča,Oba spola,70-74,1318
2013,Broj,Modriča,Muškarci,70-74,583
2013,Broj,Modriča,Žene,70-74,735
2013,Broj,Mostar,Oba spola,70-74,4493
2013,Broj,Mostar,Muškarci,70-74,1846
2013,Broj,Mostar,Žene,70-74,2647
2013,Broj,Mrkonjić Grad,Oba spola,70-74,797
2013,Broj,Mrkonjić Grad,Muškarci,70-74,346
2013,Broj,Mrkonjić Grad,Žene,70-74,451
2013,Broj,Neum,Oba spola,70-74,178
2013,Broj,Neum,Muškarci,70-74,83
2013,Broj,Neum,Žene,70-74,95
2013,Broj,Nevesinje,Oba spola,70-74,681
2013,Broj,Nevesinje,Muškarci,70-74,275
2013,Broj,Nevesinje,Žene,70-74,406
2013,Broj,Novi Grad,Oba spola,70-74,1247
2013,Broj,Novi Grad,Muškarci,70-74,542
2013,Broj,Novi Grad,Žene,70-74,705
2013,Broj,Sarajevo - Novi Grad,Oba spola,70-74,4430
2013,Broj,Sarajevo - Novi Grad,Muškarci,70-74,1847
2013,Broj,Sarajevo - Novi Grad,Žene,70-74,2583
2013,Broj,Novi Travnik,Oba spola,70-74,693
2013,Broj,Novi Travnik,Muškarci,70-74,279
2013,Broj,Novi Travnik,Žene,70-74,414
2013,Broj,Novo Goražde,Oba spola,70-74,135
2013,Broj,Novo Goražde,Muškarci,70-74,54
2013,Broj,Novo Goražde,Žene,70-74,81
2013,Broj,Sarajevo - Novo Sarajevo,Oba spola,70-74,2634
2013,Broj,Sarajevo - Novo Sarajevo,Muškarci,70-74,1020
2013,Broj,Sarajevo - Novo Sarajevo,Žene,70-74,1614
2013,Broj,Odžak,Oba spola,70-74,940
2013,Broj,Odžak,Muškarci,70-74,426
2013,Broj,Odžak,Žene,70-74,514
2013,Broj,Olovo,Oba spola,70-74,349
2013,Broj,Olovo,Muškarci,70-74,138
2013,Broj,Olovo,Žene,70-74,211
2013,Broj,Orašje,Oba spola,70-74,775
2013,Broj,Orašje,Muškarci,70-74,313
2013,Broj,Orašje,Žene,70-74,462
2013,Broj,Osmaci,Oba spola,70-74,209
2013,Broj,Osmaci,Muškarci,70-74,95
2013,Broj,Osmaci,Žene,70-74,114
2013,Broj,Oštra Luka,Oba spola,70-74,171
2013,Broj,Oštra Luka,Muškarci,70-74,65
2013,Broj,Oštra Luka,Žene,70-74,106
2013,Broj,Pale - FBiH,Oba spola,70-74,52
2013,Broj,Pale - FBiH,Muškarci,70-74,28
2013,Broj,Pale - FBiH,Žene,70-74,24
2013,Broj,Pale - RS,Oba spola,70-74,962
2013,Broj,Pale - RS,Muškarci,70-74,394
2013,Broj,Pale - RS,Žene,70-74,568
2013,Broj,Pelagićevo,Oba spola,70-74,341
2013,Broj,Pelagićevo,Muškarci,70-74,141
2013,Broj,Pelagićevo,Žene,70-74,200
2013,Broj,Petrovac,Oba spola,70-74,25
2013,Broj,Petrovac,Muškarci,70-74,9
2013,Broj,Petrovac,Žene,70-74,16
2013,Broj,Petrovo,Oba spola,70-74,425
2013,Broj,Petrovo,Muškarci,70-74,180
2013,Broj,Petrovo,Žene,70-74,245
2013,Broj,Posušje,Oba spola,70-74,669
2013,Broj,Posušje,Muškarci,70-74,309
2013,Broj,Posušje,Žene,70-74,360
2013,Broj,Prijedor,Oba spola,70-74,4134
2013,Broj,Prijedor,Muškarci,70-74,1730
2013,Broj,Prijedor,Žene,70-74,2404
2013,Broj,Prnjavor,Oba spola,70-74,2047
2013,Broj,Prnjavor,Muškarci,70-74,918
2013,Broj,Prnjavor,Žene,70-74,1129
2013,Broj,Prozor,Oba spola,70-74,530
2013,Broj,Prozor,Muškarci,70-74,232
2013,Broj,Prozor,Žene,70-74,298
2013,Broj,Ravno,Oba spola,70-74,173
2013,Broj,Ravno,Muškarci,70-74,90
2013,Broj,Ravno,Žene,70-74,83
2013,Broj,Ribnik,Oba spola,70-74,372
2013,Broj,Ribnik,Muškarci,70-74,153
2013,Broj,Ribnik,Žene,70-74,219
2013,Broj,Rogatica,Oba spola,70-74,601
2013,Broj,Rogatica,Muškarci,70-74,263
2013,Broj,Rogatica,Žene,70-74,338
2013,Broj,Rudo,Oba spola,70-74,446
2013,Broj,Rudo,Muškarci,70-74,198
2013,Broj,Rudo,Žene,70-74,248
2013,Broj,Sanski Most,Oba spola,70-74,1403
2013,Broj,Sanski Most,Muškarci,70-74,604
2013,Broj,Sanski Most,Žene,70-74,799
2013,Broj,Sapna,Oba spola,70-74,278
2013,Broj,Sapna,Muškarci,70-74,117
2013,Broj,Sapna,Žene,70-74,161
2013,Broj,Sokolac,Oba spola,70-74,546
2013,Broj,Sokolac,Muškarci,70-74,249
2013,Broj,Sokolac,Žene,70-74,297
2013,Broj,Srbac,Oba spola,70-74,997
2013,Broj,Srbac,Muškarci,70-74,459
2013,Broj,Srbac,Žene,70-74,538
2013,Broj,Srebrenica,Oba spola,70-74,472
2013,Broj,Srebrenica,Muškarci,70-74,167
2013,Broj,Srebrenica,Žene,70-74,305
2013,Broj,Srebrenik,Oba spola,70-74,1259
2013,Broj,Srebrenik,Muškarci,70-74,548
2013,Broj,Srebrenik,Žene,70-74,711
