Year,UNIT_MEASURE,Municipality,Spol,Godine,Value
2013,Broj,Gornji Vakuf-Uskoplje,Žene,15-19,815
2013,Broj,Gračanica,Oba spola,15-19,3313
2013,Broj,Gračanica,Muškarci,15-19,1674
2013,Broj,Gračanica,Žene,15-19,1639
2013,Broj,Gradačac,Oba spola,15-19,3118
2013,Broj,Gradačac,Muškarci,15-19,1577
2013,Broj,Gradačac,Žene,15-19,1541
2013,Broj,Gradiška,Oba spola,15-19,3288
2013,Broj,Gradiška,Muškarci,15-19,1688
2013,Broj,Gradiška,Žene,15-19,1600
2013,Broj,Grude,Oba spola,15-19,1264
2013,Broj,Grude,Muškarci,15-19,641
2013,Broj,Grude,Žene,15-19,623
2013,Broj,Sarajevo - Hadžići,Oba spola,15-19,1818
2013,Broj,Sarajevo - Hadžići,Muškarci,15-19,991
2013,Broj,Sarajevo - Hadžići,Žene,15-19,827
2013,Broj,Han Pijesak,Oba spola,15-19,218
2013,Broj,Han Pijesak,Muškarci,15-19,89
2013,Broj,Han Pijesak,Žene,15-19,129
2013,Broj,Sarajevo - Ilidža,Oba spola,15-19,4839
2013,Broj,Sarajevo - Ilidža,Muškarci,15-19,2519
2013,Broj,Sarajevo - Ilidža,Žene,15-19,2320
2013,Broj,Sarajevo - Ilijaš,Oba spola,15-19,1440
2013,Broj,Sarajevo - Ilijaš,Muškarci,15-19,723
2013,Broj,Sarajevo - Ilijaš,Žene,15-19,717
2013,Broj,Istočna Ilidža,Oba spola,15-19,823
2013,Broj,Istočna Ilidža,Muškarci,15-19,416
2013,Broj,Istočna Ilidža,Žene,15-19,407
2013,Broj,Istočni Drvar,Oba spola,15-19,3
2013,Broj,Istočni Drvar,Muškarci,15-19,2
2013,Broj,Istočni Drvar,Žene,15-19,1
2013,Broj,Istočni Mostar,Oba spola,15-19,14
2013,Broj,Istočni Mostar,Muškarci,15-19,9
2013,Broj,Istočni Mostar,Žene,15-19,5
2013,Broj,Istočni Stari Grad,Oba spola,15-19,49
2013,Broj,Istočni Stari Grad,Muškarci,15-19,23
2013,Broj,Istočni Stari Grad,Žene,15-19,26
2013,Broj,Istočno Novo Sarajevo,Oba spola,15-19,617
2013,Broj,Istočno Novo Sarajevo,Muškarci,15-19,316
2013,Broj,Istočno Novo Sarajevo,Žene,15-19,301
2013,Broj,Jablanica,Oba spola,15-19,681
2013,Broj,Jablanica,Muškarci,15-19,338
2013,Broj,Jablanica,Žene,15-19,343
2013,Broj,Jajce,Oba spola,15-19,1878
2013,Broj,Jajce,Muškarci,15-19,970
2013,Broj,Jajce,Žene,15-19,908
2013,Broj,Jezero,Oba spola,15-19,88
2013,Broj,Jezero,Muškarci,15-19,45
2013,Broj,Jezero,Žene,15-19,43
2013,Broj,Kakanj,Oba spola,15-19,2929
2013,Broj,Kakanj,Muškarci,15-19,1508
2013,Broj,Kakanj,Žene,15-19,1421
2013,Broj,Kalesija,Oba spola,15-19,2670
2013,Broj,Kalesija,Muškarci,15-19,1350
2013,Broj,Kalesija,Žene,15-19,1320
2013,Broj,Kalinovik,Oba spola,15-19,94
2013,Broj,Kalinovik,Muškarci,15-19,39
2013,Broj,Kalinovik,Žene,15-19,55
2013,Broj,Kiseljak,Oba spola,15-19,1539
2013,Broj,Kiseljak,Muškarci,15-19,794
2013,Broj,Kiseljak,Žene,15-19,745
2013,Broj,Kladanj,Oba spola,15-19,1020
2013,Broj,Kladanj,Muškarci,15-19,525
2013,Broj,Kladanj,Žene,15-19,495
2013,Broj,Ključ,Oba spola,15-19,1256
2013,Broj,Ključ,Muškarci,15-19,647
2013,Broj,Ključ,Žene,15-19,609
2013,Broj,Kneževo,Oba spola,15-19,663
2013,Broj,Kneževo,Muškarci,15-19,328
2013,Broj,Kneževo,Žene,15-19,335
2013,Broj,Konjic,Oba spola,15-19,1851
2013,Broj,Konjic,Muškarci,15-19,962
2013,Broj,Konjic,Žene,15-19,889
2013,Broj,Kostajnica,Oba spola,15-19,378
2013,Broj,Kostajnica,Muškarci,15-19,198
2013,Broj,Kostajnica,Žene,15-19,180
2013,Broj,Kotor Varoš,Oba spola,15-19,1453
2013,Broj,Kotor Varoš,Muškarci,15-19,760
2013,Broj,Kotor Varoš,Žene,15-19,693
2013,Broj,Kozarska Dubica,Oba spola,15-19,1222
2013,Broj,Kozarska Dubica,Muškarci,15-19,627
2013,Broj,Kozarska Dubica,Žene,15-19,595
2013,Broj,Kreševo,Oba spola,15-19,365
2013,Broj,Kreševo,Muškarci,15-19,168
2013,Broj,Kreševo,Žene,15-19,197
2013,Broj,Krupa Na Uni,Oba spola,15-19,102
2013,Broj,Krupa Na Uni,Muškarci,15-19,55
2013,Broj,Krupa Na Uni,Žene,15-19,47
2013,Broj,Kupres - FBiH,Oba spola,15-19,367
2013,Broj,Kupres - FBiH,Muškarci,15-19,189
2013,Broj,Kupres - FBiH,Žene,15-19,178
2013,Broj,Kupres - RS,Oba spola,15-19,13
2013,Broj,Kupres - RS,Muškarci,15-19,7
2013,Broj,Kupres - RS,Žene,15-19,6
2013,Broj,Laktaši,Oba spola,15-19,2190
2013,Broj,Laktaši,Muškarci,15-19,1147
2013,Broj,Laktaši,Žene,15-19,1043
2013,Broj,Livno,Oba spola,15-19,2423
2013,Broj,Livno,Muškarci,15-19,1202
2013,Broj,Livno,Žene,15-19,1221
2013,Broj,Lopare,Oba spola,15-19,969
2013,Broj,Lopare,Muškarci,15-19,480
2013,Broj,Lopare,Žene,15-19,489
2013,Broj,Lukavac,Oba spola,15-19,3047
2013,Broj,Lukavac,Muškarci,15-19,1575
2013,Broj,Lukavac,Žene,15-19,1472
2013,Broj,Ljubinje,Oba spola,15-19,221
2013,Broj,Ljubinje,Muškarci,15-19,110
2013,Broj,Ljubinje,Žene,15-19,111
2013,Broj,Ljubuški,Oba spola,15-19,2082
2013,Broj,Ljubuški,Muškarci,15-19,1038
2013,Broj,Ljubuški,Žene,15-19,1044
2013,Broj,Maglaj,Oba spola,15-19,1745
2013,Broj,Maglaj,Muškarci,15-19,893
2013,Broj,Maglaj,Žene,15-19,852
2013,Broj,Milići,Oba spola,15-19,847
2013,Broj,Milići,Muškarci,15-19,441
2013,Broj,Milići,Žene,15-19,406
2013,Broj,Modriča,Oba spola,15-19,1623
2013,Broj,Modriča,Muškarci,15-19,813
2013,Broj,Modriča,Žene,15-19,810
2013,Broj,Mostar,Oba spola,15-19,7793
2013,Broj,Mostar,Muškarci,15-19,4074
2013,Broj,Mostar,Žene,15-19,3719
2013,Broj,Mrkonjić Grad,Oba spola,15-19,1003
2013,Broj,Mrkonjić Grad,Muškarci,15-19,558
2013,Broj,Mrkonjić Grad,Žene,15-19,445
2013,Broj,Neum,Oba spola,15-19,344
2013,Broj,Neum,Muškarci,15-19,173
2013,Broj,Neum,Žene,15-19,171
2013,Broj,Nevesinje,Oba spola,15-19,806
2013,Broj,Nevesinje,Muškarci,15-19,406
2013,Broj,Nevesinje,Žene,15-19,400
2013,Broj,Novi Grad,Oba spola,15-19,1665
2013,Broj,Novi Grad,Muškarci,15-19,864
2013,Broj,Novi Grad,Žene,15-19,801
2013,Broj,Sarajevo - Novi Grad,Oba spola,15-19,7216
2013,Broj,Sarajevo - Novi Grad,Muškarci,15-19,3634
2013,Broj,Sarajevo - Novi Grad,Žene,15-19,3582
2013,Broj,Novi Travnik,Oba spola,15-19,2000
2013,Broj,Novi Travnik,Muškarci,15-19,1041
2013,Broj,Novi Travnik,Žene,15-19,959
2013,Broj,Novo Goražde,Oba spola,15-19,147
2013,Broj,Novo Goražde,Muškarci,15-19,73
2013,Broj,Novo Goražde,Žene,15-19,74
2013,Broj,Sarajevo - Novo Sarajevo,Oba spola,15-19,3701
2013,Broj,Sarajevo - Novo Sarajevo,Muškarci,15-19,1907
2013,Broj,Sarajevo - Novo Sarajevo,Žene,15-19,1794
2013,Broj,Odžak,Oba spola,15-19,1253
2013,Broj,Odžak,Muškarci,15-19,675
2013,Broj,Odžak,Žene,15-19,578
2013,Broj,Olovo,Oba spola,15-19,745
2013,Broj,Olovo,Muškarci,15-19,360
2013,Broj,Olovo,Žene,15-19,385
2013,Broj,Orašje,Oba spola,15-19,1407
2013,Broj,Orašje,Muškarci,15-19,710
2013,Broj,Orašje,Žene,15-19,697
2013,Broj,Osmaci,Oba spola,15-19,429
2013,Broj,Osmaci,Muškarci,15-19,220
2013,Broj,Osmaci,Žene,15-19,209
2013,Broj,Oštra Luka,Oba spola,15-19,220
2013,Broj,Oštra Luka,Muškarci,15-19,118
2013,Broj,Oštra Luka,Žene,15-19,102
2013,Broj,Pale - FBiH,Oba spola,15-19,74
2013,Broj,Pale - FBiH,Muškarci,15-19,29
2013,Broj,Pale - FBiH,Žene,15-19,45
2013,Broj,Pale - RS,Oba spola,15-19,1302
2013,Broj,Pale - RS,Muškarci,15-19,645
2013,Broj,Pale - RS,Žene,15-19,657
2013,Broj,Pelagićevo,Oba spola,15-19,301
2013,Broj,Pelagićevo,Muškarci,15-19,158
2013,Broj,Pelagićevo,Žene,15-19,143
2013,Broj,Petrovac,Oba spola,15-19,13
2013,Broj,Petrovac,Muškarci,15-19,7
2013,Broj,Petrovac,Žene,15-19,6
2013,Broj,Petrovo,Oba spola,15-19,352
2013,Broj,Petrovo,Muškarci,15-19,186
2013,Broj,Petrovo,Žene,15-19,166
2013,Broj,Posušje,Oba spola,15-19,1702
2013,Broj,Posušje,Muškarci,15-19,892
2013,Broj,Posušje,Žene,15-19,810
2013,Broj,Prijedor,Oba spola,15-19,5681
2013,Broj,Prijedor,Muškarci,15-19,2896
2013,Broj,Prijedor,Žene,15-19,2785
2013,Broj,Prnjavor,Oba spola,15-19,2388
2013,Broj,Prnjavor,Muškarci,15-19,1279
2013,Broj,Prnjavor,Žene,15-19,1109
2013,Broj,Prozor,Oba spola,15-19,1134
2013,Broj,Prozor,Muškarci,15-19,596
2013,Broj,Prozor,Žene,15-19,538
2013,Broj,Ravno,Oba spola,15-19,193
2013,Broj,Ravno,Muškarci,15-19,100
2013,Broj,Ravno,Žene,15-19,93
2013,Broj,Ribnik,Oba spola,15-19,360
2013,Broj,Ribnik,Muškarci,15-19,168
2013,Broj,Ribnik,Žene,15-19,192
2013,Broj,Rogatica,Oba spola,15-19,622
2013,Broj,Rogatica,Muškarci,15-19,335
2013,Broj,Rogatica,Žene,15-19,287
2013,Broj,Rudo,Oba spola,15-19,388
2013,Broj,Rudo,Muškarci,15-19,202
2013,Broj,Rudo,Žene,15-19,186
2013,Broj,Sanski Most,Oba spola,15-19,3121
2013,Broj,Sanski Most,Muškarci,15-19,1640
2013,Broj,Sanski Most,Žene,15-19,1481
2013,Broj,Sapna,Oba spola,15-19,1061
2013,Broj,Sapna,Muškarci,15-19,585
2013,Broj,Sapna,Žene,15-19,476
2013,Broj,Sokolac,Oba spola,15-19,692
2013,Broj,Sokolac,Muškarci,15-19,356
2013,Broj,Sokolac,Žene,15-19,336
2013,Broj,Srbac,Oba spola,15-19,1059
2013,Broj,Srbac,Muškarci,15-19,544
2013,Broj,Srbac,Žene,15-19,515
2013,Broj,Srebrenica,Oba spola,15-19,942
2013,Broj,Srebrenica,Muškarci,15-19,509
2013,Broj,Srebrenica,Žene,15-19,433
2013,Broj,Srebrenik,Oba spola,15-19,2934
2013,Broj,Srebrenik,Muškarci,15-19,1487
2013,Broj,Srebrenik,Žene,15-19,1447
2013,Broj,Sarajevo - Stari Grad,Oba spola,15-19,2301
2013,Broj,Sarajevo - Stari Grad,Muškarci,15-19,1190
2013,Broj,Sarajevo - Stari Grad,Žene,15-19,1111
2013,Broj,Stolac,Oba spola,15-19,1083
2013,Broj,Stolac,Muškarci,15-19,565
2013,Broj,Stolac,Žene,15-19,518
2013,Broj,Šamac,Oba spola,15-19,1075
2013,Broj,Šamac,Muškarci,15-19,527
2013,Broj,Šamac,Žene,15-19,548
2013,Broj,Šekovići,Oba spola,15-19,403
2013,Broj,Šekovići,Muškarci,15-19,194
2013,Broj,Šekovići,Žene,15-19,209
2013,Broj,Šipovo,Oba spola,15-19,609
2013,Broj,Šipovo,Muškarci,15-19,326
2013,Broj,Šipovo,Žene,15-19,283
2013,Broj,Široki Brijeg,Oba spola,15-19,2331
2013,Broj,Široki Brijeg,Muškarci,15-19,1208
2013,Broj,Široki Brijeg,Žene,15-19,1123
2013,Broj,Teočak,Oba spola,15-19,605
2013,Broj,Teočak,Muškarci,15-19,310
2013,Broj,Teočak,Žene,15-19,295
2013,Broj,Teslić,Oba spola,15-19,2567
2013,Broj,Teslić,Muškarci,15-19,1305
2013,Broj,Teslić,Žene,15-19,1262
2013,Broj,Tešanj,Oba spola,15-19,3588
2013,Broj,Tešanj,Muškarci,15-19,1908
2013,Broj,Tešanj,Žene,15-19,1680
2013,Broj,Tomislavgrad,Oba spola,15-19,2418
2013,Broj,Tomislavgrad,Muškarci,15-19,1237
2013,Broj,Tomislavgrad,Žene,15-19,1181
2013,Broj,Travnik,Oba spola,15-19,4087
2013,Broj,Travnik,Muškarci,15-19,2136
2013,Broj,Travnik,Žene,15-19,1951
2013,Broj,Trebinje,Oba spola,15-19,1694
2013,Broj,Trebinje,Muškarci,15-19,885
2013,Broj,Trebinje,Žene,15-19,809
2013,Broj,Trnovo - FBiH,Oba spola,15-19,59
2013,Broj,Trnovo - FBiH,Muškarci,15-19,31
2013,Broj,Trnovo - FBiH,Žene,15-19,28
2013,Broj,Trnovo - RS,Oba spola,15-19,101
2013,Broj,Trnovo - RS,Muškarci,15-19,41
2013,Broj,Trnovo - RS,Žene,15-19,60
2013,Broj,Tuzla,Oba spola,15-19,6823
2013,Broj,Tuzla,Muškarci,15-19,3582
2013,Broj,Tuzla,Žene,15-19,3241
2013,Broj,Ugljevik,Oba spola,15-19,960
2013,Broj,Ugljevik,Muškarci,15-19,501
2013,Broj,Ugljevik,Žene,15-19,459
2013,Broj,Usora,Oba spola,15-19,557
2013,Broj,Usora,Muškarci,15-19,274
2013,Broj,Usora,Žene,15-19,283
2013,Broj,Vareš,Oba spola,15-19,575
2013,Broj,Vareš,Muškarci,15-19,303
2013,Broj,Vareš,Žene,15-19,272
2013,Broj,Velika Kladuša,Oba spola,15-19,3202
2013,Broj,Velika Kladuša,Muškarci,15-19,1627
2013,Broj,Velika Kladuša,Žene,15-19,1575
2013,Broj,Visoko,Oba spola,15-19,2828
2013,Broj,Visoko,Muškarci,15-19,1473
2013,Broj,Visoko,Žene,15-19,1355
2013,Broj,Višegrad,Oba spola,15-19,586
2013,Broj,Višegrad,Muškarci,15-19,290
2013,Broj,Višegrad,Žene,15-19,296
2013,Broj,Vitez,Oba spola,15-19,2114
2013,Broj,Vitez,Muškarci,15-19,1052
2013,Broj,Vitez,Žene,15-19,1062
2013,Broj,Vlasenica,Oba spola,15-19,806
2013,Broj,Vlasenica,Muškarci,15-19,402
2013,Broj,Vlasenica,Žene,15-19,404
2013,Broj,Sarajevo - Vogošća,Oba spola,15-19,1856
2013,Broj,Sarajevo - Vogošća,Muškarci,15-19,933
2013,Broj,Sarajevo - Vogošća,Žene,15-19,923
2013,Broj,Vukosavlje,Oba spola,15-19,298
2013,Broj,Vukosavlje,Muškarci,15-19,167
2013,Broj,Vukosavlje,Žene,15-19,131
2013,Broj,Zavidovići,Oba spola,15-19,2919
2013,Broj,Zavidovići,Muškarci,15-19,1545
2013,Broj,Zavidovići,Žene,15-19,1374
2013,Broj,Zenica,Oba spola,15-19,7985
2013,Broj,Zenica,Muškarci,15-19,4133
2013,Broj,Zenica,Žene,15-19,3852
2013,Broj,Zvornik,Oba spola,15-19,3646
2013,Broj,Zvornik,Muškarci,15-19,1933
2013,Broj,Zvornik,Žene,15-19,1713
2013,Broj,Žepče,Oba spola,15-19,2586
2013,Broj,Žepče,Muškarci,15-19,1332
2013,Broj,Žepče,Žene,15-19,1254
2013,Broj,Živinice,Oba spola,15-19,4417
2013,Broj,Živinice,Muškarci,15-19,2238
2013,Broj,Živinice,Žene,15-19,2179
2013,Broj,Banja Luka,Oba spola,20-24,10533
2013,Broj,Banja Luka,Muškarci,20-24,5213
2013,Broj,Banja Luka,Žene,20-24,5320
2013,Broj,Banovići,Oba spola,20-24,1721
2013,Broj,Banovići,Muškarci,20-24,892
2013,Broj,Banovići,Žene,20-24,829
2013,Broj,Berkovići,Oba spola,20-24,95
2013,Broj,Berkovići,Muškarci,20-24,44
2013,Broj,Berkovići,Žene,20-24,51
2013,Broj,Bihać,Oba spola,20-24,3937
2013,Broj,Bihać,Muškarci,20-24,1992
2013,Broj,Bihać,Žene,20-24,1945
2013,Broj,Bijeljina,Oba spola,20-24,6177
2013,Broj,Bijeljina,Muškarci,20-24,3160
2013,Broj,Bijeljina,Žene,20-24,3017
2013,Broj,Bileća,Oba spola,20-24,663
2013,Broj,Bileća,Muškarci,20-24,336
2013,Broj,Bileća,Žene,20-24,327
2013,Broj,Bosanska Krupa,Oba spola,20-24,1750
2013,Broj,Bosanska Krupa,Muškarci,20-24,903
2013,Broj,Bosanska Krupa,Žene,20-24,847
2013,Broj,Bosanski Petrovac,Oba spola,20-24,336
2013,Broj,Bosanski Petrovac,Muškarci,20-24,162
2013,Broj,Bosanski Petrovac,Žene,20-24,174
2013,Broj,Bosansko Grahovo,Oba spola,20-24,81
2013,Broj,Bosansko Grahovo,Muškarci,20-24,38
2013,Broj,Bosansko Grahovo,Žene,20-24,43
2013,Broj,Bratunac,Oba spola,20-24,1354
2013,Broj,Bratunac,Muškarci,20-24,718
2013,Broj,Bratunac,Žene,20-24,636
2013,Broj,Brčko,Oba spola,20-24,4936
2013,Broj,Brčko,Muškarci,20-24,2528
2013,Broj,Brčko,Žene,20-24,2408
2013,Broj,Breza,Oba spola,20-24,964
2013,Broj,Breza,Muškarci,20-24,488
2013,Broj,Breza,Žene,20-24,476
2013,Broj,Brod,Oba spola,20-24,925
2013,Broj,Brod,Muškarci,20-24,470
2013,Broj,Brod,Žene,20-24,455
2013,Broj,Bugojno,Oba spola,20-24,2252
2013,Broj,Bugojno,Muškarci,20-24,1180
2013,Broj,Bugojno,Žene,20-24,1072
2013,Broj,Busovača,Oba spola,20-24,1251
2013,Broj,Busovača,Muškarci,20-24,629
2013,Broj,Busovača,Žene,20-24,622
2013,Broj,Bužim,Oba spola,20-24,1572
2013,Broj,Bužim,Muškarci,20-24,806
2013,Broj,Bužim,Žene,20-24,766
2013,Broj,Cazin,Oba spola,20-24,5049
2013,Broj,Cazin,Muškarci,20-24,2588
2013,Broj,Cazin,Žene,20-24,2461
2013,Broj,Sarajevo - Centar,Oba spola,20-24,2985
2013,Broj,Sarajevo - Centar,Muškarci,20-24,1485
2013,Broj,Sarajevo - Centar,Žene,20-24,1500
2013,Broj,Čajniče,Oba spola,20-24,307
2013,Broj,Čajniče,Muškarci,20-24,173
2013,Broj,Čajniče,Žene,20-24,134
2013,Broj,Čapljina,Oba spola,20-24,1753
2013,Broj,Čapljina,Muškarci,20-24,905
2013,Broj,Čapljina,Žene,20-24,848
2013,Broj,Čelić,Oba spola,20-24,702
2013,Broj,Čelić,Muškarci,20-24,367
2013,Broj,Čelić,Žene,20-24,335
2013,Broj,Čelinac,Oba spola,20-24,1001
2013,Broj,Čelinac,Muškarci,20-24,528
2013,Broj,Čelinac,Žene,20-24,473
2013,Broj,Čitluk,Oba spola,20-24,1365
2013,Broj,Čitluk,Muškarci,20-24,710
2013,Broj,Čitluk,Žene,20-24,655
2013,Broj,Derventa,Oba spola,20-24,1515
2013,Broj,Derventa,Muškarci,20-24,791
2013,Broj,Derventa,Žene,20-24,724
2013,Broj,Doboj,Oba spola,20-24,3923
2013,Broj,Doboj,Muškarci,20-24,2043
2013,Broj,Doboj,Žene,20-24,1880
2013,Broj,Doboj-Istok,Oba spola,20-24,725
2013,Broj,Doboj-Istok,Muškarci,20-24,371
2013,Broj,Doboj-Istok,Žene,20-24,354
2013,Broj,Doboj-Jug,Oba spola,20-24,296
2013,Broj,Doboj-Jug,Muškarci,20-24,150
2013,Broj,Doboj-Jug,Žene,20-24,146
2013,Broj,Dobretići,Oba spola,20-24,97
2013,Broj,Dobretići,Muškarci,20-24,52
2013,Broj,Dobretići,Žene,20-24,45
2013,Broj,Domaljevac-Šamac,Oba spola,20-24,311
2013,Broj,Domaljevac-Šamac,Muškarci,20-24,161
2013,Broj,Domaljevac-Šamac,Žene,20-24,150
2013,Broj,Donji Vakuf,Oba spola,20-24,940
2013,Broj,Donji Vakuf,Muškarci,20-24,479
2013,Broj,Donji Vakuf,Žene,20-24,461
2013,Broj,Donji Žabar,Oba spola,20-24,238
2013,Broj,Donji Žabar,Muškarci,20-24,122
2013,Broj,Donji Žabar,Žene,20-24,116
2013,Broj,Drvar,Oba spola,20-24,298
2013,Broj,Drvar,Muškarci,20-24,166
2013,Broj,Drvar,Žene,20-24,132
2013,Broj,Foča - FBiH,Oba spola,20-24,125
2013,Broj,Foča - FBiH,Muškarci,20-24,59
2013,Broj,Foča - FBiH,Žene,20-24,66
2013,Broj,Foča - RS,Oba spola,20-24,1126
2013,Broj,Foča - RS,Muškarci,20-24,574
2013,Broj,Foča - RS,Žene,20-24,552
2013,Broj,Fojnica,Oba spola,20-24,774
2013,Broj,Fojnica,Muškarci,20-24,410
2013,Broj,Fojnica,Žene,20-24,364
2013,Broj,Gacko,Oba spola,20-24,508
2013,Broj,Gacko,Muškarci,20-24,269
2013,Broj,Gacko,Žene,20-24,239
2013,Broj,Glamoč,Oba spola,20-24,174
2013,Broj,Glamoč,Muškarci,20-24,88
2013,Broj,Glamoč,Žene,20-24,86
2013,Broj,Goražde,Oba spola,20-24,1259
2013,Broj,Goražde,Muškarci,20-24,657
2013,Broj,Goražde,Žene,20-24,602
2013,Broj,Gornji Vakuf-Uskoplje,Oba spola,20-24,1551
2013,Broj,Gornji Vakuf-Uskoplje,Muškarci,20-24,797
2013,Broj,Gornji Vakuf-Uskoplje,Žene,20-24,754
2013,Broj,Gračanica,Oba spola,20-24,3206
2013,Broj,Gračanica,Muškarci,20-24,1567
2013,Broj,Gračanica,Žene,20-24,1639
2013,Broj,Gradačac,Oba spola,20-24,2535
2013,Broj,Gradačac,Muškarci,20-24,1308
2013,Broj,Gradačac,Žene,20-24,1227
2013,Broj,Gradiška,Oba spola,20-24,2897
2013,Broj,Gradiška,Muškarci,20-24,1519
2013,Broj,Gradiška,Žene,20-24,1378
2013,Broj,Grude,Oba spola,20-24,1155
2013,Broj,Grude,Muškarci,20-24,611
2013,Broj,Grude,Žene,20-24,544
2013,Broj,Sarajevo - Hadžići,Oba spola,20-24,1653
2013,Broj,Sarajevo - Hadžići,Muškarci,20-24,870
2013,Broj,Sarajevo - Hadžići,Žene,20-24,783
2013,Broj,Han Pijesak,Oba spola,20-24,154
2013,Broj,Han Pijesak,Muškarci,20-24,92
2013,Broj,Han Pijesak,Žene,20-24,62
2013,Broj,Sarajevo - Ilidža,Oba spola,20-24,4537
2013,Broj,Sarajevo - Ilidža,Muškarci,20-24,2347
2013,Broj,Sarajevo - Ilidža,Žene,20-24,2190
2013,Broj,Sarajevo - Ilijaš,Oba spola,20-24,1577
2013,Broj,Sarajevo - Ilijaš,Muškarci,20-24,819
2013,Broj,Sarajevo - Ilijaš,Žene,20-24,758
2013,Broj,Istočna Ilidža,Oba spola,20-24,837
2013,Broj,Istočna Ilidža,Muškarci,20-24,426
2013,Broj,Istočna Ilidža,Žene,20-24,411
2013,Broj,Istočni Drvar,Oba spola,20-24,3
2013,Broj,Istočni Drvar,Muškarci,20-24,1
2013,Broj,Istočni Drvar,Žene,20-24,2
2013,Broj,Istočni Mostar,Oba spola,20-24,10
2013,Broj,Istočni Mostar,Muškarci,20-24,8
2013,Broj,Istočni Mostar,Žene,20-24,2
2013,Broj,Istočni Stari Grad,Oba spola,20-24,48
2013,Broj,Istočni Stari Grad,Muškarci,20-24,28
2013,Broj,Istočni Stari Grad,Žene,20-24,20
2013,Broj,Istočno Novo Sarajevo,Oba spola,20-24,613
2013,Broj,Istočno Novo Sarajevo,Muškarci,20-24,302
2013,Broj,Istočno Novo Sarajevo,Žene,20-24,311
2013,Broj,Jablanica,Oba spola,20-24,743
2013,Broj,Jablanica,Muškarci,20-24,375
2013,Broj,Jablanica,Žene,20-24,368
2013,Broj,Jajce,Oba spola,20-24,1853
2013,Broj,Jajce,Muškarci,20-24,1007
2013,Broj,Jajce,Žene,20-24,846
2013,Broj,Jezero,Oba spola,20-24,66
2013,Broj,Jezero,Muškarci,20-24,37
2013,Broj,Jezero,Žene,20-24,29
2013,Broj,Kakanj,Oba spola,20-24,2740
2013,Broj,Kakanj,Muškarci,20-24,1362
2013,Broj,Kakanj,Žene,20-24,1378
2013,Broj,Kalesija,Oba spola,20-24,2617
2013,Broj,Kalesija,Muškarci,20-24,1356
2013,Broj,Kalesija,Žene,20-24,1261
2013,Broj,Kalinovik,Oba spola,20-24,104
2013,Broj,Kalinovik,Muškarci,20-24,58
2013,Broj,Kalinovik,Žene,20-24,46
2013,Broj,Kiseljak,Oba spola,20-24,1426
2013,Broj,Kiseljak,Muškarci,20-24,712
2013,Broj,Kiseljak,Žene,20-24,714
2013,Broj,Kladanj,Oba spola,20-24,934
2013,Broj,Kladanj,Muškarci,20-24,488
2013,Broj,Kladanj,Žene,20-24,446
2013,Broj,Ključ,Oba spola,20-24,1156
2013,Broj,Ključ,Muškarci,20-24,588
2013,Broj,Ključ,Žene,20-24,568
2013,Broj,Kneževo,Oba spola,20-24,588
2013,Broj,Kneževo,Muškarci,20-24,308
2013,Broj,Kneževo,Žene,20-24,280
2013,Broj,Konjic,Oba spola,20-24,1503
2013,Broj,Konjic,Muškarci,20-24,797
2013,Broj,Konjic,Žene,20-24,706
2013,Broj,Kostajnica,Oba spola,20-24,336
2013,Broj,Kostajnica,Muškarci,20-24,177
2013,Broj,Kostajnica,Žene,20-24,159
2013,Broj,Kotor Varoš,Oba spola,20-24,1413
2013,Broj,Kotor Varoš,Muškarci,20-24,745
2013,Broj,Kotor Varoš,Žene,20-24,668
2013,Broj,Kozarska Dubica,Oba spola,20-24,1202
2013,Broj,Kozarska Dubica,Muškarci,20-24,630
2013,Broj,Kozarska Dubica,Žene,20-24,572
2013,Broj,Kreševo,Oba spola,20-24,363
2013,Broj,Kreševo,Muškarci,20-24,184
2013,Broj,Kreševo,Žene,20-24,179
2013,Broj,Krupa Na Uni,Oba spola,20-24,81
2013,Broj,Krupa Na Uni,Muškarci,20-24,50
2013,Broj,Krupa Na Uni,Žene,20-24,31
2013,Broj,Kupres - FBiH,Oba spola,20-24,338
2013,Broj,Kupres - FBiH,Muškarci,20-24,162
2013,Broj,Kupres - FBiH,Žene,20-24,176
2013,Broj,Kupres - RS,Oba spola,20-24,8
2013,Broj,Kupres - RS,Muškarci,20-24,5
2013,Broj,Kupres - RS,Žene,20-24,3
2013,Broj,Laktaši,Oba spola,20-24,2059
2013,Broj,Laktaši,Muškarci,20-24,1073
2013,Broj,Laktaši,Žene,20-24,986
2013,Broj,Livno,Oba spola,20-24,2283
2013,Broj,Livno,Muškarci,20-24,1217
2013,Broj,Livno,Žene,20-24,1066
2013,Broj,Lopare,Oba spola,20-24,925
2013,Broj,Lopare,Muškarci,20-24,474
2013,Broj,Lopare,Žene,20-24,451
2013,Broj,Lukavac,Oba spola,20-24,2970
2013,Broj,Lukavac,Muškarci,20-24,1568
2013,Broj,Lukavac,Žene,20-24,1402
2013,Broj,Ljubinje,Oba spola,20-24,215
2013,Broj,Ljubinje,Muškarci,20-24,117
2013,Broj,Ljubinje,Žene,20-24,98
2013,Broj,Ljubuški,Oba spola,20-24,1976
2013,Broj,Ljubuški,Muškarci,20-24,977
2013,Broj,Ljubuški,Žene,20-24,999
2013,Broj,Maglaj,Oba spola,20-24,1563
2013,Broj,Maglaj,Muškarci,20-24,782
